kl-3_1-488,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-488,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-488,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_4-488,kl-3_4-BG,kl-3_4-568,kl-3_4-BG,kl-3_5-488,kl-3_5-BG,kl-3_5-568,kl-3_5-BG,kl-3_6-488,kl-3_6-BG,kl-3_6-568,kl-3_6-BG,kl-3_7-488,kl-3_7-BG,kl-3_7-568,kl-3_7-BG,kl-3_8-488,kl-3_8-BG,kl-3_8-568,kl-3_8-BG,kl-3_9-488,kl-3_9-BG,kl-3_9-568,kl-3_9-BG,kl-3_10-488,kl-3_10-BG,kl-3_10-568,kl-3_10-BG,kl-3_11-488,kl-3_11-BG,kl-3_11-568,kl-3_11-BG,kl-3_12-488,kl-3_12-BG,kl-3_12-568,kl-3_12-BG,kl-3_13-488,kl-3_13-BG,kl-3_13-568,kl-3_13-BG,kl-3_14-488,kl-3_14-BG,kl-3_14-568,kl-3_14-BG,kl-3_15-488,kl-3_15-BG,kl-3_15-568,kl-3_15-BG,kl-3_16-488,kl-3_16-BG,kl-3_16-568,kl-3_16-BG
23.545,0.567,7.773,0.767,23.493,0.178,8.933,0.156,50.139,0.267,15.546,0.344,38.525,2.444,19.995,2.522,35.85,2.444,12.534,2.522,38.824,2.078,23.323,1.378,59.169,0.378,21.934,0.5,31.444,2.378,13.487,3.078,39.622,0.156,12.223,0.189,52.739,0.286,15.106,0.19,48.299,0.286,16.608,0.19,71.798,0.46,30.194,0.476,60.074,0.413,20.079,0.222,74.478,0.19,21.3,0.349,56.532,0.19,21.986,0.349,63.89,0.095,24.484,0.175
23.615,0.478,7.76,0.633,23.346,0.244,8.926,0.111,49.909,0.233,15.486,0.244,38.293,2.222,20.001,2.722,35.873,2.222,12.712,2.722,39.014,1.878,23.607,1.489,59.314,0.289,22.042,0.489,31.021,2.544,13.46,3.344,39.351,0.089,12.252,0.267,52.571,0.254,15.071,0.286,47.345,0.254,16.305,0.286,71.613,0.27,30.275,0.413,59.441,0.317,20.148,0.349,74.207,0.27,21.49,0.444,56.722,0.27,21.982,0.444,63.554,0.127,24.486,0.143
23.598,0.567,7.855,0.667,23.343,0.189,9.015,0.156,49.999,0.422,15.613,0.256,38.281,2.411,19.809,2.389,36.048,2.411,12.752,2.389,38.889,1.956,23.742,1.733,59.481,0.322,21.865,0.378,30.917,2.344,13.465,2.756,39.271,0.2,12.347,0.144,51.985,0.19,14.93,0.317,47.147,0.19,15.995,0.317,71.285,0.286,29.925,0.413,59.233,0.238,20.088,0.254,73.989,0.333,21.574,0.444,56.49,0.333,21.804,0.444,63.414,0.127,24.609,0.095
22.895,0.478,7.734,0.711,22.913,0.189,8.994,0.167,50.123,0.278,15.746,0.289,38.311,2.378,19.934,2.656,35.773,2.378,12.751,2.656,38.765,1.978,23.609,1.678,59.263,0.322,22.274,0.422,31.455,2.433,13.754,2.889,38.832,0.189,12.201,0.122,52.685,0.222,15.088,0.143,47.323,0.222,15.988,0.143,71.331,0.317,30.088,0.476,59.346,0.254,20.035,0.349,74.314,0.286,21.765,0.429,56.447,0.286,21.834,0.429,63.704,0.079,24.802,0.127
23.58,0.689,7.828,0.6,23.728,0.144,9.097,0.111,50.387,0.233,15.963,0.344,38.546,2.044,20.007,2.644,35.914,2.044,12.82,2.644,38.525,1.811,23.735,1.6,58.997,0.322,22.386,0.467,31.331,2.767,13.602,3.356,39.032,0.144,12.382,0.2,52.646,0.254,15.186,0.365,47.249,0.254,15.879,0.365,70.964,0.317,30.388,0.413,59.034,0.286,20.023,0.556,74.176,0.413,21.66,0.476,56.818,0.413,21.806,0.476,63.526,0.159,24.621,0.222
23.399,0.578,7.901,0.6,23.377,0.222,9.259,0.167,50.286,0.322,16.029,0.311,38.605,2.356,19.697,2.656,36.003,2.356,12.819,2.656,38.862,1.911,23.918,1.311,59.024,0.267,22.227,0.444,31.419,2.433,13.661,3.067,38.706,0.1,12.127,0.211,52.421,0.19,15.212,0.206,46.67,0.19,15.666,0.206,70.759,0.333,30.232,0.444,58.668,0.476,20.047,0.302,74.153,0.365,21.778,0.508,56.73,0.365,21.649,0.508,63.679,0.143,24.689,0.127
23.638,0.711,7.973,0.611,23.445,0.278,9.322,0.167,50.354,0.289,16.138,0.3,38.281,2.089,19.957,2.756,36.133,2.089,12.864,2.756,38.409,1.922,23.955,1.667,58.776,0.344,22.512,0.411,31.084,2.5,13.598,2.778,38.709,0.122,12.301,0.133,52.473,0.238,15.169,0.286,46.714,0.238,15.637,0.286,71.31,0.397,30.743,0.508,58.736,0.286,20.036,0.27,73.782,0.381,21.567,0.46,56.644,0.381,21.539,0.46,63.637,0.175,25.062,0.111
23.568,0.544,7.873,0.689,23.562,0.178,9.307,0.178,50.088,0.278,16.091,0.356,38.187,2.644,20.176,2.856,35.885,2.644,13.04,2.856,38.337,2.011,24.024,2.011,58.374,0.4,22.521,0.4,31.204,2.744,13.614,2.889,38.728,0.211,12.199,0.233,52.622,0.302,15.255,0.159,46.824,0.302,15.54,0.159,70.78,0.365,30.604,0.333,58.831,0.206,20.059,0.365,73.685,0.444,21.535,0.524,56.421,0.444,21.532,0.524,63.487,0.095,24.942,0.175
23.818,0.656,8.011,0.511,23.612,0.2,9.308,0.211,50.395,0.3,16.194,0.356,38.621,2.267,20.03,2.944,35.799,2.267,12.958,2.944,38.361,1.889,24.379,1.678,56.839,0.4,21.753,0.378,30.77,2.656,13.555,3.056,38.92,0.144,12.395,0.111,52.354,0.143,15.294,0.206,46.421,0.143,15.333,0.206,70.727,0.397,30.741,0.27,58.446,0.286,20.203,0.206,73.981,0.429,22.025,0.429,56.654,0.429,21.59,0.429,63.406,0.127,25.076,0.063
23.59,0.567,8.081,0.556,23.414,0.167,9.457,0.133,50.492,0.278,16.294,0.311,38.322,2.111,19.998,2.944,35.797,2.111,13.063,2.944,38.409,1.856,24.599,1.611,58.726,0.289,22.707,0.311,30.755,2.333,13.644,2.967,38.239,0.167,12.159,0.089,52.357,0.222,15.44,0.175,45.875,0.222,15.22,0.175,70.536,0.206,30.752,0.365,58.298,0.333,20.223,0.19,73.601,0.302,22.098,0.317,56.33,0.302,21.463,0.317,62.927,0.095,25.281,0.238
23.796,0.567,7.958,0.611,23.675,0.222,9.406,0.167,50.34,0.2,16.457,0.267,38.242,2.144,20.012,2.911,35.644,2.144,13.177,2.911,38.418,1.967,24.674,1.589,57.998,0.211,22.555,0.544,30.868,2.733,13.752,3.133,38.371,0.122,12.229,0.089,52.441,0.286,15.436,0.254,46.133,0.286,15.392,0.254,70.702,0.238,30.694,0.302,58.179,0.206,20.184,0.286,73.062,0.429,21.898,0.476,56.218,0.429,21.547,0.476,62.951,0.127,25.209,0.206
24.121,0.7,7.983,0.6,23.55,0.144,9.574,0.1,50.362,0.267,16.554,0.378,38.02,2.467,20.266,3.244,36.543,2.467,13.466,3.244,39.144,1.733,25.248,1.589,57.447,0.378,22.44,0.467,29.392,2.422,13.124,2.933,38.587,0.167,12.271,0.233,52.211,0.111,15.396,0.238,46.211,0.111,15.188,0.238,70.337,0.429,31.176,0.365,58.184,0.286,20.302,0.286,73.044,0.46,22.354,0.349,56.09,0.46,21.494,0.349,62.745,0.063,25.255,0.19
23.789,0.533,7.998,0.756,23.466,0.178,9.568,0.2,50.041,0.267,16.533,0.256,38.004,2.189,20.206,2.933,36.116,2.189,13.503,2.933,38.644,2.067,25.097,1.611,58.444,0.256,22.84,0.422,31.171,2.667,14.017,3.311,38.553,0.144,12.352,0.178,52.23,0.254,15.473,0.302,45.76,0.254,15.083,0.302,70.54,0.349,31.248,0.492,57.819,0.286,20.302,0.175,73.737,0.429,22.465,0.444,55.922,0.429,21.672,0.444,62.716,0.143,25.335,0.175
24.125,0.522,8.058,0.678,23.621,0.167,9.631,0.1,50.197,0.233,16.739,0.3,37.96,2.067,20.153,2.933,35.912,2.067,13.324,2.933,38.341,1.911,24.951,1.278,58.754,0.3,22.883,0.389,31.106,3,14.078,3.011,38.557,0.133,12.195,0.222,52.218,0.317,15.609,0.19,45.839,0.317,15.067,0.19,70.422,0.27,31.737,0.444,57.758,0.127,20.473,0.349,72.8,0.349,22.321,0.476,55.94,0.349,21.438,0.476,62.693,0.159,25.493,0.19
23.9,0.5,8.126,0.689,23.615,0.144,9.734,0.044,49.812,0.344,16.594,0.256,38.084,2.378,20.186,3.056,36.037,2.378,13.446,3.056,38.48,2.044,25.259,1.556,58.804,0.378,23.386,0.322,31.058,2.533,14.045,2.944,38.549,0.144,12.38,0.167,52.1,0.254,15.402,0.27,45.604,0.254,14.886,0.27,69.73,0.238,31.737,0.27,57.452,0.254,20.255,0.286,72.439,0.444,22.559,0.476,56.073,0.444,21.456,0.476,62.476,0.063,25.503,0.159
23.822,0.556,8.058,0.589,23.722,0.2,9.672,0.167,50.174,0.3,16.79,0.178,37.638,2.356,20.246,2.667,35.749,2.356,13.64,2.667,38.212,1.744,25.457,1.689,58.928,0.3,23.318,0.433,31.133,2.833,14.239,3.278,38.444,0.144,12.246,0.111,52.083,0.27,15.459,0.222,45.396,0.27,14.643,0.222,69.925,0.222,31.917,0.397,57.438,0.27,20.186,0.206,73.147,0.349,22.775,0.476,55.533,0.349,21.602,0.476,62.849,0.206,25.847,0.159
23.9,0.522,8.196,0.556,23.755,0.133,9.833,0.156,49.901,0.444,16.85,0.4,37.98,2.3,20.567,2.711,36.479,2.3,13.909,2.711,38.914,1.922,26.174,1.967,57.971,0.344,23.226,0.4,31.252,2.489,14.156,3.467,38.244,0.256,12.282,0.2,51.177,0.222,15.66,0.238,44.902,0.222,14.526,0.238,69.406,0.333,31.839,0.397,57.019,0.333,20.237,0.444,72.844,0.381,22.692,0.444,56.019,0.381,21.499,0.444,62.599,0.127,25.907,0.095
23.761,0.7,8.208,0.633,23.532,0.156,9.869,0.122,50.067,0.389,17.095,0.322,37.763,2.322,20.55,2.744,36.141,2.322,13.963,2.744,38.426,1.7,26.639,1.778,58.344,0.311,23.518,0.478,30.869,2.567,14.372,3.078,38.512,0.122,12.231,0.156,51.005,0.19,15.589,0.19,45.014,0.19,14.738,0.19,69.846,0.27,32.37,0.333,56.981,0.333,20.46,0.222,72.524,0.46,22.897,0.365,56.001,0.46,21.497,0.365,62.396,0.175,25.906,0.127
24.136,0.589,8.269,0.8,23.636,0.233,10.081,0.144,50.072,0.367,17.388,0.344,37.726,2.056,20.671,3,36.117,2.056,14.153,3,37.778,1.811,26.682,1.578,59.031,0.411,24.122,0.322,31.128,2.367,14.406,3.422,38.454,0.189,12.27,0.144,51.969,0.159,15.918,0.19,44.982,0.159,14.534,0.19,69.625,0.317,32.955,0.317,57.314,0.333,20.946,0.397,72.929,0.317,23.065,0.333,56.007,0.317,21.402,0.333,62.491,0.095,26.025,0.159
23.832,0.722,8.55,0.567,23.769,0.189,10.32,0.211,50.208,0.222,17.675,0.289,37.571,2.022,20.76,2.6,35.919,2.022,14.335,2.6,37.563,1.578,27.555,1.733,59.108,0.244,24.373,0.3,31.347,2.311,14.671,3.456,38.257,0.1,12.517,0.144,52.177,0.143,16.48,0.365,45.038,0.143,14.583,0.365,69.997,0.317,34.248,0.365,56.901,0.286,21.234,0.333,72.035,0.349,23.263,0.429,56.042,0.349,21.571,0.429,62.407,0.032,26.292,0.143
23.902,0.622,8.655,0.689,23.699,0.156,10.556,0.189,50.227,0.356,18.169,0.367,37.73,2.2,21.119,2.922,36.042,2.2,14.764,2.922,38.295,1.867,28.867,1.756,57.777,0.333,24.376,0.356,31.216,2.344,15.041,3.6,38.092,0.189,12.644,0.2,52.499,0.27,16.634,0.317,44.561,0.27,14.319,0.317,69.732,0.254,35.158,0.429,57.296,0.349,21.929,0.27,72.002,0.238,24.286,0.508,56.123,0.238,21.675,0.508,62.224,0.095,26.643,0.159
24.185,0.667,8.972,0.678,23.572,0.156,10.808,0.156,50.145,0.322,18.595,0.322,37.597,2.211,21.539,3.211,36.293,2.211,15.203,3.211,38.715,1.733,29.861,1.733,59.33,0.367,25.625,0.467,31.097,2.6,15.552,3.456,38.154,0.089,12.523,0.311,52.86,0.238,17.063,0.413,44.425,0.238,14.217,0.413,70.136,0.317,35.89,0.317,57.3,0.381,22.082,0.254,72.639,0.19,25.288,0.508,55.615,0.19,21.937,0.508,62.232,0.175,27.433,0.286
24.305,0.856,9.083,0.822,23.742,0.189,11.31,0.178,50.554,0.322,19.156,0.233,37.762,1.822,21.622,2.6,36.119,1.822,15.647,2.6,38.696,1.656,30.487,1.767,59.245,0.344,26.47,0.411,31.261,2.433,15.882,2.889,38.371,0.256,12.975,0.167,52.998,0.127,17.517,0.476,44.625,0.127,14.235,0.476,70.191,0.365,36.81,0.381,57.388,0.286,22.588,0.444,72.267,0.365,25.882,0.508,55.641,0.365,22.528,0.508,61.862,0.222,28.04,0.206
24.411,0.656,9.367,0.667,23.91,0.178,11.588,0.178,50.544,0.322,19.625,0.333,38.107,2.3,22.323,2.833,36.33,2.3,16.085,2.833,38.426,1.756,31.082,1.622,59.353,0.356,27.39,0.4,31.469,2.633,16.172,3.456,38.617,0.122,13.391,0.189,53.242,0.254,17.729,0.381,44.389,0.254,14.129,0.381,70.276,0.286,37.333,0.508,57.22,0.27,22.874,0.476,71.791,0.381,27.055,0.397,56.019,0.381,22.855,0.397,61.862,0.238,28.719,0.222
24.697,0.678,9.507,0.678,23.983,0.167,11.974,0.2,50.819,0.278,20.384,0.456,38.018,2.378,22.818,3.356,36.639,2.378,16.526,3.356,38.985,1.8,31.605,1.967,58.815,0.278,28.143,0.4,31.608,2.689,16.609,3.833,38.67,0.244,13.814,0.167,53.199,0.222,18.15,0.349,44.126,0.222,14.143,0.349,70.248,0.413,37.652,0.492,57.218,0.302,23.339,0.413,71.413,0.476,27.587,0.476,56.105,0.476,23.435,0.476,61.738,0.063,29.331,0.302
24.848,0.667,9.908,0.667,23.876,0.233,12.31,0.167,51.004,0.289,20.897,0.244,38.221,2.5,22.989,2.956,36.697,2.5,16.67,2.956,38.527,1.733,31.733,2.022,59.537,0.233,29.287,0.344,31.673,3.067,17.148,3.889,38.716,0.222,14.019,0.267,53.405,0.206,18.497,0.46,43.791,0.206,13.936,0.46,70.126,0.27,38.243,0.54,57.093,0.286,23.499,0.349,71.573,0.333,28.85,0.603,56.521,0.333,23.932,0.603,62.024,0.143,30.026,0.19
24.974,0.722,9.955,0.522,23.936,0.144,12.283,0.144,50.601,0.322,21.186,0.244,38.392,2.167,23.208,3.089,36.382,2.167,17.125,3.089,38.416,1.778,32.306,1.844,58.249,0.389,29.274,0.289,31.724,2.856,17.375,3.956,38.84,0.222,14.374,0.233,53.787,0.206,18.62,0.317,43.906,0.206,13.974,0.317,70.409,0.429,38.765,0.46,57.2,0.222,23.857,0.508,72.449,0.365,29.935,0.54,56.655,0.365,24.297,0.54,61.683,0.254,30.789,0.238
24.432,0.711,10.221,0.644,23.772,0.178,12.867,0.189,50.702,0.444,21.72,0.289,38.446,2,23.803,3.1,36.439,2,17.519,3.1,38.639,1.767,32.429,2.122,59.724,0.3,30.768,0.5,31.804,2.778,17.907,3.911,38.678,0.156,14.87,0.189,53.459,0.127,19.175,0.492,43.943,0.127,13.992,0.492,70.562,0.254,39.139,0.46,57.217,0.365,24.108,0.603,71.674,0.317,30.397,0.683,56.926,0.317,24.704,0.683,61.605,0.127,31.024,0.317
24.799,0.578,10.438,0.644,23.813,0.233,12.934,0.178,50.703,0.311,22.252,0.244,38.416,2.033,24.006,3.122,36.896,2.033,17.852,3.122,38.947,2.111,32.876,1.933,59.711,0.289,31.531,0.444,31.73,2.589,18.091,3.767,39.084,0.2,15.125,0.211,53.829,0.143,19.399,0.397,43.7,0.143,14.017,0.397,70.261,0.381,39.292,0.571,57.087,0.381,24.37,0.492,71.925,0.381,30.951,0.54,56.06,0.381,24.829,0.54,61.611,0.27,31.693,0.238
24.728,0.667,10.733,0.678,24.087,0.189,13.252,0.122,50.73,0.311,22.55,0.278,38.787,2.1,24.226,3.278,36.46,2.1,18.01,3.278,38.644,1.878,33.174,1.844,59.813,0.222,32.104,0.244,31.651,2.578,18.484,4.067,39.237,0.222,15.474,0.167,54.114,0.19,19.306,0.413,43.573,0.19,14.004,0.413,70.053,0.238,39.944,0.587,57.158,0.206,24.661,0.413,72.179,0.317,31.729,0.698,56.682,0.317,25.322,0.698,61.572,0.175,32.006,0.254
24.928,0.622,10.679,0.867,23.766,0.211,13.37,0.144,51.097,0.267,22.951,0.267,39.114,2.067,24.751,3.289,36.525,2.067,18.424,3.289,38.474,1.911,33.355,2.133,60.172,0.289,32.834,0.322,31.344,3.044,18.693,3.9,39.502,0.278,15.801,0.2,54.133,0.27,19.768,0.413,43.565,0.27,14.017,0.413,70.2,0.333,40.218,0.46,57.199,0.206,24.786,0.381,71.465,0.254,32.313,0.397,57.27,0.254,25.962,0.397,61.641,0.111,32.575,0.222
24.828,0.511,10.959,0.711,23.964,0.122,13.699,0.233,51.05,0.367,23.187,0.311,38.957,2.122,24.768,3.556,36.449,2.122,18.535,3.556,38.601,1.744,33.566,2.467,59.64,0.3,33.315,0.389,31.362,2.678,18.966,4.067,39.424,0.156,16.26,0.244,54.151,0.159,20.014,0.317,43.719,0.159,14.047,0.317,69.901,0.349,40.57,0.444,56.922,0.365,24.956,0.413,72.163,0.413,32.985,0.81,56.826,0.413,26.347,0.81,61.598,0.127,32.684,0.286
24.799,0.622,11.079,0.933,23.931,0.178,14.036,0.122,51.151,0.289,23.748,0.256,38.911,2.311,25.199,3.489,36.469,2.311,18.822,3.489,38.563,1.933,33.747,1.889,59.766,0.322,34.068,0.422,31.343,2.589,19.383,3.867,39.905,0.144,16.523,0.222,53.664,0.254,20.02,0.381,43.544,0.254,13.976,0.381,70.209,0.381,40.905,0.444,56.609,0.381,25.008,0.492,72.005,0.365,33.437,0.508,57.367,0.365,26.389,0.508,61.783,0.19,33.327,0.27
25.106,0.589,11.338,0.611,24.071,0.133,13.979,0.122,50.911,0.167,23.914,0.311,38.986,2.233,25.281,3.256,36.587,2.233,19.189,3.256,38.382,1.8,33.94,2.111,59.705,0.422,34.188,0.589,31.559,2.611,19.498,3.956,39.562,0.211,16.677,0.244,53.986,0.381,20.526,0.317,43.184,0.381,13.778,0.317,69.355,0.476,41.043,0.508,56.462,0.317,25.274,0.429,72.385,0.492,33.982,0.651,57.363,0.492,26.817,0.651,61.856,0.222,33.537,0.397
24.979,0.644,11.419,0.722,24.187,0.178,14.285,0.2,50.943,0.467,24.245,0.356,38.845,2.056,25.869,3.422,36.193,2.056,19.203,3.422,38.375,1.978,34.263,2.267,59.44,0.378,34.783,0.467,31.178,2.544,19.556,4.333,39.907,0.233,17.289,0.222,53.938,0.254,20.749,0.381,43.147,0.254,13.882,0.381,70.008,0.381,41.22,0.524,56.494,0.302,25.388,0.254,72.143,0.302,34.984,0.651,57.09,0.302,27.297,0.651,61.37,0.175,33.913,0.254
24.784,0.633,11.593,0.767,24.122,0.2,14.533,0.144,50.989,0.411,24.654,0.3,39.038,2.333,26.129,2.933,36.681,2.333,19.565,2.933,38.165,1.956,34.321,2.211,59.578,0.411,35.261,0.556,31.465,2.678,19.95,3.811,39.827,0.178,17.373,0.244,53.881,0.159,20.737,0.397,43.145,0.159,14.007,0.397,69.683,0.222,41.154,0.46,56.302,0.333,25.447,0.333,72.261,0.349,34.935,0.619,57.275,0.349,27.44,0.619,61.9,0.238,34.294,0.206
24.831,0.644,11.722,0.933,23.858,0.244,14.778,0.122,50.998,0.344,24.833,0.356,38.597,2.244,26.17,3.278,36.514,2.244,19.94,3.278,38.639,1.811,34.681,2.433,59.66,0.411,35.551,0.433,31.345,2.711,20.201,4.322,39.93,0.222,17.581,0.167,54.14,0.222,21.218,0.397,42.757,0.222,13.997,0.397,69.154,0.254,41.746,0.603,56.312,0.27,25.801,0.413,71.898,0.365,35.578,0.556,57.419,0.365,27.587,0.556,61.554,0.175,34.304,0.222
24.986,0.633,11.895,0.789,24.074,0.1,15.001,0.144,50.97,0.467,25.158,0.389,38.909,2.244,26.66,3.411,36.472,2.244,19.981,3.411,38.34,2.011,34.851,2.033,59.734,0.389,36.061,0.256,31.506,2.467,20.484,4.089,39.806,0.233,17.867,0.278,53.691,0.222,21.406,0.381,42.557,0.222,14.013,0.381,69.035,0.317,41.593,0.365,55.73,0.286,25.943,0.397,71.954,0.413,36.051,0.571,57.507,0.413,28.008,0.571,61.494,0.127,34.638,0.206
24.796,0.7,11.844,0.756,23.831,0.178,15.065,0.2,50.813,0.456,25.356,0.244,39.144,2.433,26.83,3.4,36.27,2.433,19.977,3.4,38.333,1.5,35.165,2.344,59.418,0.267,36.18,0.422,31.462,2.356,20.472,4.344,40.055,0.167,18.154,0.156,53.744,0.159,21.444,0.524,43.025,0.159,14.019,0.524,69.205,0.349,42.117,0.302,56.017,0.286,26.006,0.492,72.485,0.381,36.551,0.476,57.409,0.381,28.319,0.476,61.557,0.159,34.995,0.254
25.003,0.622,11.979,0.744,24.301,0.211,15.254,0.222,50.883,0.267,25.842,0.389,39.604,2.233,26.799,3.544,36.237,2.233,20.393,3.544,38.227,1.678,34.867,2.433,59.419,0.322,36.601,0.489,29.785,2.7,19.673,4.278,40.02,0.189,18.55,0.289,54.112,0.238,21.657,0.397,43.029,0.238,13.965,0.397,69.538,0.365,42.053,0.508,55.777,0.333,26.16,0.556,72.211,0.397,36.65,0.556,57.297,0.397,28.483,0.556,61.222,0.317,35.181,0.286
24.913,0.711,12.062,0.667,24,0.189,15.574,0.189,50.748,0.344,26.008,0.478,38.528,2.278,26.992,3.433,35.931,2.278,20.531,3.433,38.147,1.744,35.509,2.433,59.098,0.3,36.751,0.389,31.617,2.544,21.008,3.844,40.031,0.156,18.505,0.3,53.657,0.238,21.446,0.508,42.695,0.238,14,0.508,69.185,0.365,42.116,0.571,55.871,0.349,26.347,0.524,72.074,0.524,37.326,0.619,57.235,0.524,28.771,0.619,61.099,0.238,35.27,0.302
24.991,0.578,12.216,0.678,24.304,0.122,15.795,0.244,51.014,0.311,26.324,0.311,39.155,1.967,27.474,3.644,36.326,1.967,20.695,3.644,38.185,1.856,35.613,2.167,59.493,0.267,37.509,0.667,31.5,2.678,21.075,4.356,40.126,0.211,18.82,0.289,53.696,0.27,22.012,0.333,42.746,0.27,14.001,0.333,69.391,0.365,42.235,0.524,55.85,0.238,26.546,0.397,71.878,0.365,37.575,0.667,57.261,0.365,29.016,0.667,61.255,0.238,35.78,0.27
24.911,0.678,12.353,0.856,24.248,0.133,15.967,0.1,50.823,0.222,26.636,0.433,39.03,2.244,27.356,3.633,36.147,2.244,20.709,3.633,38.265,1.544,35.755,2.367,58.46,0.456,37.276,0.522,30.605,2.611,20.582,4.178,40.161,0.167,18.987,0.222,53.992,0.27,22.141,0.429,42.779,0.27,13.971,0.429,69.471,0.365,42.407,0.524,55.808,0.365,26.618,0.365,71.743,0.365,38.087,0.635,56.86,0.365,29.136,0.635,61.053,0.238,36.118,0.222
25.365,0.578,12.632,0.744,24.065,0.167,16.137,0.167,51.006,0.367,27.03,0.344,38.85,2.289,27.633,3.7,36.015,2.289,20.892,3.7,38.291,1.889,35.807,2.3,59.076,0.389,37.894,0.389,30.826,2.767,21.227,4.156,40.05,0.211,19.391,0.289,53.768,0.238,22.048,0.381,42.351,0.238,13.889,0.381,68.807,0.317,42.318,0.397,55.481,0.286,26.607,0.317,71.438,0.524,38.021,0.651,56.871,0.524,29.381,0.651,61.066,0.048,36.372,0.222
25.19,0.467,12.818,0.811,24.327,0.211,16.351,0.178,50.95,0.422,27.028,0.4,39.673,2.378,27.592,3.567,36.059,2.378,21.082,3.567,37.87,1.867,35.997,2.633,59.044,0.433,38.2,0.5,31.407,2.3,21.663,4.2,39.761,0.167,19.352,0.211,53.536,0.222,22.185,0.333,42.084,0.222,13.85,0.333,68.223,0.333,42.821,0.397,55.186,0.143,26.777,0.317,71.014,0.492,38.565,0.635,57,0.492,29.684,0.635,60.791,0.143,36.415,0.254
25.218,0.644,12.921,0.778,24.22,0.167,16.547,0.167,50.759,0.4,27.23,0.278,39.16,2.222,28.026,3.922,36.31,2.222,21.443,3.922,38.022,1.7,36.038,2.589,59.276,0.356,38.43,0.356,31.584,2.611,21.79,4,40.053,0.2,19.767,0.222,53.462,0.222,22.381,0.381,41.985,0.222,13.971,0.381,68.145,0.476,42.721,0.508,54.863,0.286,26.834,0.381,71.913,0.444,39.127,0.413,56.706,0.444,29.77,0.413,61.117,0.159,37.039,0.317
25.248,0.678,13.122,0.633,24.54,0.222,16.744,0.167,50.756,0.289,27.637,0.467,39.454,2.389,28.006,4.078,36.335,2.389,21.575,4.078,38.177,1.544,36.165,2.522,59.366,0.322,38.501,0.389,30.144,2.5,21.023,4.078,40.069,0.189,19.714,0.289,53.5,0.238,22.318,0.317,42.184,0.238,14.027,0.317,68.337,0.524,42.916,0.476,55.171,0.238,27.192,0.429,71.566,0.46,39.531,0.619,56.809,0.46,30.093,0.619,61.402,0.111,37.444,0.286
25.111,0.622,13.129,0.656,24.434,0.222,16.832,0.1,50.917,0.3,27.839,0.289,39.406,2.511,28.4,4.133,36.645,2.511,21.896,4.133,38.069,1.678,36.532,2.711,59.105,0.3,38.923,0.533,31.381,2.389,21.986,4.133,40.077,0.178,20.057,0.2,53.503,0.175,22.694,0.365,42.108,0.175,13.891,0.365,68.528,0.238,42.761,0.365,55.006,0.302,27.264,0.349,71.953,0.175,39.875,0.524,56.34,0.175,30.354,0.524,61.316,0.206,38.505,0.286
25.27,0.5,13.235,0.778,24.387,0.111,16.868,0.144,50.839,0.289,27.806,0.211,39.118,2.289,28.241,3.933,36.673,2.289,21.83,3.933,38.086,1.722,36.282,2.367,59.241,0.267,39.24,0.478,31.351,2.689,21.853,4.389,40.173,0.189,20.028,0.278,53.403,0.222,22.75,0.286,42.07,0.222,13.952,0.286,67.551,0.254,42.876,0.524,54.677,0.159,27.283,0.46,73.341,0.444,40.802,0.556,56.161,0.444,30.243,0.556,61.452,0.095,38.442,0.254
25.382,0.489,13.171,0.878,24.082,0.222,16.806,0.156,50.86,0.333,27.958,0.344,38.765,2.4,27.914,3.6,36.342,2.4,21.573,3.6,37.65,1.8,35.764,2.467,59.234,0.256,39.055,0.411,31.11,2.867,21.71,4.489,40.398,0.144,20.214,0.322,53.604,0.238,22.973,0.143,41.987,0.238,13.887,0.143,67.824,0.254,43.143,0.365,54.742,0.349,27.486,0.556,72.872,0.413,40.797,0.524,56.101,0.413,30.463,0.524,61.496,0.127,38.87,0.254
