kl-3_1-488,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-488,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-488,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_4-488,kl-3_4-BG,kl-3_4-568,kl-3_4-BG,kl-3_5-488,kl-3_5-BG,kl-3_5-568,kl-3_5-BG,kl-3_6-488,kl-3_6-BG,kl-3_6-568,kl-3_6-BG,kl-3_7-488,kl-3_7-BG,kl-3_7-568,kl-3_7-BG,kl-3_8-488,kl-3_8-BG,kl-3_8-568,kl-3_8-BG,kl-3_9-488,kl-3_9-BG,kl-3_9-568,kl-3_9-BG,kl-3_10-488,kl-3_10-BG,kl-3_10-568,kl-3_10-BG,kl-3_11-488,kl-3_11-BG,kl-3_11-568,kl-3_11-BG,kl-3_12-488,kl-3_12-BG,kl-3_12-568,kl-3_12-BG,kl-3_13-488,kl-3_13-BG,kl-3_13-568,kl-3_13-BG,kl-3_14-488,kl-3_14-BG,kl-3_14-568,kl-3_14-BG,kl-3_15-488,kl-3_15-BG,kl-3_15-568,kl-3_15-BG,kl-3_16-488,kl-3_16-BG,kl-3_16-568,kl-3_16-BG
25.379,0.611,13.241,0.844,24.475,0.156,16.916,0.178,50.901,0.233,28.082,0.344,38.614,2.667,27.946,3.922,36.513,2.667,21.521,3.922,37.654,1.8,35.362,2.2,59.35,0.3,38.729,0.422,31.231,2.733,21.71,4.256,40.106,0.189,20.433,0.267,53.339,0.159,23.148,0.333,41.663,0.159,13.993,0.333,68.123,0.349,43.64,0.429,54.472,0.159,27.505,0.317,73.143,0.413,41.396,0.81,55.948,0.413,30.723,0.81,61.159,0.127,38.863,0.286
25.424,0.633,13.431,0.878,24.162,0.3,16.962,0.156,51.056,0.322,28.02,0.444,38.729,2.367,27.811,3.811,36.399,2.367,21.378,3.811,37.738,1.767,35.371,2.544,59.186,0.356,38.787,0.444,31.612,2.689,21.977,4.033,39.52,0.156,20.438,0.189,53.519,0.222,23.126,0.349,41.926,0.222,14.054,0.349,67.838,0.238,43.374,0.429,54.547,0.238,27.5,0.317,73.827,0.349,41.979,0.571,55.761,0.349,30.902,0.571,61.244,0.111,39.224,0.206
25.418,0.656,13.31,0.756,24.358,0.167,16.955,0.122,50.646,0.322,28.335,0.267,38.733,2.367,27.774,4.022,36.707,2.367,21.592,4.022,37.679,1.967,34.778,2.233,58.836,0.367,38.661,0.333,31.542,2.756,21.854,4.089,39.829,0.111,20.268,0.256,53.022,0.238,23.145,0.508,41.631,0.238,14.216,0.508,67.498,0.365,43.634,0.397,54.34,0.27,27.763,0.333,73.736,0.349,41.896,0.46,55.662,0.349,30.687,0.46,61.68,0.063,39.332,0.159
25.535,0.467,13.321,0.622,24.327,0.178,17.149,0.178,50.707,0.322,28.2,0.367,38.719,2.556,27.778,3.9,36.627,2.556,21.241,3.9,37.5,1.833,34.815,2.267,58.835,0.289,38.655,0.311,30.952,2.933,21.499,4.089,39.634,0.156,20.235,0.233,53.146,0.127,23.227,0.333,41.909,0.127,14.033,0.333,67.946,0.317,43.643,0.349,54.372,0.238,27.731,0.413,73.618,0.429,41.472,0.492,55.863,0.429,30.663,0.492,61.712,0.19,38.796,0.206
25.337,0.733,13.362,0.733,24.402,0.189,17.078,0.178,50.706,0.244,28.258,0.389,38.71,2.433,27.652,3.656,36.689,2.433,21.395,3.656,37.852,1.989,34.434,2.311,59.115,0.433,38.51,0.422,31.369,2.811,21.964,4.189,39.956,0.144,20.135,0.322,52.948,0.302,23.475,0.286,41.903,0.302,14.18,0.286,67.772,0.349,43.807,0.524,54.293,0.222,27.803,0.46,73.209,0.349,40.952,0.556,56.021,0.349,30.85,0.556,61.518,0.175,38.25,0.238
25.197,0.6,13.452,0.733,24.077,0.189,16.981,0.156,50.814,0.233,28.254,0.333,39.435,2.189,27.733,3.633,36.652,2.189,21.246,3.633,37.562,1.922,34.243,2.478,59.143,0.256,38.603,0.444,31.423,2.7,21.978,4.167,39.73,0.189,19.937,0.189,53.069,0.206,23.228,0.444,41.637,0.206,14.184,0.444,67.416,0.524,43.449,0.667,54.4,0.286,27.865,0.365,73.515,0.302,40.472,0.635,55.921,0.302,30.226,0.635,61.474,0.143,38.158,0.159
25.322,0.556,13.332,0.667,24.214,0.189,16.923,0.156,50.666,0.367,28.163,0.3,39.02,2.256,27.423,3.789,36.703,2.256,21.229,3.789,37.51,1.722,34.513,2.311,58.537,0.344,38.469,0.4,31.52,2.856,22.074,4.256,39.881,0.211,20.275,0.167,53.005,0.206,23.523,0.317,41.631,0.206,14.137,0.317,65.947,0.349,42.752,0.476,54.181,0.317,27.788,0.286,73.569,0.492,40.327,0.508,55.897,0.492,30.303,0.508,61.22,0.143,37.807,0.222
25.32,0.644,13.544,0.744,24.027,0.211,17.164,0.233,50.551,0.267,28.111,0.389,39.081,2.333,27.744,3.456,36.754,2.333,21.319,3.456,37.42,1.8,34.196,2.289,57.773,0.367,38.08,0.378,31.449,2.644,21.869,4.289,38.995,0.144,19.591,0.189,52.875,0.19,23.436,0.381,41.344,0.19,14.035,0.381,66.978,0.333,43.499,0.397,53.874,0.254,27.801,0.381,73.14,0.302,39.748,0.556,55.921,0.302,29.96,0.556,60.802,0.143,37.342,0.159
25.496,0.733,13.608,0.756,23.991,0.211,17.127,0.067,50.604,0.222,28.344,0.478,39.184,2.644,27.991,3.689,37.051,2.644,21.437,3.689,37.431,1.889,34.139,2.356,58.66,0.311,38.48,0.422,31.391,2.767,21.938,4.322,40.005,0.133,20.107,0.189,52.917,0.143,23.535,0.302,41.574,0.143,14.165,0.302,67.525,0.381,43.724,0.46,54.131,0.317,28.144,0.381,72.676,0.429,39.801,0.603,56.058,0.429,30.055,0.603,60.874,0.206,36.921,0.127
25.302,0.756,13.641,0.656,23.895,0.178,17.091,0.156,50.681,0.267,28.209,0.333,39.619,2.178,28.065,3.833,36.829,2.178,21.396,3.833,37.548,1.756,34.154,2.356,58.748,0.289,38.231,0.3,31.332,2.8,21.689,4.311,40.017,0.222,20.079,0.167,52.827,0.222,23.514,0.254,41.551,0.222,14.189,0.254,67.35,0.397,43.259,0.587,54.222,0.127,28.191,0.413,72.086,0.381,39.199,0.556,56.564,0.381,30.022,0.556,60.469,0.143,36.6,0.111
25.233,0.589,13.641,0.767,24.088,0.289,17.29,0.144,50.585,0.3,28.574,0.289,39.865,2.611,27.99,4.067,36.929,2.611,21.481,4.067,37.663,1.733,34.015,2.256,58.914,0.244,38.109,0.478,30.951,2.889,21.509,3.878,40.429,0.144,20.326,0.222,52.985,0.238,23.502,0.333,41.505,0.238,14.068,0.333,67.107,0.603,43.378,0.603,53.919,0.254,28.059,0.365,71.768,0.333,38.924,0.508,56.794,0.333,29.991,0.508,60.335,0.175,36.293,0.206
25.303,0.778,13.717,0.844,23.989,0.111,17.357,0.233,50.136,0.367,28.55,0.4,39.818,2.1,27.816,3.811,36.724,2.1,21.425,3.811,37.413,1.922,33.952,2.411,58.716,0.311,38.326,0.456,31.365,2.556,21.916,4.267,40.107,0.2,20.266,0.189,52.505,0.206,23.605,0.365,41.402,0.206,14.005,0.365,66.64,0.349,43.599,0.571,53.957,0.27,28.188,0.54,71.546,0.365,38.804,0.349,56.683,0.365,29.954,0.349,60.524,0.095,36.051,0.19
25.355,0.611,13.686,0.711,23.788,0.211,17.279,0.122,49.969,0.322,28.442,0.367,39.696,2.333,27.778,3.5,36.493,2.333,21.375,3.5,37.03,1.722,33.99,2.278,58.368,0.344,38.632,0.289,31.429,2.856,21.989,4.144,39.763,0.2,20.115,0.111,52.656,0.254,23.638,0.254,41.024,0.254,13.937,0.254,66.364,0.302,43.228,0.492,53.323,0.19,28.045,0.333,71.116,0.349,38.541,0.508,56.925,0.349,29.833,0.508,60.281,0.095,35.83,0.127
25.309,0.689,13.787,0.822,23.644,0.144,17.061,0.189,49.842,0.144,28.298,0.2,39.73,2.1,27.88,3.722,36.513,2.1,21.342,3.722,37.004,1.933,33.813,2.156,58.779,0.333,38.597,0.344,31.173,2.578,21.846,4.067,39.938,0.156,20.201,0.178,52.627,0.127,23.665,0.302,41.113,0.127,14.06,0.302,66.771,0.429,43.217,0.381,53.852,0.254,28.24,0.429,71.058,0.492,38.588,0.429,57.201,0.492,29.926,0.429,60.193,0.159,35.861,0.111
25.338,0.733,13.979,0.756,23.735,0.167,17.36,0.178,49.824,0.211,28.392,0.333,39.797,2.267,28.005,3.811,36.615,2.267,21.586,3.811,36.981,1.778,33.796,1.978,58.164,0.233,38.647,0.378,31.307,2.922,21.984,4.256,40.219,0.144,20.201,0.133,52.425,0.159,23.633,0.317,40.935,0.159,14.007,0.317,66.147,0.27,43.448,0.46,53.765,0.175,28.045,0.444,70.358,0.286,38.4,0.571,57.359,0.286,30.092,0.571,59.606,0.111,35.502,0.143
24.764,0.611,13.68,0.778,23.542,0.111,17.23,0.178,49.406,0.267,28.345,0.411,39.595,2.456,27.782,3.6,36.425,2.456,21.544,3.6,36.899,1.667,33.773,2.333,58.473,0.378,38.975,0.456,31.105,2.867,22.125,4.178,40.097,0.078,20.325,0.2,52.799,0.222,23.655,0.333,41.206,0.222,13.935,0.333,66.791,0.317,43.396,0.492,53.478,0.19,28.257,0.444,70.349,0.365,38.611,0.413,57.427,0.365,30.058,0.413,59.594,0.19,35.543,0.19
24.92,0.622,13.78,0.689,23.82,0.211,17.38,0.122,49.608,0.3,28.462,0.278,39.483,2.433,27.729,3.656,36.393,2.433,21.557,3.656,36.58,1.633,33.884,2.156,58.501,0.178,39.241,0.389,30.932,3.2,22.102,4.533,39.982,0.178,20.037,0.178,52.653,0.143,23.728,0.397,40.994,0.143,13.973,0.397,66.28,0.444,43.724,0.667,53.357,0.206,28.285,0.413,70.465,0.46,38.321,0.429,57.239,0.46,29.917,0.429,59.68,0.175,35.363,0.206
25.064,0.756,13.848,0.811,23.425,0.156,17.275,0.156,49.42,0.344,28.707,0.367,39.603,2.189,27.99,3.778,36.557,2.189,21.591,3.778,36.735,1.667,33.816,2.322,58.433,0.389,39.198,0.267,30.854,2.767,21.864,4.389,40.002,0.167,19.986,0.156,52.449,0.159,23.808,0.492,40.765,0.159,13.941,0.492,66.577,0.286,43.244,0.556,53.263,0.302,28.15,0.254,69.827,0.349,38.074,0.317,57.688,0.349,29.972,0.317,59.597,0.19,35.369,0.254
24.616,0.544,13.635,0.944,23.486,0.211,17.36,0.167,49.295,0.278,28.602,0.222,39.784,2.189,27.903,3.367,35.958,2.189,21.728,3.367,36.642,1.811,33.734,2.044,58.274,0.356,39.391,0.378,30.787,2.8,22.249,4.044,40.032,0.133,20.297,0.167,52.519,0.111,23.754,0.286,40.815,0.111,13.848,0.286,66.145,0.302,43.516,0.571,53.025,0.317,28.225,0.206,69.809,0.413,38.723,0.524,57.044,0.413,30.108,0.524,59.324,0.127,35.439,0.254
25.14,0.633,13.935,0.756,23.283,0.167,17.408,0.167,49.134,0.289,28.605,0.289,39.883,2.7,27.862,3.356,36.361,2.7,21.677,3.356,36.212,1.689,33.652,2.078,58.709,0.311,39.443,0.467,30.86,3.078,21.988,4.244,39.942,0.222,20.048,0.156,52.597,0.238,23.784,0.222,40.832,0.238,13.863,0.222,66.377,0.317,43.342,0.444,53.326,0.238,28.417,0.286,69.239,0.429,38.321,0.508,57.215,0.429,30.028,0.508,59.582,0.254,35.267,0.19
24.818,0.622,13.941,0.644,23.279,0.167,17.472,0.078,48.776,0.3,28.483,0.311,39.687,2.144,27.717,3.333,36.429,2.144,21.548,3.333,36.333,1.956,33.699,2.344,58.813,0.222,39.764,0.344,30.405,2.556,21.768,4.244,40.17,0.144,20.089,0.244,52.584,0.111,23.884,0.206,41.009,0.111,13.881,0.206,66.48,0.302,43.634,0.683,53.348,0.254,28.438,0.365,69.597,0.333,38.29,0.54,57.673,0.333,29.937,0.54,59.318,0.127,35.351,0.206
24.975,0.556,13.823,0.611,23.395,0.122,17.55,0.122,48.937,0.233,28.815,0.267,40.013,2.556,27.799,3.456,36.442,2.556,21.863,3.456,36.491,1.556,33.998,2.089,58.736,0.233,39.75,0.389,30.56,2.989,21.782,3.856,40.221,0.167,19.933,0.167,52.525,0.206,23.851,0.556,40.93,0.206,13.722,0.556,65.96,0.175,43.506,0.476,52.952,0.206,28.391,0.286,69.162,0.302,38.551,0.524,57.413,0.302,30.035,0.524,58.892,0.143,35.116,0.206
24.903,0.611,14.135,0.8,23.21,0.156,17.411,0.211,48.859,0.311,28.793,0.278,40.198,2.278,27.76,3.622,36.074,2.278,21.935,3.622,36.37,2.011,33.518,2.289,58.587,0.267,39.96,0.278,30.49,3.256,21.876,4.1,39.883,0.156,19.98,0.189,52.095,0.127,23.846,0.27,40.429,0.127,13.646,0.27,65.666,0.333,43.163,0.524,52.617,0.206,28.253,0.302,68.459,0.365,38.683,0.635,57.665,0.365,30.334,0.635,58.986,0.175,35.149,0.095
24.983,0.711,14.077,0.878,23.022,0.167,17.495,0.167,48.647,0.233,28.976,0.311,39.919,2.644,28.021,3.578,36.506,2.644,22.07,3.578,36.618,1.867,34.12,2.089,58.439,0.389,40.158,0.333,30.539,3.022,21.94,4.267,39.718,0.178,19.729,0.233,52.546,0.175,23.881,0.238,40.601,0.175,13.848,0.238,65.724,0.27,43.631,0.556,52.872,0.238,28.607,0.476,68.858,0.365,38.15,0.444,57.931,0.365,30.253,0.444,58.769,0.095,35.204,0.222
24.975,0.678,13.934,0.889,23.121,0.189,17.448,0.056,48.626,0.256,29.003,0.267,39.916,2.522,27.875,3.322,36.207,2.522,22.059,3.322,36.208,1.767,33.761,2.456,58.506,0.356,40.219,0.356,30.235,2.622,22.023,4.211,40.067,0.189,19.918,0.122,52.532,0.159,24.146,0.254,40.741,0.159,13.806,0.254,66.065,0.302,43.628,0.508,53.078,0.19,28.664,0.556,68.503,0.365,38.45,0.333,57.838,0.365,30.189,0.333,59.036,0.159,35.145,0.19
24.965,0.567,14.199,0.733,22.995,0.156,17.468,0.156,48.242,0.3,29.093,0.3,40.001,2.311,27.876,3.589,35.951,2.311,21.977,3.589,36.012,1.967,33.928,2.1,58.28,0.322,40.083,0.456,30.697,2.556,22.103,3.833,40.114,0.133,19.871,0.156,52.828,0.175,24.197,0.254,40.756,0.175,13.748,0.254,65.622,0.365,43.628,0.587,52.663,0.238,28.656,0.254,68.558,0.302,38.485,0.46,57.655,0.302,30.363,0.46,59.086,0.079,35.105,0.19
25.154,0.578,14.191,0.767,23.06,0.156,17.651,0.111,48.396,0.344,29.097,0.311,40.122,2.733,28.107,3.6,35.986,2.733,21.979,3.6,36.002,1.567,33.514,2.222,58.058,0.311,40.126,0.4,30.664,2.678,22.378,4.122,40.186,0.133,19.98,0.211,52.411,0.206,23.956,0.333,40.501,0.206,13.65,0.333,65.92,0.286,43.554,0.429,52.665,0.238,28.714,0.397,68.288,0.238,38.962,0.508,57.812,0.238,30.599,0.508,58.754,0.19,34.873,0.175
25.037,0.733,14.322,0.956,23.036,0.133,17.818,0.189,48.162,0.333,29.241,0.344,40.138,2.311,27.931,3.178,35.411,2.311,21.858,3.178,35.837,1.744,33.659,1.9,58.323,0.333,40.359,0.356,30.323,2.711,22.008,4.033,39.719,0.222,19.709,0.178,52,0.111,24.142,0.27,40.044,0.111,13.539,0.27,65.694,0.349,43.717,0.508,52.48,0.333,28.699,0.365,67.876,0.27,38.452,0.46,58.032,0.27,30.477,0.46,58.417,0.222,34.801,0.349
24.773,0.811,14.341,0.956,22.853,0.2,17.709,0.167,48.244,0.267,29.334,0.344,39.919,2.489,28.001,3.3,35.348,2.489,21.921,3.3,35.751,2.011,33.708,1.956,58.376,0.344,40.255,0.311,30.625,2.878,22.178,4.156,39.751,0.111,19.708,0.122,52.58,0.19,24.164,0.492,40.478,0.19,13.743,0.492,65.305,0.302,43.881,0.492,52.556,0.254,28.933,0.19,67.084,0.492,38.735,0.333,58.298,0.492,30.55,0.333,58.563,0.143,35.017,0.175
24.742,0.622,14.401,0.833,23.215,0.133,17.695,0.156,48.197,0.289,29.301,0.356,40.176,2.622,28.476,3.333,34.983,2.622,21.841,3.333,35.571,1.522,33.81,2.144,58.43,0.267,40.495,0.367,30.5,2.844,22.035,4.022,39.762,0.2,19.85,0.233,52.236,0.206,24.181,0.365,40.339,0.206,13.579,0.365,65.727,0.381,43.702,0.492,51.273,0.206,28.157,0.349,67.561,0.286,38.897,0.444,58.168,0.286,30.402,0.444,58.435,0.206,34.895,0.206
24.944,0.644,14.43,0.789,22.763,0.178,17.707,0.122,47.943,0.211,29.045,0.267,39.88,2.367,27.768,3.556,35.65,2.367,21.964,3.556,35.655,1.622,33.742,2.222,57.944,0.333,40.442,0.3,30.443,2.378,22.149,4.244,39.987,0.222,20.042,0.178,52.298,0.127,24.24,0.349,40.442,0.127,13.53,0.349,65.695,0.349,43.934,0.46,52.733,0.286,28.817,0.365,67.324,0.365,38.599,0.46,57.941,0.365,30.841,0.46,58.453,0.238,35.073,0.19
24.707,0.6,14.379,0.989,22.922,0.178,17.677,0.133,47.702,0.333,29.261,0.344,40.203,2.478,28.083,3.211,35.55,2.478,21.998,3.211,35.539,1.867,34.093,2.311,57.937,0.344,40.557,0.389,30.21,2.756,22.109,4.311,39.981,0.122,19.787,0.1,52.332,0.238,24.433,0.206,40.533,0.238,13.534,0.206,65.129,0.429,43.703,0.54,52.516,0.333,28.967,0.413,67.143,0.238,38.795,0.413,57.843,0.238,30.589,0.413,58.504,0.19,35.056,0.127
24.851,0.7,14.314,0.789,22.802,0.133,17.714,0.189,47.467,0.4,29.322,0.4,40.316,2.356,28.383,3.222,35.531,2.356,22.276,3.222,35.609,1.633,33.633,2.244,58.262,0.267,41.1,0.367,30.272,2.733,22.211,4.178,40.106,0.144,20.013,0.144,52.166,0.095,24.265,0.429,40.244,0.095,13.492,0.429,64.82,0.444,43.94,0.365,52.109,0.27,28.87,0.413,67.21,0.444,39.105,0.444,58.231,0.444,30.815,0.444,58.249,0.111,35.087,0.175
24.76,0.744,14.468,0.8,22.502,0.167,17.586,0.189,47.449,0.311,29.233,0.367,40.233,2.444,28.616,3.156,35.185,2.444,22.303,3.156,35.089,1.911,33.624,2.067,57.113,0.311,40.457,0.333,30.067,3.211,22.223,3.767,40.037,0.156,19.941,0.111,52.067,0.254,24.444,0.254,40.192,0.254,13.559,0.254,65.123,0.286,43.884,0.444,52.192,0.206,28.91,0.381,67.073,0.349,39.377,0.54,58.206,0.349,30.755,0.54,58.347,0.143,35.044,0.238
24.843,0.678,14.525,0.767,22.586,0.244,17.667,0.1,46.815,0.222,29.107,0.389,40.045,2.511,28.317,3.389,35.375,2.511,22.34,3.389,35.443,1.744,33.941,2.111,58.123,0.289,41.263,0.367,30.204,2.711,22.292,4.067,39.927,0.233,20.357,0.167,52.449,0.222,24.441,0.333,40.091,0.222,13.487,0.333,65.311,0.397,43.94,0.349,52.082,0.222,29.061,0.349,67.156,0.587,39.446,0.587,58.181,0.587,30.886,0.587,57.841,0.159,35.335,0.111
24.544,0.711,14.427,1,22.573,0.256,17.935,0.1,46.881,0.267,29.13,0.256,39.809,2.578,28.234,2.733,35.205,2.578,22.297,2.733,35.161,1.667,33.809,2.022,58.201,0.289,41.317,0.367,30.262,2.456,22.407,3.989,39.855,0.156,20.008,0.144,52.237,0.143,24.439,0.286,39.957,0.143,13.567,0.286,65.189,0.238,44.253,0.381,52.09,0.27,28.862,0.381,66.813,0.206,39.357,0.698,58.305,0.206,30.719,0.698,58.368,0.143,35.658,0.159
24.261,0.778,14.578,0.733,22.542,0.233,17.933,0.2,47.084,0.3,29.438,0.389,39.73,2.633,28.474,3.156,35.182,2.633,22.308,3.156,35.496,1.589,33.949,2.2,58.033,0.367,41.626,0.511,30.278,2.633,22.386,4,40.068,0.278,20.097,0.211,52.324,0.127,24.426,0.397,40.168,0.127,13.536,0.397,65.639,0.254,44.018,0.46,52.018,0.27,29.045,0.302,66.985,0.413,39.539,0.603,58.147,0.413,31.171,0.603,58.492,0.175,35.474,0.254
24.574,0.678,14.481,0.611,22.376,0.167,17.884,0.133,46.93,0.256,29.427,0.4,40.413,2.589,28.343,3.233,35.224,2.589,22.35,3.233,35.053,1.9,33.935,2.133,57.891,0.211,41.331,0.322,29.993,2.411,22.34,4.556,39.998,0.256,20.232,0.2,52.054,0.175,24.572,0.349,40.114,0.175,13.589,0.349,65.218,0.349,44.564,0.635,51.972,0.222,29.251,0.349,66.688,0.302,39.501,0.381,58.314,0.302,30.894,0.381,58.019,0.27,35.752,0.175
24.552,0.611,14.616,0.956,22.573,0.144,18.083,0.278,46.693,0.378,29.461,0.311,40.157,2.333,28.476,3.278,35.246,2.333,22.318,3.278,35.371,1.633,34.113,1.911,58.132,0.367,41.742,0.411,29.869,3.067,22.356,4.122,40.224,0.189,19.982,0.156,52.038,0.19,24.698,0.127,39.901,0.19,13.587,0.127,64.946,0.27,44.17,0.587,51.69,0.175,29.257,0.492,66.763,0.476,39.742,0.444,58.235,0.476,31.305,0.444,58.226,0.206,35.482,0.175
24.42,0.633,14.86,0.667,22.283,0.189,17.845,0.144,46.528,0.233,29.273,0.367,39.983,2.456,28.759,3.111,35.471,2.456,22.624,3.111,35.389,1.711,33.801,2.044,58.069,0.311,42.071,0.367,30.068,2.678,22.472,4.344,40.113,0.189,20.164,0.211,52.374,0.206,24.758,0.444,39.775,0.206,13.542,0.444,65.262,0.317,44.27,0.429,51.474,0.27,29.207,0.651,65.625,0.317,39.645,0.603,58.244,0.317,31.18,0.603,58.237,0.222,35.554,0.111
23.979,0.589,14.638,0.767,22.094,0.144,17.818,0.167,46.177,0.244,29.455,0.233,39.777,2.544,28.209,2.889,35.208,2.544,22.506,2.889,34.973,1.778,33.854,1.833,57.944,0.4,41.374,0.367,29.794,2.756,22.273,4.122,40.129,0.2,20.352,0.122,52.365,0.27,24.62,0.365,39.782,0.27,13.48,0.365,64.685,0.317,44.382,0.492,51.741,0.27,29.264,0.317,65.887,0.333,39.985,0.381,58.1,0.333,31.286,0.381,57.91,0.143,35.783,0.079
24.177,0.633,14.633,0.744,22.059,0.133,17.761,0.156,46.393,0.3,29.657,0.333,40.256,2.422,28.431,3.089,34.904,2.422,22.346,3.089,35.002,1.656,33.84,2.089,58.087,0.311,41.672,0.356,29.74,2.989,22.191,4.156,40.07,0.167,20.196,0.222,52.193,0.143,24.914,0.444,39.487,0.143,13.481,0.444,64.423,0.476,44.305,0.413,51.594,0.286,29.262,0.302,66.061,0.397,40.114,0.556,58.086,0.397,31.205,0.556,58.112,0.206,35.854,0.302
24.353,0.6,14.748,0.9,21.851,0.189,17.978,0.178,46.094,0.211,29.474,0.422,40.274,2.678,28.703,3.411,34.681,2.678,22.354,3.411,35.041,1.778,33.734,2,58.317,0.422,41.961,0.389,29.58,2.789,22.257,4.667,40.171,0.211,20.495,0.2,52.04,0.143,24.822,0.46,39.494,0.143,13.34,0.46,63.99,0.302,44.438,0.444,50.897,0.175,29.277,0.413,65.551,0.397,40.047,0.667,57.982,0.397,31.262,0.667,58.114,0.095,35.848,0.222
24.335,0.667,14.797,0.8,21.756,0.111,17.812,0.156,45.994,0.333,29.422,0.3,39.923,2.578,28.661,2.822,34.448,2.578,22.243,2.822,34.764,1.656,33.923,2.111,57.641,0.356,42.088,0.344,29.473,2.844,22.314,4.167,39.845,0.133,20.332,0.2,52.187,0.206,24.865,0.254,39.365,0.206,13.424,0.254,64.225,0.254,44.276,0.476,50.926,0.206,29.355,0.333,66.061,0.46,40.574,0.54,57.692,0.46,31.665,0.54,58.054,0.222,36.437,0.175
24.233,0.489,14.701,0.722,21.807,0.178,17.709,0.178,45.646,0.344,29.466,0.244,40.221,2.744,28.751,3.167,34.763,2.744,22.43,3.167,34.889,1.511,33.834,2.044,57.729,0.289,42.239,0.2,29.495,2.7,22.49,4.289,40.01,0.2,20.407,0.233,51.938,0.127,24.9,0.429,39.297,0.127,13.359,0.429,64.158,0.381,44.69,0.587,50.887,0.349,29.299,0.429,65.663,0.381,40.524,0.429,57.785,0.381,31.381,0.429,58.011,0.127,36.33,0.127
24.115,0.5,14.758,0.622,21.557,0.156,17.735,0.156,45.509,0.289,29.536,0.378,40.193,2.733,28.891,3.333,34.608,2.733,22.471,3.333,34.524,1.589,33.794,2.156,57.74,0.278,42.293,0.356,29.46,3.022,22.336,4.589,39.961,0.178,20.525,0.133,51.836,0.238,24.941,0.381,39.234,0.238,13.416,0.381,63.798,0.238,44.224,0.571,50.857,0.317,29.377,0.365,64.981,0.302,40.542,0.524,57.434,0.302,31.162,0.524,57.883,0.143,36.031,0.206
24.092,0.667,14.704,0.756,21.606,0.256,17.991,0.167,45.629,0.289,29.557,0.311,40.054,2.6,28.472,2.911,34.216,2.6,22.303,2.911,34.336,1.656,33.915,2.456,57.219,0.422,42.108,0.367,29.559,2.856,22.449,4.367,39.916,0.2,20.27,0.156,52.056,0.159,25.071,0.302,39.264,0.159,13.356,0.302,64.172,0.27,44.832,0.492,50.912,0.095,29.564,0.476,64.908,0.286,40.569,0.635,57.632,0.286,31.804,0.635,57.685,0.143,36.268,0.222
24.132,0.5,14.815,0.9,21.559,0.111,17.878,0.189,45.406,0.344,29.738,0.3,39.785,2.522,28.755,3.011,34.285,2.522,22.543,3.011,34.662,1.778,33.724,1.944,56.837,0.433,42.053,0.411,29.434,3.056,22.462,4.656,40.065,0.156,20.176,0.211,51.759,0.095,25.003,0.619,39.243,0.095,13.387,0.619,64.029,0.254,44.848,0.556,50.723,0.206,29.583,0.397,64.659,0.302,40.633,0.476,57.988,0.302,31.528,0.476,57.918,0.095,36.167,0.238
24.265,0.522,14.933,0.911,21.68,0.144,17.957,0.156,45.179,0.278,29.668,0.211,39.572,2.689,28.66,2.8,34.339,2.689,22.375,2.8,34.502,1.822,34.074,1.956,57.195,0.278,42.368,0.378,29.329,2.789,22.44,4.222,39.989,0.189,20.303,0.167,51.86,0.175,25.085,0.381,39,0.175,13.355,0.381,63.495,0.27,44.877,0.444,50.675,0.19,29.484,0.365,64.523,0.317,40.692,0.508,57.895,0.317,31.625,0.508,57.802,0.206,36.506,0.206
24.169,0.589,15.145,0.933,21.612,0.244,18.008,0.144,45.047,0.3,29.837,0.289,39.947,2.3,28.667,3.133,34.151,2.3,22.453,3.133,34.303,1.844,33.898,2.322,57.561,0.256,42.519,0.389,29.426,2.778,22.543,4.089,39.612,0.167,20.387,0.133,51.676,0.159,25.164,0.365,39.075,0.159,13.279,0.365,63.732,0.317,44.904,0.492,50.666,0.19,29.616,0.381,64.045,0.429,41.041,0.413,57.774,0.429,31.65,0.413,57.506,0.27,36.073,0.333
24.098,0.522,15.047,0.522,21.648,0.189,17.676,0.178,45.006,0.233,29.722,0.278,40.183,2.467,28.974,3.311,33.971,2.467,22.481,3.311,34.12,1.711,33.821,2.022,57.358,0.3,42.597,0.456,29.387,2.922,22.62,4.311,39.896,0.2,20.276,0.2,51.841,0.111,25.098,0.254,38.702,0.111,13.254,0.254,63.592,0.397,44.824,0.683,50.665,0.238,29.617,0.524,63.573,0.365,40.423,0.54,57.903,0.365,31.701,0.54,56.69,0.143,36.303,0.111
