Pgd_1-488,Pgd_1-BG,Pgd_1-568,Pgd_1-BG,Pgd_2-488,Pgd_2-BG,Pgd_2-568,Pgd_2-BG,Pgd_3-488,Pgd_3-BG,Pgd_3-568,Pgd_3-BG,Pgd_4-488,Pgd_4-BG,Pgd_4-568,Pgd_4-BG,Pgd_5-488,Pgd_5-BG,Pgd_5-568,Pgd_5-BG,Pgd_6-488,Pgd_6-BG,Pgd_6-568,Pgd_6-BG,Pgd_7-488,Pgd_7-BG,Pgd_7-568,Pgd_7-BG,Pgd_8-488,Pgd_8-BG,Pgd_8-568,Pgd_8-BG,Pgd_9-488,Pgd_9-BG,Pgd_9-568,Pgd_9-BG,Pgd_10-488,Pgd_10-BG,Pgd_10-568,Pgd_10-BG,Pgd_11-488,Pgd_11-BG,Pgd_11-568,Pgd_11-BG,Pgd_12-488,Pgd_12-BG,Pgd_12-568,Pgd_12-BG,Pgd_13-488,Pgd_13-BG,Pgd_13-568,Pgd_13-BG,Pgd_14-488,Pgd_14-BG,Pgd_14-568,Pgd_14-BG
27.446,0.139,10.13,0.139,25.58,0.139,6.115,0.139,35.057,1.667,14.406,0.509,20.482,1.667,7.764,0.509,29.356,0.296,12.557,0.463,37.989,0.296,13.605,0.463,31.362,0.315,10.732,0.407,61.905,0.352,30.703,0.759,52.678,3.806,22.571,3.102,72.32,0.162,48.105,0.3,43.216,0.275,18.939,0.338,34.6,0.325,16.193,0.412,55.115,0.325,29.797,0.412,37.18,0.35,16.624,0.225
27.171,0.204,9.984,0.213,26.118,0.204,6.333,0.213,34.826,1.648,14.223,0.491,20.649,1.648,7.906,0.491,29.116,0.306,12.463,0.343,37.811,0.306,13.59,0.343,31.182,0.194,10.747,0.343,61.202,0.38,30.743,0.713,52.192,3.611,22.423,2.898,71.971,0.237,48.505,0.3,42.78,0.3,19.052,0.287,34.581,0.237,16.235,0.25,54.974,0.237,29.908,0.25,36.956,0.25,16.644,0.188
27.268,0.157,10.065,0.083,26.016,0.157,6.179,0.083,34.994,1.806,14.351,0.481,20.554,1.806,7.921,0.481,29.267,0.259,12.687,0.491,37.921,0.259,13.797,0.491,31.142,0.185,10.878,0.435,60.591,0.333,30.776,0.694,51.911,3.63,22.532,3.139,71.702,0.225,48.38,0.2,42.813,0.338,19.265,0.225,33.288,0.275,16.273,0.3,54.842,0.275,30.164,0.3,36.387,0.262,16.388,0.225
27.499,0.222,10.206,0.222,26.417,0.222,6.41,0.222,33.952,1.546,14.13,0.361,20.432,1.546,7.957,0.361,29.043,0.315,12.409,0.407,37.76,0.315,13.625,0.407,31.228,0.241,10.789,0.37,61.059,0.398,31.166,0.907,52.141,3.972,22.552,3.056,71.91,0.3,48.861,0.2,42.521,0.275,19.14,0.4,33.908,0.275,16.335,0.35,54.861,0.275,30.072,0.35,36.558,0.525,16.579,0.162
27.423,0.13,10.211,0.12,26.624,0.13,6.499,0.12,34.451,1.435,14.534,0.519,20.395,1.435,8.067,0.519,29.223,0.287,12.552,0.37,37.484,0.287,13.762,0.37,31.439,0.204,10.794,0.352,61.564,0.407,30.515,0.75,52.204,3.907,22.665,3.056,71.883,0.1,48.802,0.175,42.151,0.15,18.94,0.25,33.678,0.287,16.255,0.25,54.51,0.287,30.105,0.25,36.604,0.237,16.539,0.25
27.561,0.167,10.263,0.241,27.44,0.167,6.752,0.241,34.586,1.722,14.691,0.444,19.482,1.722,7.847,0.444,28.934,0.37,12.585,0.333,37.442,0.37,13.886,0.333,31.323,0.25,11.029,0.306,60.994,0.37,31.068,0.565,50.9,3.565,22.34,3.037,71.929,0.175,49.007,0.363,42.118,0.25,19.358,0.363,33.471,0.25,16.557,0.312,53.704,0.25,29.931,0.312,36.513,0.237,16.329,0.175
27.483,0.213,10.288,0.306,27.25,0.213,6.756,0.306,35.048,1.611,14.933,0.481,20.022,1.611,8.041,0.481,29.296,0.389,12.671,0.398,37.547,0.389,14.053,0.398,31.361,0.185,10.867,0.269,61.156,0.306,30.911,0.704,51.949,4.056,22.747,3.37,71.284,0.175,49.438,0.325,42.405,0.175,19.471,0.237,33.615,0.188,16.139,0.387,53.948,0.188,29.961,0.387,36.27,0.375,16.472,0.287
27.505,0.231,10.244,0.176,27.036,0.231,6.75,0.176,34.849,1.657,14.942,0.463,20.27,1.657,8.288,0.463,29.07,0.37,12.72,0.398,37.392,0.37,14.028,0.398,31.045,0.194,11.036,0.37,60.656,0.426,31.04,0.694,49.756,4.222,21.577,3.194,71.228,0.087,49.086,0.125,42.005,0.213,19.48,0.237,33.646,0.325,16.694,0.363,53.986,0.325,30.265,0.363,36.183,0.375,16.448,0.25
27.463,0.185,10.136,0.361,27.285,0.185,6.799,0.361,33.774,1.574,14.857,0.426,20.495,1.574,8.216,0.426,29.219,0.259,12.838,0.435,37.543,0.259,14.091,0.435,31.084,0.222,10.987,0.287,60.761,0.389,31.257,0.713,51.529,3.519,22.759,3.324,71.258,0.237,49.499,0.225,41.255,0.262,19.403,0.275,33.024,0.375,16.538,0.262,53.807,0.375,30.207,0.262,36.398,0.2,16.383,0.287
27.095,0.139,10.072,0.306,27.412,0.139,6.75,0.306,34.14,1.731,14.832,0.407,20.582,1.731,8.487,0.407,29.192,0.25,12.785,0.352,37.447,0.25,14.278,0.352,30.955,0.139,10.981,0.259,60.277,0.343,31.175,0.769,51.425,4.093,22.818,3.324,71.175,0.112,49.555,0.312,42.116,0.3,19.811,0.287,33.227,0.3,16.466,0.3,53.143,0.3,30.581,0.3,36.177,0.213,16.422,0.237
27.365,0.194,10.183,0.176,27.237,0.194,6.78,0.176,34.491,1.704,15.091,0.537,20.462,1.704,8.318,0.537,29.152,0.333,12.779,0.398,36.884,0.333,14.028,0.398,31.137,0.194,10.992,0.269,60.185,0.333,31.245,0.602,51.082,3.741,22.874,3.12,71.133,0.162,49.685,0.275,42.107,0.325,19.916,0.35,32.768,0.338,16.48,0.387,53.47,0.338,30.724,0.387,35.897,0.325,16.366,0.225
27.66,0.167,10.229,0.185,27.532,0.167,6.92,0.185,34.793,1.583,15.21,0.315,20.443,1.583,8.472,0.315,29.129,0.287,12.93,0.435,37.432,0.287,14.454,0.435,31.042,0.204,11.052,0.435,59.665,0.426,31.533,0.722,51.254,3.741,22.897,3.13,70.732,0.138,49.875,0.312,41.848,0.175,20.031,0.25,32.516,0.2,16.328,0.275,53.533,0.2,30.613,0.275,36.207,0.338,16.291,0.237
27.665,0.074,10.24,0.222,27.353,0.074,6.763,0.222,34.314,1.639,15.032,0.454,20.393,1.639,8.458,0.454,29.187,0.278,12.82,0.444,37.437,0.278,14.447,0.444,31.136,0.185,11.186,0.343,60.42,0.389,31.133,0.667,50.888,3.972,22.897,3.148,70.524,0.175,49.677,0.188,41.455,0.162,19.919,0.275,32.452,0.25,16.538,0.213,53.239,0.25,30.72,0.213,35.898,0.275,16.253,0.25
27.567,0.157,10.316,0.139,27.352,0.157,6.868,0.139,34.613,1.583,15.287,0.583,20.385,1.583,8.52,0.583,28.908,0.315,12.965,0.352,37.549,0.315,14.469,0.352,31.219,0.139,11.332,0.306,60.354,0.37,31.489,0.639,51.146,3.796,23.075,3.093,71.103,0.262,50.372,0.213,41.462,0.325,20.136,0.2,32.612,0.2,16.769,0.188,53.053,0.2,30.938,0.188,35.848,0.262,16.448,0.162
27.594,0.185,10.334,0.13,27.22,0.185,6.855,0.13,34.497,1.611,15.579,0.389,20.433,1.611,8.668,0.389,29.034,0.287,13.033,0.491,37.403,0.287,14.582,0.491,31.493,0.231,11.166,0.324,60.477,0.287,31.515,0.648,51.486,3.907,23.299,2.981,70.885,0.175,50.501,0.188,40.859,0.25,19.819,0.287,32.488,0.312,16.709,0.237,52.715,0.312,30.863,0.237,35.587,0.3,16.196,0.112
27.478,0.167,10.234,0.148,27.13,0.167,6.922,0.148,34.729,1.657,15.62,0.481,20.612,1.657,8.688,0.481,29.074,0.324,13.068,0.306,37.224,0.324,14.704,0.306,31.322,0.213,11.29,0.361,59.743,0.343,31.462,0.843,51.18,4.148,23.161,3.13,70.801,0.25,50.647,0.225,41.484,0.175,20.228,0.225,32.645,0.2,16.679,0.237,52.846,0.2,31.146,0.237,35.582,0.25,16.288,0.175
27.396,0.25,10.263,0.222,27.269,0.25,6.83,0.222,34.952,1.583,15.611,0.426,20.423,1.583,8.636,0.426,29.38,0.278,12.993,0.472,37.036,0.278,15.017,0.472,31.308,0.241,11.341,0.213,60.341,0.315,31.389,0.731,51.023,4.111,23.405,3.315,70.919,0.225,50.978,0.15,41.683,0.2,20.406,0.275,32.245,0.213,16.863,0.138,52.879,0.213,31.078,0.138,35.5,0.338,16.424,0.15
27.375,0.176,10.295,0.231,26.853,0.176,6.852,0.231,34.728,1.769,15.704,0.546,20.675,1.769,8.865,0.546,29.195,0.269,13.249,0.435,37.034,0.269,15.374,0.435,31.431,0.25,11.563,0.231,59.853,0.352,31.875,0.713,50.706,3.87,23.493,3.194,70.584,0.25,51.585,0.175,41.253,0.312,21.286,0.262,31.986,0.162,17.209,0.213,51.945,0.162,31.664,0.213,35.392,0.262,16.431,0.162
27.582,0.231,10.545,0.278,27.323,0.231,7.06,0.278,34.609,1.62,15.91,0.426,20.559,1.62,8.937,0.426,29.14,0.25,13.421,0.352,36.977,0.25,15.817,0.352,31.187,0.296,11.709,0.389,60.663,0.287,31.731,0.537,51.44,3.796,23.637,2.926,70.97,0.15,53.768,0.225,41.154,0.2,22.347,0.237,31.537,0.188,17.596,0.213,51.56,0.188,32.204,0.213,34.965,0.3,16.566,0.213
27.843,0.13,10.875,0.213,27.529,0.13,7.105,0.213,34.371,1.63,16.782,0.472,20.275,1.63,9.21,0.472,29.37,0.278,13.773,0.435,36.997,0.278,16.263,0.435,31.272,0.25,12.055,0.38,60.17,0.333,33.283,0.574,51.139,3.815,24.367,3.056,70.738,0.188,58.246,0.225,41.695,0.275,23.179,0.45,31.354,0.225,18.143,0.338,52.392,0.225,33.313,0.338,34.984,0.3,16.715,0.225
27.752,0.176,11.053,0.259,27.176,0.176,7.283,0.259,34.318,1.426,17.317,0.528,20.598,1.426,9.517,0.528,29.513,0.324,14.078,0.324,36.874,0.324,17.075,0.324,31.264,0.343,12.492,0.435,59.816,0.269,34.256,0.806,50.997,4.009,25.118,2.981,70.695,0.225,62.419,0.375,41.713,0.175,23.886,0.4,30.463,0.2,18.197,0.3,52.096,0.2,33.986,0.3,35.117,0.25,17.001,0.262
27.778,0.111,11.347,0.287,27.051,0.111,7.477,0.287,33.832,1.62,17.686,0.528,20.909,1.62,9.979,0.528,29.564,0.287,14.654,0.426,37.017,0.287,17.708,0.426,31.233,0.25,13.096,0.278,59.528,0.324,34.919,0.769,50.93,3.843,25.949,3.065,70.261,0.325,65.939,0.25,41.709,0.25,24.655,0.325,30.736,0.237,18.614,0.287,52.108,0.237,34.736,0.287,34.998,0.312,16.946,0.338
27.84,0.213,11.696,0.194,27.266,0.213,7.708,0.194,34.832,1.509,19.163,0.509,20.796,1.509,10.484,0.509,29.847,0.278,14.86,0.343,37.192,0.278,18.239,0.343,30.971,0.204,13.343,0.352,59.364,0.407,36.304,0.565,50.757,3.704,27.109,2.769,70.086,0.3,69.454,0.338,41.18,0.175,24.883,0.4,30.526,0.188,19.214,0.338,51.844,0.188,35.028,0.338,35.253,0.275,17.12,0.225
27.74,0.213,11.94,0.204,27.074,0.213,7.828,0.204,34.843,1.556,19.776,0.389,21.094,1.556,10.629,0.389,29.786,0.278,15.28,0.5,37.263,0.278,18.684,0.5,31.528,0.278,14.006,0.389,59.172,0.398,37.156,0.648,50.969,3.889,28.129,3.741,70.208,0.125,72.295,0.35,41.824,0.213,25.659,0.375,30.161,0.188,19.122,0.363,51.615,0.188,35.765,0.363,35.238,0.287,17.374,0.237
28.33,0.25,12.24,0.287,27.166,0.25,8,0.287,33.727,1.583,19.71,0.583,21.09,1.583,11.085,0.583,29.865,0.333,15.586,0.306,37.328,0.333,19.249,0.306,31.537,0.222,14.256,0.407,59.728,0.444,38.544,0.759,51.353,3.778,29.401,2.778,70.614,0.138,75.33,0.363,41.811,0.262,26.138,0.35,30.525,0.225,19.887,0.237,51.812,0.225,36.342,0.237,35.213,0.35,17.556,0.275
28.236,0.231,12.522,0.13,27.233,0.231,8.17,0.13,34.821,1.389,20.787,0.546,21.092,1.389,11.394,0.546,29.776,0.37,15.932,0.528,37.539,0.37,19.505,0.528,31.454,0.306,14.568,0.398,60.201,0.278,39.193,0.787,51.119,3.676,29.979,3.185,70.587,0.188,77.014,0.3,41.161,0.275,25.665,0.412,29.987,0.188,19.723,0.375,51.788,0.188,36.846,0.375,34.986,0.287,17.488,0.325
28.24,0.148,12.688,0.269,27.096,0.148,8.366,0.269,35.196,1.731,21.696,0.62,21.172,1.731,11.801,0.62,30.184,0.25,16.154,0.435,37.123,0.25,19.981,0.435,31.905,0.343,15.063,0.426,60.517,0.463,40.938,0.806,51.16,4.361,31.146,3.148,70.978,0.237,78.714,0.325,41.934,0.188,26.745,0.463,29.643,0.25,19.92,0.35,51.397,0.25,36.858,0.35,35.012,0.262,17.588,0.312
28.133,0.259,12.9,0.231,26.989,0.259,8.588,0.231,35.124,1.63,22.042,0.38,21.143,1.63,12.058,0.38,30.108,0.296,16.434,0.472,37.383,0.296,20.042,0.472,31.753,0.333,15.385,0.389,60.197,0.398,41.495,0.87,51.434,4.25,31.972,3.352,71.003,0.25,80.082,0.287,42.222,0.225,27.207,0.25,29.988,0.275,20.275,0.287,51.491,0.275,37.298,0.287,35.079,0.3,17.765,0.312
28.178,0.185,13.193,0.194,27.362,0.185,8.698,0.194,34.797,1.694,22.385,0.537,21.183,1.694,12.347,0.537,29.858,0.38,16.641,0.519,37.077,0.38,20.193,0.519,31.869,0.306,15.496,0.509,60.66,0.407,42.466,0.741,51.552,3.907,32.665,3.315,70.938,0.15,81.599,0.325,41.988,0.225,27.11,0.35,29.786,0.338,20.299,0.45,51.308,0.338,37.473,0.45,35.148,0.25,17.767,0.25
28.365,0.222,13.487,0.333,27.165,0.222,9.04,0.333,34.927,1.806,22.867,0.63,21.214,1.806,12.398,0.63,30.026,0.269,16.949,0.426,37.012,0.269,20.833,0.426,31.051,0.185,15.597,0.481,60.662,0.435,43.557,0.796,51.95,3.852,33.603,3.63,71.257,0.35,83.051,0.363,41.142,0.275,26.925,0.338,29.519,0.213,20.299,0.35,50.983,0.213,37.661,0.35,34.891,0.363,17.823,0.5
28.399,0.25,13.671,0.333,27.602,0.25,9.213,0.333,35.046,1.583,23.184,0.639,20.984,1.583,12.748,0.639,29.795,0.278,17.028,0.5,37.242,0.278,20.811,0.5,30.645,0.241,15.35,0.472,60.888,0.389,45.063,0.907,52.246,4.167,34.135,3.463,71.157,0.237,83.49,0.338,41.997,0.338,27.769,0.287,29.121,0.162,20.116,0.312,51.194,0.162,37.964,0.312,35.093,0.275,18.017,0.325
28.44,0.148,13.913,0.324,27.32,0.148,9.255,0.324,34.634,1.63,23.338,0.611,21.046,1.63,12.885,0.611,30.074,0.259,17.302,0.407,37.261,0.259,21.326,0.407,31.864,0.204,16.48,0.5,60.71,0.38,45.363,0.593,52.113,3.889,34.522,3.315,71.28,0.213,84.622,0.325,41.95,0.287,27.752,0.412,29.188,0.3,20.17,0.363,50.758,0.3,38.074,0.363,34.988,0.363,17.998,0.3
28.39,0.222,14.011,0.222,27.3,0.222,9.355,0.222,34.921,1.694,23.551,0.731,21.114,1.694,13.03,0.731,29.97,0.296,17.3,0.565,37.419,0.296,21.436,0.565,32.086,0.287,16.743,0.546,61.071,0.417,45.897,0.861,52.242,3.824,35.277,3.472,71.431,0.2,85.629,0.4,41.457,0.262,27.784,0.4,29.124,0.225,20.447,0.262,50.623,0.225,38.315,0.262,34.845,0.287,17.974,0.375
28.48,0.093,14.079,0.269,27.578,0.093,9.522,0.269,35.032,1.759,23.814,0.583,21.019,1.759,13.308,0.583,29.699,0.287,17.823,0.491,36.9,0.287,21.823,0.491,32.003,0.324,16.815,0.38,61.072,0.315,47.106,0.667,52.67,3.972,36.098,3.481,71.502,0.162,86.398,0.35,41.378,0.125,27.645,0.363,28.783,0.213,20.532,0.363,49.756,0.213,37.718,0.363,34.64,0.275,18.172,0.275
28.193,0.287,14.115,0.324,27.523,0.287,9.684,0.324,35.04,1.907,24.07,0.593,21.081,1.907,13.674,0.593,29.881,0.269,18.007,0.38,37.142,0.269,22.144,0.38,32.194,0.287,17.073,0.472,60.705,0.296,47.649,0.787,52.574,4.417,36.293,3.417,71.335,0.338,86.844,0.338,41.345,0.225,28.092,0.287,28.498,0.213,20.587,0.25,50.358,0.213,38.198,0.25,34.676,0.2,17.986,0.375
27.903,0.259,14.465,0.185,27.371,0.259,9.845,0.185,34.883,1.667,24.109,0.713,21.17,1.667,13.518,0.713,30.042,0.278,18.306,0.38,37.164,0.278,21.962,0.38,32.001,0.269,17.328,0.435,61.737,0.398,47.916,0.852,52.56,3.926,36.841,3.481,71.552,0.237,87.234,0.3,41.184,0.35,27.856,0.4,28.925,0.213,20.698,0.4,49.901,0.213,38.393,0.4,34.608,0.25,18.187,0.275
28.275,0.157,14.566,0.269,27.47,0.157,9.925,0.269,34.862,1.843,24.491,0.787,21.305,1.843,13.921,0.787,29.891,0.324,18.46,0.519,36.999,0.324,22.576,0.519,31.869,0.194,17.593,0.389,60.96,0.38,48.29,0.806,52.201,4.176,36.768,3.472,70.997,0.35,86.877,0.338,40.454,0.35,27.673,0.262,28.698,0.312,20.851,0.363,49.634,0.312,38.283,0.363,34.305,0.275,18.126,0.4
27.932,0.343,14.485,0.231,27.499,0.343,10.153,0.231,34.77,1.917,24.56,0.759,21.208,1.917,13.704,0.759,29.919,0.296,18.692,0.472,36.972,0.296,22.675,0.472,32.003,0.213,17.664,0.417,60.55,0.352,48.166,0.704,52.023,4.241,37.194,3.519,70.853,0.237,87.358,0.312,41.079,0.213,28.292,0.3,28.296,0.312,20.829,0.4,49.385,0.312,38.784,0.4,34.291,0.338,18.155,0.363
28.197,0.213,14.911,0.278,27.494,0.213,10.216,0.278,34.646,1.667,24.632,0.519,21.4,1.667,13.697,0.519,30.083,0.278,18.834,0.454,36.993,0.278,22.908,0.454,31.901,0.13,17.644,0.444,60.887,0.407,49.125,0.769,52.676,3.963,37.906,3.157,71.221,0.2,88.305,0.312,40.993,0.275,28.248,0.4,28.212,0.287,20.819,0.438,49.603,0.287,38.626,0.438,34.579,0.175,18.135,0.287
28.374,0.241,14.969,0.25,27.87,0.241,10.442,0.25,34.651,1.75,25.152,0.556,20.968,1.75,14.096,0.556,29.852,0.333,18.985,0.583,36.907,0.333,23.032,0.583,31.624,0.176,17.894,0.37,60.883,0.398,49.547,0.824,52.512,4.185,38.058,3.556,71.482,0.237,88.964,0.375,41.163,0.188,28.37,0.387,27.95,0.2,20.863,0.363,49.696,0.2,39.091,0.363,34.454,0.175,18.349,0.225
28.618,0.259,15.21,0.315,27.51,0.259,10.456,0.315,34.4,1.639,25.254,0.491,21.17,1.639,14.197,0.491,29.491,0.324,18.973,0.463,36.759,0.324,23.477,0.463,31.925,0.269,18.135,0.472,61.936,0.417,49.794,0.806,52.936,4.194,38.728,3.907,71.68,0.35,89.413,0.237,40.973,0.213,28.71,0.3,28.104,0.3,20.879,0.312,49.211,0.3,38.984,0.312,34.343,0.312,18.371,0.312
28.618,0.185,15.325,0.241,27.779,0.185,10.7,0.241,34.683,1.898,25.179,0.546,20.915,1.898,14.196,0.546,29.638,0.306,19.237,0.491,36.882,0.306,23.472,0.491,31.825,0.306,18.175,0.417,61.076,0.546,50.937,0.917,52.201,4.454,38.822,3.324,71.162,0.175,89.607,0.425,40.947,0.162,28.681,0.4,27.665,0.312,20.552,0.463,49.056,0.312,38.825,0.463,34.165,0.225,18.331,0.275
28.703,0.194,15.331,0.213,27.889,0.194,10.822,0.213,34.655,1.731,25.578,0.769,21.043,1.731,14.318,0.769,29.791,0.269,19.243,0.546,36.733,0.269,23.587,0.546,31.875,0.278,18.278,0.472,61.476,0.38,51.118,0.889,52.538,4.046,38.974,3.435,71.142,0.338,90.209,0.475,40.964,0.225,28.724,0.363,28.015,0.225,20.913,0.4,48.984,0.225,39.243,0.4,34.06,0.3,18.496,0.3
28.715,0.102,15.434,0.361,27.971,0.102,10.797,0.361,34.714,2.046,25.675,0.593,21.063,2.046,14.466,0.593,29.92,0.315,19.59,0.509,36.742,0.315,23.525,0.509,31.609,0.25,18.484,0.444,60.929,0.38,50.807,0.769,52.246,3.991,39.271,3.602,70.72,0.25,90.137,0.312,40.72,0.3,28.47,0.387,27.871,0.188,20.813,0.338,49.125,0.188,39.016,0.338,34.097,0.225,18.36,0.387
28.78,0.157,15.802,0.25,28.19,0.157,11.004,0.25,34.669,1.759,25.733,0.759,21.419,1.759,14.668,0.759,30.001,0.287,19.707,0.472,36.882,0.287,23.901,0.472,32.139,0.287,18.721,0.444,61.25,0.37,52.135,0.741,52.234,4.12,39.493,3.556,71.203,0.213,90.623,0.488,40.416,0.175,28.705,0.375,27.616,0.312,20.872,0.312,48.972,0.312,39.411,0.312,34.225,0.25,18.486,0.2
28.745,0.176,15.807,0.213,28.115,0.176,11.052,0.213,34.29,1.722,25.768,0.62,21.252,1.722,14.598,0.62,29.801,0.333,19.877,0.611,36.917,0.333,24.149,0.611,32.016,0.306,18.766,0.537,61.263,0.389,52.229,0.722,52.478,4.287,39.899,3.833,71.012,0.138,90.897,0.275,40.328,0.213,28.575,0.475,27.464,0.237,20.726,0.338,48.508,0.237,39.309,0.338,33.868,0.2,18.568,0.25
28.872,0.259,16.19,0.231,28.586,0.259,11.4,0.231,34.434,2.148,26.165,0.759,20.986,2.148,14.784,0.759,29.959,0.361,19.809,0.565,36.653,0.361,24.686,0.565,31.947,0.231,18.966,0.315,60.371,0.333,52.691,0.611,52.008,4.13,39.967,3.574,70.851,0.262,90.831,0.25,40.557,0.262,28.645,0.312,27.449,0.287,20.966,0.262,48.429,0.287,39.342,0.262,33.291,0.363,18.11,0.35
28.862,0.185,16.196,0.306,28.256,0.185,11.355,0.306,34.236,1.981,26.069,0.731,20.916,1.981,14.79,0.731,29.557,0.269,19.864,0.481,36.718,0.269,24.424,0.481,32.116,0.222,19.01,0.602,60.354,0.389,53.125,0.713,51.909,4.111,40.432,3.972,70.669,0.175,91.62,0.25,40.221,0.287,29.06,0.425,26.567,0.225,20.265,0.363,48.347,0.225,39.848,0.363,33.805,0.262,18.522,0.325
28.792,0.25,16.248,0.324,28.026,0.25,11.325,0.324,34.286,2.37,26.275,0.63,21.113,2.37,15.217,0.63,29.625,0.324,19.871,0.63,36.724,0.324,23.877,0.63,32.047,0.222,19.157,0.324,60.815,0.389,53.506,0.843,52.519,4.287,40.756,3.657,70.847,0.175,92.142,0.425,40.298,0.237,28.959,0.438,27.212,0.175,20.957,0.363,48.082,0.175,39.661,0.363,33.831,0.3,18.514,0.213
28.934,0.25,16.12,0.37,28.285,0.25,11.512,0.37,34.292,2.176,26.113,0.685,21.096,2.176,14.964,0.685,29.75,0.38,19.704,0.417,36.754,0.38,24.073,0.417,32.104,0.241,18.81,0.296,60.734,0.361,53.896,0.972,52.036,3.861,40.75,3.463,70.837,0.087,90.947,0.387,39.925,0.225,28.829,0.338,26.277,0.237,20.207,0.275,47.701,0.237,39.794,0.275,33.635,0.175,18.83,0.237
