G6Pdh_KK_1-405,G6Pdh_KK_1-BG,G6Pdh_KK_1-568,G6Pdh_KK_1-BG,G6Pdh_KK_2-405,G6Pdh_KK_2-BG,G6Pdh_KK-568,G6Pdh_KK-BG,G6Pdh_KK-405,G6Pdh_KK-BG,G6Pdh_KK_3-568,G6Pdh_KK_3-BG,G6Pdh_KK_4-405,G6Pdh_KK_4-BG,G6Pdh_KK_4-568,G6Pdh_KK_4-BG,G6Pdh_KK_5-405,G6Pdh_KK_5-BG,G6Pdh_KK_5-568,G6Pdh_KK_5-BG,G6Pdh_KK_6-405,G6Pdh_KK_6-BG,G6Pdh_KK_6-568,G6Pdh_KK_6-BG,G6Pdh_KK_7-405,G6Pdh_KK_7-BG,G6Pdh_KK_7-568,G6Pdh_KK_7-BG,G6Pdh_KK_8-405,G6Pdh_KK_8-BG,G6Pdh_KK_8-568,G6Pdh_KK_8-BG,G6Pdh_KK_9-405,G6Pdh_KK_9-BG,G6Pdh_KK_9-568,G6Pdh_KK_9-BG,G6Pdh_KK_10-405,G6Pdh_KK_10-BG,G6Pdh_KK_10-568,G6Pdh_KK_10-BG,G6Pdh_KK_11-405,G6Pdh_KK_11-BG,G6Pdh_KK_11-568,G6Pdh_KK_11-BG,G6Pdh_KK_12-405,G6Pdh_KK_12-BG,G6Pdh_KK_12-568,G6Pdh_KK_12-BG,G6Pdh_KK_13-405,G6Pdh_KK_13-BG,G6Pdh_KK_13-568,G6Pdh_KK_13-BG,G6Pdh_KK_11-405,G6Pdh_KK_14-BG,G6Pdh_KK_14-568,G6Pdh_KK_14-BG,G6Pdh_KK_12-405,G6Pdh_KK_15-BG,G6Pdh_KK_15-568,G6Pdh_KK_15-BG,G6Pdh_KK_16-405,G6Pdh_KK_16-BG,G6Pdh_KK_16-568,G6Pdh_KK_16-BG,G6Pdh_KK_17-405,G6Pdh_KK_17-BG,G6Pdh_KK_17-568,G6Pdh_KK_17-BG
32.921,0.163,63.541,0,29.478,0.02,54.283,0,24.659,0.204,104.828,0.02,16.508,0.49,69.833,0.041,16.01,0.49,70.899,0.041,32.211,0.161,122.418,0,31.638,0.179,154.67,0.018,39.034,0.179,145.236,0.018,15.828,0.133,47.573,0,5.504,0,13.983,0.033,7.732,0,16.227,0.033,23.064,0.167,47.561,0,16.04,0.167,47.146,0,16.792,0.067,63.369,0,13.176,0.067,43.328,0,67.259,0.067,128.874,0,60.06,0.067,118.076,0
32.983,0.102,63.804,0.02,29.644,0.102,54.607,0,24.839,0.184,105.699,0,15.998,0.571,67.804,0.02,16.134,0.571,70.455,0.02,32.015,0.196,122.126,0.036,31.854,0.161,154.99,0.107,38.88,0.161,144.513,0.107,15.603,0.267,47.48,0,5.485,0,13.839,0.067,7.619,0,16.058,0.067,22.984,0.167,47.479,0,16.048,0.167,46.495,0,17.001,0.133,63.476,0,13.19,0.133,43.016,0,67.254,0.1,129.363,0,59.438,0.1,117.485,0
32.425,0.061,63.063,0,29.072,0.122,54.16,0,24.947,0.224,105.598,0.02,15.826,0.449,67.261,0.02,15.32,0.449,68.302,0.02,31.825,0.179,121.46,0.018,31.92,0.286,155.735,0.036,38.106,0.286,143.897,0.036,15.425,0.1,47.327,0,5.624,0,13.756,0.1,7.66,0,16.05,0.1,22.813,0.1,46.902,0,15.506,0.1,46.609,0,17.073,0.133,63.343,0,12.792,0.133,42.53,0,67.709,0.1,129.615,0,59.758,0.1,117.246,0
32.218,0.163,62.678,0,28.908,0.143,53.732,0.02,24.669,0.163,105.047,0.02,16.032,0.551,67.884,0.02,15.792,0.551,69.326,0.02,31.722,0.143,120.596,0.018,31.449,0.196,156.337,0.089,38.633,0.196,144.527,0.089,15.91,0.1,47.449,0,5.732,0,14.41,0.167,7.857,0,16.787,0.167,22.656,0.133,46.743,0,15.658,0.133,46.215,0,16.809,0.167,62.99,0,12.799,0.167,42.211,0,67.696,0.167,130.461,0,59.655,0.167,118.256,0
32.059,0.122,62.595,0.02,28.758,0.122,53.573,0,24.889,0.327,105.478,0,15.991,0.531,68.254,0.02,15.989,0.531,69.859,0.02,32.217,0.179,121.698,0.054,31.431,0.25,155.928,0.036,38.779,0.25,144.512,0.036,16.032,0.367,47.846,0,5.768,0.018,14.803,0.067,8.064,0.018,17.265,0.067,22.658,0,47.107,0,15.189,0,45.361,0,16.805,0.067,62.143,0,12.439,0.067,41.538,0,67.808,0.233,129.963,0,59.728,0.233,118.376,0
32.052,0.265,62.718,0,28.617,0.143,53.796,0.02,25.37,0.163,106.937,0.02,15.917,0.429,67.562,0,15.803,0.429,69.413,0,32.269,0.089,121.745,0,30.798,0.196,154.305,0.054,38.923,0.196,145.137,0.054,15.62,0.033,47.52,0,5.726,0.018,14.039,0.033,7.671,0.018,16.62,0.033,22.21,0.167,46.123,0,15.178,0.167,45.666,0,16.85,0.233,61.998,0,12.272,0.233,40.634,0,67.479,0.167,129.874,0,59.617,0.167,118.483,0
32.158,0.061,62.87,0.02,28.721,0.061,53.536,0,25.225,0.306,106.858,0,15.735,0.469,67.609,0.02,15.762,0.469,69.742,0.02,32.729,0.25,122.3,0.036,30.229,0.232,153.624,0.036,39.033,0.232,145.427,0.036,15.511,0.233,47.449,0,5.575,0,14.011,0,7.683,0,16.6,0,22.18,0.067,46.789,0,14.993,0.067,44.765,0,16.645,0.2,62.021,0,12.295,0.2,40.689,0,67.545,0.067,130.602,0,60.08,0.067,118.297,0
31.712,0.041,62.355,0.02,28.55,0.041,53.42,0,25.131,0.388,105.781,0.02,15.625,0.714,67.62,0.02,15.478,0.714,68.454,0.02,32.183,0.214,120.614,0.018,31.401,0.179,156.355,0.036,38.818,0.179,145.42,0.036,15.729,0.133,47.816,0,5.669,0,14.285,0,7.71,0,16.853,0,21.988,0.133,46.567,0,14.95,0.133,44.954,0,16.565,0.133,62.433,0,11.995,0.133,39.332,0,68.113,0.2,130.994,0.067,60.168,0.2,119.758,0.067
32.126,0.224,62.882,0,28.752,0.122,53.821,0,25.006,0.347,106.305,0.041,15.754,0.531,67.011,0.061,15.478,0.531,68.156,0.061,32.211,0.161,119.418,0,30.632,0.107,156.449,0.071,38.652,0.107,144.946,0.071,16.067,0.2,47.669,0,5.984,0,15.218,0.033,8.213,0,17.783,0.033,21.799,0.033,46.242,0,15.164,0.033,45.314,0,16.665,0.067,62.437,0,12.33,0.067,40.673,0,67.804,0.067,131.546,0,60.188,0.067,120.133,0
31.614,0.122,62.53,0.02,28.64,0.143,53.694,0,24.841,0.388,106.094,0,15.681,0.612,67.132,0.02,15.29,0.612,67.324,0.02,32.234,0.125,119.323,0.054,30.861,0.196,155.725,0.036,37.952,0.196,142.125,0.036,16.18,0.167,47.711,0,6.094,0,15.463,0.167,8.167,0,18.098,0.167,21.827,0.1,46.368,0,15.153,0.1,45.291,0,16.297,0,60.318,0,12.331,0,40.766,0,68.559,0.2,131.65,0,60.879,0.2,120.58,0
31.604,0.122,62.428,0,28.509,0.122,53.388,0,25.194,0.306,105.962,0.02,15.969,0.673,67.28,0.02,15.732,0.673,68.233,0.02,32.922,0.179,121.365,0.036,30.431,0.161,154.877,0.071,38.277,0.161,143.731,0.071,15.983,0.2,47.427,0,6.078,0,15.347,0.1,8.066,0,17.868,0.1,21.99,0.1,46.495,0,15.001,0.1,45.612,0,13.22,0.067,47.861,0.033,12.432,0.067,40.839,0.033,68.855,0.067,132.382,0,61.144,0.067,122.383,0
31.508,0.224,62.487,0,28.512,0.082,53.402,0.02,25.337,0.163,106.274,0,15.554,0.592,66.914,0.02,15.577,0.592,68.932,0.02,32.991,0.268,121.601,0.036,30.381,0.232,154.689,0.036,37.971,0.232,142.267,0.036,15.639,0.133,47.31,0,5.816,0,14.494,0.067,7.51,0,16.707,0.067,21.848,0.133,46.274,0,15.166,0.133,45.33,0,16.713,0.167,62.244,0,12.357,0.167,40.238,0,69.377,0.2,133.038,0.033,62.101,0.2,122.452,0.033
31.559,0.224,62.613,0.041,28.685,0.143,53.511,0,25.551,0.143,106.953,0.041,15.568,0.673,66.505,0,15.733,0.673,68.682,0,32.873,0.304,121.121,0.018,30.277,0.107,154.59,0.018,38.031,0.107,143.326,0.018,15.287,0.167,47.473,0,5.686,0,13.752,0,7.455,0,16.272,0,21.754,0.2,46.594,0,14.827,0.2,44.536,0,16.569,0.167,61.152,0,11.858,0.167,39.015,0,68.624,0.167,133.199,0,61.651,0.167,122.918,0
31.529,0.143,62.746,0.02,28.826,0.061,53.492,0,25.182,0.143,106.305,0.02,15.467,0.592,67.278,0.02,15.676,0.592,69.208,0.02,32.973,0.143,121.369,0.071,29.16,0.25,151.459,0.071,38.358,0.25,143.796,0.071,15.298,0.033,47.559,0,5.618,0.036,13.749,0.067,7.318,0.036,16.012,0.067,19.756,0.1,43.505,0,14.404,0.1,43.996,0,16.268,0.333,59.976,0.033,11.55,0.333,38.58,0.033,68.653,0.2,132.942,0,61.015,0.2,122.73,0
31.752,0.041,62.981,0,29.122,0.163,54.192,0,24.948,0.184,104.59,0,15.557,0.653,66.842,0.041,15.766,0.653,69.096,0.041,33.089,0.179,121.679,0.036,30.004,0.179,155.122,0.018,38.26,0.179,145.274,0.018,15.338,0.3,47.509,0,5.635,0,13.75,0.1,7.342,0,16.263,0.1,21.831,0,46.606,0,14.369,0,44.68,0,14.736,0.133,53.759,0,12.169,0.133,39.888,0,68.372,0.033,132.58,0,61.668,0.033,122.985,0
32.915,0.184,64.896,0.041,31.88,0.122,58.344,0,25.173,0.286,106.086,0.041,15.254,0.551,66.612,0,16.014,0.551,69.138,0,32.85,0.125,120.417,0.054,30.099,0.25,154.64,0.036,37.747,0.25,143.018,0.036,15.117,0.067,47.558,0,5.702,0,14.004,0.033,7.347,0,16.188,0.033,21.749,0.1,46.547,0,14.66,0.1,44.659,0,16.82,0.067,61.572,0,12.279,0.067,39.864,0,68.324,0.2,133.024,0,61.613,0.2,123.69,0
33.412,0.082,65.533,0,34.506,0.184,62.059,0.02,25.443,0.143,106.496,0.02,15.653,0.49,67.404,0,16.009,0.49,69.043,0,33.124,0.268,119.914,0.054,29.696,0.232,153.875,0.054,38.515,0.232,145.018,0.054,15.441,0.1,47.42,0,5.76,0,14.184,0.033,7.497,0,16.699,0.033,21.862,0,46.518,0,14.526,0,44.737,0,16.766,0.067,62.036,0.033,12.13,0.067,39.413,0.033,68.129,0.2,132.452,0.033,62.5,0.2,124.204,0.033
34.207,0.163,66.11,0.02,34.191,0.163,60.604,0,25.435,0.224,106.978,0.061,15.56,0.551,67.463,0,15.784,0.551,69.291,0,33.729,0.089,121.771,0.018,29.942,0.357,155.097,0.125,38.495,0.357,145.067,0.125,15.359,0.267,47.575,0,5.842,0,14.459,0.133,7.482,0,16.727,0.133,21.613,0.2,46.131,0,14.489,0.2,44.462,0,16.869,0.233,61.554,0,11.968,0.233,39.024,0,67.593,0.267,130.874,0,62.126,0.267,123.382,0
35.069,0.245,66.595,0.02,35.042,0.204,61.325,0.061,25.833,0.184,107.505,0.041,15.795,0.633,68.324,0,15.933,0.633,69.425,0,33.62,0.179,122.085,0.071,30.166,0.179,154.898,0.036,37.819,0.179,142.559,0.036,15.639,0.133,47.718,0,5.944,0,14.803,0,7.703,0,17.423,0,21.477,0.2,45.977,0,14.445,0.2,44.705,0,16.529,0.2,61.507,0,12.209,0.2,39.483,0,66.942,0.167,129.383,0,62.129,0.167,123.626,0
35.816,0.265,67.848,0,35.37,0.265,61.652,0,25.48,0.327,106.426,0.02,15.696,0.51,67.708,0.02,15.974,0.51,68.994,0.02,33.912,0.143,121.708,0.054,30.486,0.161,154.813,0.071,38.321,0.161,143.83,0.071,15.563,0.233,47.834,0,6.028,0.018,14.711,0.033,7.679,0.018,17.368,0.033,21.129,0.067,45.821,0,14.342,0.067,43.979,0,16.54,0.133,60.653,0.033,12.008,0.133,38.386,0.033,66.855,0.067,130.45,0.033,61.331,0.067,123.403,0.033
32.975,0.245,62.85,0,31.275,0.102,54.594,0.102,25.637,0.184,107.257,0.02,15.884,0.571,68.218,0.02,16.052,0.571,69.107,0.02,34.075,0.179,121.717,0,29.816,0.232,154.57,0.018,38.601,0.232,144.801,0.018,15.612,0.167,47.748,0,6.074,0.018,14.743,0,7.698,0.018,17.4,0,21.379,0.033,46.251,0,14.038,0.033,43.526,0,16.617,0.2,61.036,0,11.773,0.2,38.376,0,65.286,0.2,128.443,0,60.968,0.2,123.085,0
34.203,0.102,65.099,0,32.054,0.122,56.374,0.02,25.872,0.265,107.869,0.041,15.437,0.571,66.474,0.02,15.98,0.571,69.016,0.02,34.104,0.179,122.022,0.036,30.461,0.214,154.676,0.054,38.491,0.214,144.754,0.054,15.512,0.3,47.72,0,5.822,0.018,14.578,0.067,7.565,0.018,17.19,0.067,21.164,0.067,45.843,0,14.265,0.067,43.82,0,16.678,0.033,61.135,0,11.606,0.033,38.118,0,67.44,0.1,132.45,0,61.757,0.1,124.425,0
34.377,0.102,65.489,0,32.264,0.102,57.008,0,25.956,0.204,107.748,0.061,15.672,0.592,67.52,0.02,15.74,0.592,68.011,0.02,34.393,0.232,122.271,0.018,30.245,0.196,155.022,0.071,38.751,0.196,145.081,0.071,15.718,0.2,47.656,0,6.183,0,15.308,0.067,7.892,0,18.091,0.067,21.018,0.067,45.94,0,13.948,0.067,43.271,0,16.393,0.033,60.753,0,11.623,0.033,37.717,0,68.099,0.2,133.269,0,61.486,0.2,123.399,0
34.928,0.204,66.567,0.02,32.541,0.163,57.188,0,26.154,0.204,108.247,0,15.614,0.449,67.47,0.02,16.155,0.449,69.152,0.02,34.207,0.214,122.573,0.036,29.829,0.214,155.144,0.089,38.202,0.214,144.645,0.089,15.552,0.2,48.043,0,6.128,0.018,14.988,0.067,7.745,0.018,17.543,0.067,20.807,0.2,45.385,0,14.34,0.2,43.163,0,16.731,0.367,60.88,0,11.618,0.367,38.153,0,68.732,0.233,134.375,0,62.556,0.233,124.972,0
34.253,0.204,66.002,0,32.278,0.204,56.808,0,22.987,0.184,107.536,0.061,12.489,0.714,67.036,0.041,12.843,0.714,69.238,0.041,25.014,0.143,121.809,0.036,21.008,0.125,151.306,0,32.49,0.125,144.542,0,14.945,0.233,44.251,0,5.624,0,13.708,0.1,9.014,0,20.188,0.1,21.088,0.033,46.116,0,13.912,0.033,43.831,0,16.67,0.1,60.993,0,11.839,0.1,39.213,0,68.971,0.067,135.5,0,62.749,0.067,124.872,0
33.313,0.265,65.947,0,29.803,0.122,56.778,0,19.484,0.245,107.931,0.02,9.518,0.612,67.348,0.02,9.955,0.612,71.034,0.02,21.159,0.143,121.298,0.054,18.618,0.125,154.03,0.089,27.045,0.125,144.142,0.089,12.352,0.233,42.803,0,5.519,0.036,14.077,0.033,9.027,0.036,19.731,0.033,18.077,0.067,46.03,0.033,10.337,0.067,44.025,0.033,13.794,0.167,61.314,0,11.033,0.167,38.835,0,69.572,0.2,136.249,0,62.508,0.2,126.005,0
28.817,0.143,64.728,0,25.714,0.082,56.841,0,17.24,0.102,106.301,0.02,8.312,0.571,64.553,0.02,9.593,0.571,70.069,0.02,19.625,0.214,120.407,0.036,18.045,0.214,153.996,0.054,25.808,0.214,143.064,0.054,10.218,0.333,41.919,0,4.954,0,14.309,0,9.096,0,19.962,0,15.643,0.033,46.256,0,9.788,0.033,43.438,0,11.455,0.033,61.243,0,10.342,0.033,38.444,0,69.099,0.067,136.928,0,56.205,0.067,126.875,0
25.642,0.245,64.245,0,22.783,0.041,55.853,0.041,16.465,0.184,105.171,0.02,8.408,0.429,65.403,0.02,9.501,0.429,71.554,0.02,19.116,0.286,120.076,0,17.518,0.268,152.67,0.107,24.726,0.268,142.751,0.107,9.742,0.367,41.655,0,4.691,0.054,14.902,0,9.244,0.054,20.471,0,14.892,0.133,46.159,0,9.406,0.133,42.896,0,10.762,0.033,60.592,0,9.956,0.033,37.537,0,64.737,0.067,137.439,0,46.378,0.067,127.741,0
24.719,0.143,63.723,0.02,21.179,0.122,56.547,0,15.897,0.306,104.125,0.02,8.045,0.592,64.163,0.02,9.497,0.592,71.775,0.02,18.69,0.196,119.242,0.036,17.353,0.107,151.54,0.018,24.306,0.107,142.96,0.018,9.407,0.367,41.163,0,4.61,0,15.142,0.1,9.246,0,20.52,0.1,14.531,0.1,46.373,0,9.358,0.1,43.184,0,10.548,0.1,60.787,0,9.948,0.1,37.794,0,57.454,0.133,136.746,0,40.524,0.133,126.572,0
24.216,0.102,63.442,0,19.275,0.163,56.121,0,15.623,0.265,103.951,0.041,7.969,0.408,62.881,0,9.523,0.408,71.597,0,18.367,0.107,119.35,0,17.203,0.268,150.934,0.036,23.912,0.268,142.217,0.036,9.184,0.4,40.641,0,4.474,0,15.034,0.033,9.147,0,20.287,0.033,14.519,0,46.562,0,9.37,0,42.898,0,10.223,0.067,60.678,0,9.676,0.067,37.371,0,51.164,0.067,135.401,0,37.281,0.067,125.653,0
24.039,0.163,63.167,0,18.398,0.163,55.946,0,15.482,0.265,103.659,0,8.143,0.755,63.201,0.061,9.364,0.755,71.046,0.061,17.676,0.232,116.16,0.036,16.763,0.179,151.54,0.018,23.738,0.179,142.733,0.018,9.103,0.467,40.054,0,4.771,0,15.951,0.067,9.607,0,21.21,0.067,14.463,0.1,46.626,0,9.444,0.1,43.423,0,10.097,0.133,60.931,0,9.743,0.133,37.443,0,46.201,0.067,136.124,0.033,36.177,0.067,125.801,0.033
23.517,0.265,62.992,0.02,17.969,0.204,55.346,0,15.148,0.245,102.897,0,8.069,0.612,62.923,0,9.302,0.612,68.559,0,17.424,0.125,114.77,0,16.829,0.196,149.507,0.018,23.115,0.196,141.179,0.018,8.993,0.333,39.978,0,4.97,0,16.501,0.067,9.685,0,21.749,0.067,14.518,0.133,46.845,0,9.698,0.133,43.919,0,10.116,0.133,60.883,0,9.792,0.133,38.218,0,43.369,0.2,136.026,0,35.125,0.2,125.834,0
23.413,0.204,62.764,0.02,17.568,0.122,55.834,0,15.168,0.102,102.783,0,8.07,0.694,63.116,0,9.506,0.694,72.277,0,17.539,0.232,118.299,0.036,16.869,0.268,150.621,0.018,23.042,0.268,138.626,0.018,8.853,0.433,39.498,0,4.749,0,16.334,0.033,9.485,0,21.081,0.033,14.365,0.033,46.734,0,9.413,0.033,43.195,0,10.04,0.033,60.628,0,9.531,0.033,37.517,0,41.91,0.133,135.435,0.033,34.985,0.133,125.047,0.033
23.077,0.163,62.629,0.02,17.363,0.204,55.848,0,15.221,0.306,103.731,0.02,7.935,0.735,62.45,0.041,9.488,0.735,72.086,0.041,17.273,0.107,118.167,0.018,17,0.125,151.111,0.054,23.144,0.125,141.024,0.054,8.815,0.367,39.441,0,4.831,0.018,16.801,0,9.643,0.018,21.124,0,14.457,0.067,46.668,0,9.664,0.067,43.68,0,10.124,0.2,60.666,0,9.396,0.2,38.111,0,41.171,0.1,135.388,0,34.639,0.1,125.942,0
23.138,0.184,62.249,0,17.059,0.265,55.728,0,15.437,0.184,104.654,0.041,8.128,0.592,62.919,0.041,9.332,0.592,71.005,0.041,17.438,0.339,118.048,0.036,17.461,0.125,151.774,0.054,22.84,0.125,140.922,0.054,8.884,0.333,39.391,0,4.841,0.036,16.929,0.067,9.904,0.036,21.506,0.067,14.29,0.033,46.586,0,9.392,0.033,43.107,0,9.797,0.167,60.231,0,9.049,0.167,36.413,0,41.158,0.2,137.013,0,35.253,0.2,128.093,0
22.922,0.204,62.454,0,16.975,0.143,55.67,0,15.237,0.286,104.193,0,8.202,0.531,63.382,0,9.455,0.531,70.855,0,17.58,0.286,118.556,0.054,17.121,0.304,151.486,0.071,22.962,0.304,142.173,0.071,9.043,0.433,40.333,0,4.916,0,17.118,0,9.946,0,21.498,0,14.252,0.033,46.842,0,9.718,0.033,42.825,0,9.988,0.133,59.96,0,9.049,0.133,36.89,0,39.828,0.067,134.873,0,34.349,0.067,126.648,0
22.768,0.122,62.606,0,16.882,0.143,55.891,0.041,15.138,0.224,103.649,0,8.296,0.571,63.096,0,9.421,0.571,70.869,0,17.438,0.286,118.912,0.018,17.424,0.357,152.173,0.054,22.536,0.357,141.644,0.054,8.797,0.433,39.504,0,4.928,0,17.549,0.033,10.192,0,22.181,0.033,14.442,0.133,46.838,0,9.457,0.133,42.186,0,9.752,0.1,59.611,0.033,8.791,0.1,36.211,0.033,39.548,0.3,133.711,0,34.009,0.3,126.328,0
22.756,0.224,62.753,0.02,16.475,0.204,55.616,0.02,15.301,0.327,103.348,0,8.171,0.51,63.829,0,9.234,0.51,70.769,0,17.52,0.339,118.964,0,17.448,0.375,152.226,0.036,22.684,0.375,141.997,0.036,8.944,0.333,39.196,0,5.197,0,18.268,0.033,10.607,0,23.241,0.033,14.487,0.133,46.861,0.067,9.341,0.133,41.688,0.067,9.757,0.067,59.793,0,8.69,0.067,35.952,0,38.75,0.167,134.11,0,33.803,0.167,125.691,0
22.423,0.327,62.361,0.02,16.258,0.184,54.826,0,15.16,0.347,105.129,0,8.56,0.694,64.859,0.02,9.322,0.694,70.209,0.02,17.456,0.446,118.944,0.036,17.84,0.393,153.133,0.054,22.831,0.393,142.653,0.054,9.111,0.5,39.307,0,5.479,0,19.087,0.033,11.083,0,24.442,0.033,14.563,0.167,46.486,0,9.573,0.167,42.047,0,9.944,0.3,59.768,0.033,7.958,0.3,32.263,0.033,38.892,0.3,135.504,0,33.589,0.3,125.332,0
22.417,0.163,61.852,0.041,15.926,0.286,54.008,0.02,15.192,0.286,105.7,0.041,8.716,1,65.748,0.02,9.48,1,70.639,0.02,17.49,0.571,118.469,0.036,18.036,0.304,153.183,0.036,22.889,0.304,143.558,0.036,9.069,0.467,38.745,0,5.347,0,19.04,0.033,11.052,0,23.96,0.033,14.881,0.167,46.82,0.033,9.666,0.167,42.476,0.033,9.792,0.233,59.884,0,8.609,0.233,35.287,0,38.764,0.133,135.497,0.033,34.208,0.133,125.857,0.033
22.168,0.347,61.915,0.02,15.926,0.347,53.379,0.02,15.403,0.367,104.837,0,8.731,0.857,66.511,0.02,9.249,0.857,69.901,0.02,17.409,0.464,118.157,0.054,18.038,0.393,154.523,0.071,22.677,0.393,141.74,0.071,9.113,0.4,38.624,0,5.358,0.036,18.296,0.1,10.821,0.036,23.603,0.1,14.865,0.267,46.969,0,9.809,0.267,42.333,0,9.795,0.333,59.484,0,8.635,0.333,35.869,0,38.801,0.2,135.628,0,34.485,0.2,124.637,0
22.076,0.224,61.751,0,17.139,0.388,52.493,0,15.958,0.184,105.155,0.02,8.709,0.653,65.687,0.02,9.144,0.653,68.715,0.02,17.112,0.554,117.051,0.018,18.183,0.321,155.069,0.071,22.765,0.321,140.851,0.071,9.224,0.267,38.382,0,5.463,0,18.593,0.133,10.93,0,23.721,0.133,14.865,0.233,46.179,0,10.023,0.233,42.354,0,9.784,0.167,58.481,0,8.31,0.167,34.469,0,41.915,0.2,134.636,0.033,36.473,0.2,123.564,0.033
21.799,0.245,61.406,0,18.635,0.122,53.334,0,16.406,0.347,104.317,0.041,8.984,0.776,65.257,0,8.977,0.776,67.82,0,17.533,0.375,118.231,0,18.364,0.571,154.281,0.036,22.357,0.571,139.582,0.036,9.364,0.433,38.393,0,5.558,0.018,19.145,0.067,11.026,0.018,23.977,0.067,15.067,0.2,46.874,0,9.947,0.2,41.131,0,9.571,0.4,58.102,0,8.038,0.4,33.946,0,46.69,0.333,133.541,0.067,40.633,0.333,122.813,0.067
22.181,0.245,61.547,0,19.949,0.265,53.589,0,17.247,0.224,104.302,0.02,10.037,1,65.93,0,9.176,1,68.899,0,17.575,0.375,119.297,0.036,18.779,0.286,154.282,0.071,22.601,0.286,141.046,0.071,9.44,0.5,38.065,0,5.747,0,19.475,0,11.586,0,25.21,0,15.445,0.167,46.05,0,9.72,0.167,41.057,0,9.622,0.2,57.668,0,7.733,0.2,33.414,0,49.954,0.233,131.329,0.067,43.824,0.233,121.474,0.067
