6-Pgd_KK_1-405,6-Pgd_KK_1-BG,6-Pgd_KK_1-568,6-Pgd_KK_1-BG,6-Pgd_KK_2-405,6-Pgd_KK_2-BG,6-Pgd_KK_2-568,6-Pgd_KK_2-BG,6-Pgd_KK_3-405,6-Pgd_KK_3-BG,6-Pgd_KK_3-568,6-Pgd_KK_3-BG,6-Pgd_KK_4-405,6-Pgd_KK_4-BG,6-Pgd_KK_4-568,6-Pgd_KK_4-BG,6-Pgd_KK_5-405,6-Pgd_KK_5-BG,6-Pgd_KK_5-568,6-Pgd_KK_5-BG,6-Pgd_KK_6-405,6-Pgd_KK_6-BG,6-Pgd_KK_6-568,6-Pgd_KK_6-BG,6-Pgd_KK_7-405,6-Pgd_KK_7-BG,6-Pgd_KK_7-568,6-Pgd_KK_7-BG,6-Pgd_KK_8-405,6-Pgd_KK_8-BG,6-Pgd_KK_8-568,6-Pgd_KK_8-BG,6-Pgd_KK_9-405,6-Pgd_KK_9-BG,6-Pgd_KK_9-568,6-Pgd_KK_9-BG,6-Pgd_KK_10-405,6-Pgd_KK_10-BG,6-Pgd_KK_10-568,6-Pgd_KK_10-BG,6-Pgd_KK_11-405,6-Pgd_KK_11-BG,6-Pgd_KK_11-568,6-Pgd_KK_11-BG,6-Pgd_KK_12-405,6-Pgd_KK_12-BG,6-Pgd_KK_12-568,6-Pgd_KK_12-BG,6-Pgd_KK_13-405,6-Pgd_KK_13-BG,6-Pgd_KK_13-568,6-Pgd_KK_13-BG,6-Pgd_KK_14-405,6-Pgd_KK_14-BG,6-Pgd_KK_14-568,6-Pgd_KK_14-BG,6-Pgd_KK_15-405,6-Pgd_KK_15-BG,6-Pgd_KK_15-568,6-Pgd_KK_15-BG,6-Pgd_KK_16-405,6-Pgd_KK_16-BG,6-Pgd_KK_16-568,6-Pgd_KK_16-BG,6-Pgd_KK_17-405,6-Pgd_KK_17-BG,6-Pgd_KK_17-568,6-Pgd_KK_17-BG,6-Pgd_KK_18-405,6-Pgd_KK_18-BG,6-Pgd_KK_18-568,6-Pgd_KK_18-BG
19.895,0.429,52.91,0,5.85,0.171,14.949,0,12.025,0.229,66.324,0,7.258,0.229,49.236,0,10.28,0.143,66.23,0,12.813,0.4,42.984,0,12.075,0.286,47.597,0,20.084,1.333,71.028,0.024,13.923,1.333,47.571,0.048,11.019,0,48.522,0,11.114,0,48.707,0,10.051,0,43.28,0,10.347,0,45.023,0,13.445,0,66.158,0,31.701,0,98.141,0.014,25.977,0,88.921,0.028,23.749,0,130.836,0.028,25.807,0,108.594,0.028
19.952,0.286,52.822,0,5.814,0.314,14.859,0.029,12.586,0.286,65.759,0,7.245,0.286,48.981,0,10.456,0.286,66.61,0,12.7,0.229,43.106,0.057,12.095,0.344,47.592,0.013,20.084,1.262,71.255,0.048,13.729,1.262,47.691,0.024,11.486,0,48.737,0,11.156,0,48.862,0,10.34,0,43.539,0.028,10.717,0,45.511,0.028,13.925,0,66.868,0,32.248,0,98.996,0.028,28.273,0,89.084,0.042,23.776,0,132.778,0.042,26.875,0,108.636,0.042
20.629,0.4,52.862,0.029,5.797,0.229,14.736,0,13.097,0.257,66.611,0,7.501,0.257,48.52,0,10.551,0.114,66.842,0,12.881,0.114,43.364,0,12.128,0.455,47.812,0.006,20.24,1.143,70.631,0.024,13.9,1.143,47.105,0.048,11.206,0,48.773,0,11.283,0,49.526,0,10.134,1,43.719,0,10.512,1,45.836,0,14.106,1,67.184,0,32.388,0,97.872,0.028,29.618,1,89.828,0.028,24.162,1,133.376,0.028,28.008,1,107.635,0.028
21.181,0.371,52.856,0,5.815,0.2,14.626,0.029,13.235,0.314,65.971,0.029,7.486,0.314,48.669,0.029,10.636,0.257,66.586,0,12.917,0.429,42.63,0,12.098,0.266,47.448,0,20.215,1.381,70.114,0.048,13.905,1.381,47.352,0.048,12.094,0,48.631,0,11.369,0,49.05,0,9.944,0,43.112,0,10.505,0,44.945,0,13.891,0,66.712,0.042,33.445,0,97.411,0,31.909,0,88.867,0.056,24.269,0,132.784,0.056,28.816,0,107.541,0.056
21.856,0.4,52.754,0,5.823,0.143,14.833,0,13.773,0.143,66.361,0,7.561,0.143,48.467,0,10.93,0.286,65.877,0,12.851,0.543,43.216,0,12.041,0.344,47.619,0,20.235,1,70.66,0.048,13.808,1,47.26,0.071,12.308,0,47.548,0,11.244,0,48.456,0,9.696,0,42.191,0,10.293,0,44.35,0,13.808,0,65.603,0.028,34.229,0,97.924,0,32.443,0,90.522,0.056,23.413,0,131.651,0.056,29.306,0,106.315,0.056
22.324,0.257,52.453,0,5.751,0.343,14.495,0,13.809,0.257,66.199,0,7.641,0.257,48.581,0,11.385,0.171,66.802,0,12.673,0.257,42.804,0,12.022,0.338,47.18,0.013,20.106,1.31,70.407,0.071,13.815,1.31,47.045,0.119,12.61,0,46.845,0,11.242,0,48.071,0,9.506,0,41.481,0.014,10.348,0,44.493,0.014,13.779,1,65.158,0.014,34.414,0,97.461,0,33.431,1,90.758,0.042,23.242,1,127.035,0.042,30.211,1,106.392,0.042
23.158,0.429,52.332,0,5.719,0.314,14.257,0,14.46,0.343,66.492,0,7.843,0.343,48.534,0,11.634,0.229,66.807,0,12.997,0.343,42.95,0,12.065,0.416,47.34,0.013,20.469,1.357,69.954,0.119,13.657,1.357,46.852,0.048,12.83,0,46.34,0,11.075,0,47.484,0,9.314,0,40.712,0.014,9.998,0,43.993,0.014,13.479,0,64.137,0.028,34.794,0,97.551,0,33.247,0,90.371,0.028,23.953,0,130.926,0.028,31.432,0,106.885,0.028
24.103,0.286,52.586,0.029,5.941,0.2,14.463,0,14.826,0.343,66.815,0,7.802,0.343,48.476,0,11.945,0.257,66.288,0,12.66,0.229,42.804,0.029,11.849,0.468,47.24,0.013,20.226,1.238,69.764,0.048,13.99,1.238,46.854,0.048,13.044,0,45.582,0,11.153,0,47.257,0,9.128,0,40.232,0.014,10.116,0,43.772,0.014,13.627,1,64.157,0.028,35.778,0,96.79,0,34.207,0,90.559,0.056,24.207,0,130.78,0.056,31.929,0,106.429,0.056
24.811,0.371,52.833,0,5.737,0.229,14.219,0.029,14.826,0.257,67.056,0,7.879,0.257,48.267,0,12.368,0.171,66.171,0,12.938,0.343,42.506,0,11.931,0.5,46.861,0,20.076,1.19,69.663,0.048,13.751,1.19,46.762,0.071,12.911,0,45.438,0,11.117,0,47.399,0,9.165,1,40.451,0.028,10.5,1,43.868,0.028,13.72,0,64.14,0.014,36.284,0,96.937,0,33.865,0,88.508,0.028,25.203,0,132.318,0.028,32.956,0,107.289,0.028
25.535,0.371,52.544,0,5.865,0.343,14.507,0,14.817,0.086,66.84,0,7.693,0.086,47.823,0,12.548,0.314,65.398,0,12.88,0.286,42.741,0,11.844,0.325,46.579,0,20.199,1.429,69.168,0.071,13.796,1.429,47.031,0.048,13.63,0,45.545,0,11.176,0,47.508,0,9.334,1,40.972,0,9.91,1,42.917,0,13.713,0,64.612,0.028,36.027,0,95.853,0.014,34.371,0,90.932,0.083,25.09,0,131.573,0.083,33.295,0,106.166,0.083
26.361,0.286,52.549,0,5.878,0.371,14.448,0,15.171,0.2,66.783,0,7.695,0.2,47.367,0,12.537,0.171,64.446,0,13.098,0.229,42.786,0,11.786,0.344,46.708,0,20.205,1.31,69.18,0.048,13.876,1.31,46.768,0.048,13.231,0,45.022,0,11.189,0,47.532,0,9.441,0,40.197,0,10.07,0,43.606,0,13.691,0,64.066,0.014,36.431,0,95.233,0.042,34.695,1,90.063,0.056,26.123,1,133.103,0.056,34.097,1,106.891,0.056
26.277,0.314,51.33,0,5.932,0.343,14.545,0,15.352,0.257,66.968,0,7.589,0.257,47.315,0,13.073,0.171,64.903,0,12.954,0.314,42.376,0.029,11.764,0.383,46.736,0.006,20.488,1.452,68.592,0.048,13.812,1.452,46.287,0.071,13.585,0,45.087,0,11.172,0,47.282,0,9.269,0,40.203,0,9.973,0,43.09,0,13.759,1,64.473,0.014,35.81,0,94.588,0,34.967,0,90.809,0.069,25.628,0,128.407,0.069,34.51,0,106.013,0.069
27.565,0.429,52.337,0.029,5.98,0.229,14.557,0,15.141,0.229,66.447,0,7.752,0.229,47.358,0,13.392,0.286,64.506,0,13,0.314,42.397,0.029,11.844,0.357,46.501,0.006,20.019,1.19,67.998,0.071,13.859,1.19,46.391,0.024,13.228,0,44.251,0,11.286,0,46.829,0,9.261,0,40.322,0,9.423,0,41.808,0,13.674,0,63.515,0.028,35.979,0,95.089,0,35.434,0,91.079,0.028,25.09,0,124.185,0.028,34.72,0,105.663,0.028
27.961,0.429,52.457,0.029,5.973,0.314,14.42,0.029,15.475,0.371,67.656,0,7.737,0.371,47.307,0,13.572,0.286,64.359,0,13.103,0.4,42.253,0,11.813,0.279,46.228,0,20.085,1.119,67.666,0.024,13.775,1.119,45.768,0,13.061,0,43.908,0,11.155,0,46.143,0,9.067,0,39.047,0.014,9.389,0,41.721,0.014,13.803,0,63.287,0.028,36.235,1,94.504,0,35.702,0,90.676,0.056,26.858,0,130.07,0.056,35.063,0,105.45,0.056
28.287,0.4,52.221,0.057,6.042,0.286,14.327,0,15.511,0.143,66.915,0,7.667,0.143,46.593,0,13.727,0.229,63.538,0,12.337,0.543,39.83,0,11.895,0.357,46.249,0,20.05,1.333,68.133,0,13.412,1.333,45.908,0.024,13.476,0,43.068,0,11.055,0,46.025,0,9.115,0,39.41,0,9.343,0,41.802,0,13.782,1,62.721,0,35.836,0,93.29,0.042,35.725,1,90.494,0.056,27.665,1,131.158,0.056,35.269,1,105.312,0.056
28.626,0.371,52.043,0.029,6.151,0.171,14.465,0,15.714,0.371,66.781,0.029,7.452,0.371,45.143,0.029,13.764,0.286,63.256,0,13.094,0.4,41.646,0,11.817,0.403,46.117,0.006,19.788,1.381,67.454,0.024,13.751,1.381,45.878,0,13.113,0,42.062,0,11.12,0,45.691,0,9.214,0,38.128,0,9.293,0,41.275,0,13.72,1,62.555,0,35.419,0,92.986,0.014,36,0,90.333,0.056,29.218,0,132.051,0.056,35.764,0,105.225,0.056
29.094,0.4,51.911,0.029,6.282,0.4,14.42,0,15.689,0.2,67.77,0,7.75,0.2,46.497,0,14.133,0.371,63.805,0,13.45,0.429,42.017,0,11.722,0.377,45.813,0,19.837,1.548,67.201,0,13.612,1.548,45.846,0.119,12.931,0,41.409,0,10.982,0,45.162,0,9.056,0,38.247,0,9.405,0,41.259,0,13.624,0,61.755,0.014,35.234,0,92.18,0,36.364,1,89.727,0.028,29.382,1,132.09,0.028,35.928,1,104.798,0.028
29.284,0.486,51.614,0,6.259,0.171,14.367,0.029,15.86,0.314,67.655,0.057,7.835,0.314,46.388,0.057,14.235,0.229,63.639,0.029,13.422,0.343,41.881,0,11.92,0.331,45.563,0.006,19.635,1.452,66.374,0.119,13.624,1.452,45.96,0.071,12.999,0,41.106,0,11.047,0,45.108,0,9.018,0,38.332,0,9.232,0,40.722,0,13.757,1,61.525,0.028,34.986,1,91.553,0.042,35.855,0,90.096,0.042,30.088,0,131.335,0.042,35.706,0,103.874,0.042
29.548,0.457,51.489,0,6.304,0.286,14.408,0,15.567,0.314,67.239,0,7.624,0.314,46.06,0,14.274,0.2,63.584,0,13.832,0.4,42.101,0,11.91,0.435,45.422,0,19.658,1.143,66.192,0.071,13.508,1.143,45.696,0.071,13.213,0,40.369,0,11.114,0,44.628,0,8.933,0,37.789,0,9.009,0,40.088,0,13.835,0,61.359,0,34.286,1,90.845,0,35.886,1,89.343,0.014,30.17,1,131,0.014,35.857,1,103.096,0.014
29.731,0.486,51.594,0,6.183,0.257,14.652,0,15.559,0.314,67.553,0,7.693,0.314,45.913,0,14.235,0.2,63.053,0,13.748,0.457,41.284,0,11.86,0.377,45.351,0.006,19.639,1.19,66.168,0.071,13.729,1.19,45.409,0,12.747,0,40.185,0,10.966,0,44.314,0,9.098,0,37.48,0,9.304,0,39.84,0,14.059,1,60.419,0.028,34.236,0,89.89,0.014,36.844,1,90.291,0.028,30.725,1,128.641,0.028,35.779,1,103.051,0.028
29.897,0.257,51.438,0.029,6.297,0.429,14.47,0,15.543,0.2,66.981,0,7.712,0.2,45.377,0,14.096,0.343,61.958,0,12.672,0.314,38.38,0.029,11.96,0.364,45.609,0.006,19.807,1.238,66.294,0,13.427,1.238,44.919,0,12.473,0,39.554,0,10.981,0,43.709,0,9,1,36.686,0,9.485,1,39.638,0,14.118,1,60.218,0.014,34.057,0,89.903,0.014,35.732,0,88.238,0.056,31.224,0,127.928,0.056,36.471,0,104.015,0.056
29.907,0.4,50.859,0,6.33,0.314,14.47,0.029,15.627,0.171,67.02,0,7.615,0.171,45.383,0,14.008,0.343,61.361,0,13.659,0.343,40.887,0,12.021,0.442,45.093,0.006,19.539,1.238,65.199,0,13.613,1.238,45.232,0,12.861,0,39.119,0,11.107,0,43.659,0,8.94,0,36.652,0.014,9.237,0,39.77,0.014,14.066,0,60.181,0,33.726,0,89.147,0.042,35.765,0,87.632,0.042,32.538,0,130.197,0.042,36.77,0,104.689,0.042
29.866,0.229,50.702,0.029,6.473,0.143,14.383,0,15.56,0.314,66.968,0,7.726,0.314,45.324,0,13.974,0.229,61.341,0.029,13.672,0.286,40.635,0,11.936,0.351,45.005,0.006,19.392,1.024,65.802,0,13.694,1.024,45.029,0,12.51,0,38.543,0,10.942,0,42.558,0,8.9,1,36.245,0,8.967,1,39.285,0,14.133,0,59.13,0.014,32.91,0,87.95,0.014,36.392,1,87.604,0.042,33.398,1,132.045,0.042,36.697,1,104.425,0.042
29.588,0.343,50.48,0,6.413,0.257,14.333,0,15.703,0.171,66.703,0,7.723,0.171,44.858,0,13.953,0.229,60.55,0,14.06,0.314,41.246,0.029,11.826,0.37,44.753,0,19.548,1.5,65.583,0,13.917,1.5,44.761,0.024,11.956,0,38.295,0,10.904,0,42.982,0,8.982,0,37.084,0.014,8.8,0,39.219,0.014,14.544,1,59.601,0,32.091,0,87.912,0.028,36.012,1,87.73,0.028,33.409,1,131.322,0.028,36.781,1,104.161,0.028
29.1,0.286,50.16,0.029,6.455,0.171,14.206,0.029,15.57,0.229,67.394,0.029,7.785,0.229,44.599,0.029,13.757,0.257,60.192,0,13.75,0.486,40.361,0.029,11.754,0.364,44.024,0,19.239,1.429,63.958,0.024,13.941,1.429,46.139,0.071,11.851,0,37.745,0,11.043,0,42.656,0,9.068,0,36.452,0,9.104,0,39.537,0,14.633,0,59.313,0,31.596,0,86.14,0.056,35.977,1,88.126,0.042,33.965,1,130.275,0.042,36.122,1,102.332,0.042
29.048,0.371,50,0,6.536,0.4,14.125,0,15.505,0.171,66.252,0,7.607,0.171,44.394,0,13.636,0.143,59.788,0.029,14.098,0.343,40.58,0,11.809,0.377,43.911,0.013,19.24,1.286,64.293,0.071,14.156,1.286,46.248,0.024,12.517,0,37.854,0,11.042,0,42.251,0,9.147,0,36.357,0,9.168,0,39.132,0,14.723,1,58.991,0.014,31.642,1,86.069,0.028,36.068,0,88.091,0.042,34.528,0,129.437,0.042,36.535,0,102.826,0.042
28.806,0.229,49.783,0,6.565,0.229,14.249,0,15.387,0.314,66.752,0.029,7.742,0.314,44.371,0.029,13.437,0.429,58.908,0,14.199,0.314,40.97,0,11.777,0.39,43.891,0,19.02,1.095,64.3,0.024,14.307,1.095,46.073,0.071,12.012,0,37.039,0,11.031,0,42.213,0,9.288,0,36.272,0,9.203,0,38.47,0,14.927,0,59.143,0.014,31.443,0,86.199,0.042,35.909,1,86.634,0.083,34.77,1,130.513,0.083,36.36,1,102.192,0.083
28.85,0.4,49.43,0.029,6.56,0.229,14.531,0,15.768,0.257,66.852,0.029,7.63,0.257,43.913,0.029,13.417,0.371,58.939,0,14.639,0.286,41.476,0,11.896,0.396,43.823,0.006,18.708,1.476,63.682,0.071,14.228,1.476,45.692,0.071,12.142,0,36.584,0,11.136,0,41.979,0,9.385,0,36.31,0.014,9.157,0,38.586,0.014,14.935,1,58.343,0,30.772,0,85.023,0,36.224,0,85.916,0.014,35.635,0,129.865,0.014,36.638,0,102.421,0.014
28.882,0.2,48.876,0,6.571,0.4,14.096,0,15.642,0.343,66.216,0,7.646,0.343,44.046,0,13.144,0.2,57.944,0,14.897,0.4,41.806,0,11.879,0.474,43.406,0,19.08,1.262,63.834,0.071,14.366,1.262,45.883,0.048,11.743,0,35.939,0,10.87,0,41.22,0,9.041,1,35.638,0,9.082,1,37.827,0,14.951,1,57.581,0,30.631,0,84.089,0,35.413,0,86.343,0.069,35.61,0,129.474,0.069,36.4,0,101.701,0.069
28.278,0.686,48.392,0,6.758,0.257,14.123,0,15.387,0.171,66.101,0,7.639,0.171,43.52,0,12.924,0.286,57.024,0,14.877,0.371,41.397,0,11.917,0.312,42.601,0.006,18.97,1.262,63.519,0.048,14.653,1.262,46.251,0.048,11.868,0,35.571,0,10.734,0,40.811,0,9.132,0,35.056,0.014,9.102,0,37.341,0.014,15.035,1,57.865,0.014,30.032,0,83.559,0.014,35.821,1,86.541,0.056,36.232,1,129.696,0.056,36.151,1,100.945,0.056
28.129,0.4,48.257,0,6.609,0.314,14.155,0.029,15.38,0.2,65.369,0,7.696,0.2,43.377,0,12.858,0.229,56.599,0,15.011,0.286,41.051,0,11.825,0.422,42.592,0.006,18.788,1.357,63.11,0.048,14.831,1.357,45.994,0.048,11.397,0,35.388,0,10.928,0,40.808,0,8.897,0,35.297,0.028,9.081,0,37.709,0.028,15.172,0,57.328,0,29.779,0,82.891,0,35.427,0,85.303,0.042,35.793,0,129.351,0.042,35.851,0,100.267,0.042
27.93,0.343,47.963,0,6.446,0.143,14.17,0,14.622,0.257,62.787,0,7.615,0.257,43.171,0,12.691,0.314,56.572,0,14.822,0.257,40.924,0.029,11.767,0.37,42.19,0,18.7,1.452,62.194,0.048,14.755,1.452,45.766,0,11.053,0,34.897,0,10.655,0,40.092,0,8.848,0,34.815,0.014,8.883,0,37.115,0.014,14.939,0,56.453,0.014,29.475,1,82.072,0.014,35.254,1,85.436,0.056,36.827,1,129.671,0.056,35.942,1,100.785,0.056
27.824,0.257,47.716,0.029,6.415,0.571,14.385,0,15.245,0.171,65.49,0,7.755,0.171,43.115,0,12.783,0.143,57.007,0,14.765,0.429,40.888,0,11.648,0.292,41.91,0,18.591,1.262,61.504,0,14.777,1.262,45.522,0.048,11.114,0,34.324,0,10.624,0,39.545,0,8.709,0,34.094,0.014,8.818,0,36.605,0.014,14.846,1,55.822,0.014,28.899,0,81.09,0.028,35.452,1,85.559,0.028,36.248,1,127.433,0.028,35.46,1,99.203,0.028
27.473,0.314,47.182,0,6.501,0.257,14.17,0,14.901,0.114,65.104,0,7.524,0.114,42.819,0,12.467,0.229,55.944,0,14.762,0.314,40.338,0,11.582,0.435,41.084,0.006,18.507,1.262,61.694,0.048,14.634,1.262,45.692,0.071,10.657,0,33.922,0,10.556,0,39.006,0,8.709,0,34.037,0,8.713,0,36.849,0,15.024,1,55.428,0,27.973,0,80.455,0.042,35.345,0,85.086,0.042,36.008,0,125.873,0.042,35.034,0,97.773,0.042
26.908,0.457,46.968,0.057,6.302,0.2,14.161,0,14.992,0.229,64.717,0.029,7.596,0.229,42.336,0.029,12.459,0.2,55.613,0,15.334,0.257,41.3,0.029,11.728,0.37,41.286,0.032,18.294,1.262,61.149,0.071,14.94,1.262,45.707,0.071,10.765,0,34.021,0,10.475,0,39.025,0,8.866,0,33.793,0,8.885,0,36.395,0,15.038,1,55.518,0.042,28.376,1,80.331,0.042,34.963,0,83.993,0.056,37.224,0,128.23,0.056,35.58,0,99.547,0.056
26.55,0.514,46.154,0.029,6.266,0.371,14.167,0,15.088,0.371,64.595,0.086,7.656,0.371,42.739,0.086,12.464,0.114,55.53,0.029,15.116,0.257,40.666,0.029,11.778,0.351,41.232,0,18.506,1.31,61.31,0.071,14.899,1.31,45.563,0.071,10.961,0,33.684,0,10.507,0,39.007,0,9.237,0,33.624,0,8.841,0,36.308,0,14.982,1,54.416,0.014,28.2,0,80.125,0.014,34.415,1,82.881,0.014,37.573,1,128.934,0.014,35.566,1,99.608,0.014
26.16,0.4,45.991,0,6.266,0.257,14.024,0,14.911,0.171,64.18,0,7.655,0.171,42.526,0,12.484,0.286,55.478,0,15.344,0.343,40.49,0,11.78,0.292,40.999,0.019,18.325,1.452,61.127,0.071,15.129,1.452,45.948,0.048,10.998,0,33.444,0,10.248,0,38.275,0,8.744,0,33.127,0,8.674,0,35.929,0,15.134,0,54.26,0.042,27.833,0,79.832,0,34.601,0,83.154,0.069,37.934,0,128.476,0.069,35.568,0,99.243,0.069
26.06,0.486,45.759,0,6.298,0.257,13.83,0.029,14.977,0.257,63.804,0.029,7.661,0.257,42.467,0.029,12.385,0.371,55.679,0.029,14.984,0.457,40.45,0,11.718,0.305,40.365,0.013,18.223,1.214,60.809,0.048,15.137,1.214,45.05,0.167,10.658,0,32.572,0,10.179,0,37.929,0,9.121,0,33.155,0,8.689,0,36.043,0,15.027,0,54.421,0.028,27.643,1,79.592,0.083,34.105,0,82.287,0.069,38.924,0,128.916,0.069,35.424,0,99.439,0.069
25.704,0.286,45.386,0,6.305,0.2,13.786,0,14.651,0.2,63.432,0,7.666,0.2,42.094,0,12.123,0.343,54.437,0,15.227,0.314,40.346,0,11.703,0.396,40.49,0.006,18.212,1.571,60.819,0.167,15.101,1.571,45.269,0.071,10.549,0,32.14,0,10.159,0,37.46,0,8.971,1,32.686,0.014,8.593,1,35.583,0.014,14.951,1,53.324,0.014,27.398,1,78.629,0.056,33.515,1,81.105,0.028,38.766,1,128.474,0.028,35.594,1,99.077,0.028
25.208,0.371,45.111,0,6.358,0.257,13.958,0,14.435,0.314,63.213,0.057,7.566,0.314,41.687,0.057,11.999,0.2,54.193,0,15.58,0.171,40.672,0,11.763,0.266,40.377,0.013,18.183,1.381,60.287,0.071,14.99,1.381,45.107,0.024,10.437,0,32.044,0,9.971,0,37.26,0,6.442,0,24.229,0.028,7.146,0,28.096,0.028,14.803,0,52.86,0.056,27.013,0,77.97,0.042,33.245,1,80.294,0.014,38.977,1,127.575,0.014,35.23,1,98.775,0.014
25.116,0.286,44.652,0,6.019,0.257,13.775,0,14.811,0.314,62.953,0,7.624,0.314,41.693,0,11.898,0.229,54.421,0,15.38,0.4,40.178,0,11.735,0.435,39.53,0,18.222,1.333,59.695,0.024,15.105,1.333,44.964,0.024,10.49,0,31.638,0,9.889,0,36.764,0,7.465,0,25.123,0,8.639,0,35.16,0,14.783,1,52.712,0,26.445,1,77.652,0,33.319,1,80.189,0.056,39.46,1,126.799,0.056,34.672,1,97.868,0.056
24.738,0.229,44.383,0.057,6.374,0.457,13.955,0.057,14.511,0.229,62.306,0,7.591,0.229,41.621,0,11.894,0.229,53.295,0.029,15.434,0.257,40.271,0.029,11.685,0.39,39.443,0.013,18.103,1.429,59.306,0.024,15.097,1.429,44.849,0.024,10.335,0,31.248,0,9.876,0,36.327,0,8.762,0,31.955,0,8.515,0,34.89,0,14.904,1,52.541,0,26.379,0,77.888,0.014,33.177,0,81.28,0.042,38.694,0,125.608,0.042,34.443,0,96.49,0.042
24.314,0.257,43.872,0,6.339,0.257,13.761,0,14.358,0.257,62.137,0.057,7.54,0.257,41.663,0.057,11.916,0.314,53.854,0,15.322,0.314,39.747,0.029,11.638,0.455,39.39,0,18.187,1.262,59.569,0.024,15.391,1.262,44.927,0.071,10.413,0,31.128,0,9.648,0,36.192,0,8.821,0,31.345,0.014,8.649,0,34.523,0.014,14.819,0,52.333,0.014,25.747,1,76.18,0.028,32.963,1,81.103,0.056,38.686,1,126.542,0.056,34.204,1,96.851,0.056
24.039,0.343,43.436,0.029,6.156,0.2,13.855,0.029,14.138,0.314,61.846,0.029,7.622,0.314,41.276,0.029,11.775,0.171,53.434,0,15.263,0.229,39.681,0,11.542,0.39,38.835,0.013,18.098,1.19,58.984,0.071,15.079,1.19,44.726,0.048,10.255,0,31.004,0,9.743,0,36.077,0,8.734,0,31.946,0.014,8.605,0,34.834,0.014,14.729,1,52.579,0.014,25.926,0,76.908,0.028,32.205,1,79.501,0.083,39.082,1,126.072,0.083,34.42,1,97.068,0.083
23.856,0.486,43.147,0,6.313,0.457,13.794,0,14.295,0.257,61.696,0,7.517,0.257,40.895,0,11.587,0.257,52.475,0,15.119,0.086,39.321,0.029,11.275,0.351,38.545,0.006,17.808,1,58.546,0.048,15.283,1,44.701,0.071,10.228,0,30.769,0,9.683,0,35.63,0,8.579,0,31.29,0.014,8.472,0,34.229,0.014,14.858,1,51.974,0,25.65,0,76.129,0.028,32.317,1,78.883,0.028,39.019,1,126.7,0.028,34.546,1,97.024,0.028
23.483,0.429,42.963,0,6.293,0.257,13.847,0,14.141,0.314,61.167,0,7.485,0.314,41.325,0,11.665,0.343,52.524,0,15.187,0.571,39.076,0,11.261,0.403,38.198,0,17.873,1.595,58.356,0.071,15.27,1.595,44.71,0.071,10.212,0,30.305,0,9.576,0,35.482,0,8.714,0,31.003,0.028,8.574,0,34.478,0.028,14.821,0,51.828,0.014,25.72,0,76.168,0.083,31.841,0,79.224,0.125,39.575,0,126.803,0.125,34.501,0,96.665,0.125
