G6Pdh_1-488,G6Pdh_1-BG,G6Pdh_1-568,G6Pdh_1-BG,G6Pdh_2-488,G6Pdh_2-BG,G6Pdh_2-568,G6Pdh_2-BG,G6Pdh_3-488,G6Pdh_3-BG,G6Pdh_3-568,G6Pdh_3-BG,G6Pdh_4-488,G6Pdh_4-BG,G6Pdh_4-568,G6Pdh_4-BG,G6Pdh_5-488,G6Pdh_5-BG,G6Pdh_5-568,G6Pdh_5-BG,G6Pdh_6-488,G6Pdh_6-BG,G6Pdh_6-568,G6Pdh_6-BG,G6Pdh_7-488,G6Pdh_7-BG,G6Pdh_7-568,G6Pdh_7-BG,G6Pdh_8-488,G6Pdh_8-BG,G6Pdh_8-568,G6Pdh_8-BG,G6Pdh_9-488,G6Pdh_9-BG,G6Pdh_9-568,G6Pdh_9-BG,G6Pdh_10-488,G6Pdh_10-BG,G6Pdh_10-568,G6Pdh_10-BG,G6Pdh_11-488,G6Pdh_11-BG,G6Pdh_11-568,G6Pdh_11-BG,G6Pdh_12-488,G6Pdh_12-BG,G6Pdh_12-568,G6Pdh_12-BG,G6Pdh_13-488,G6Pdh_13-BG,G6Pdh_13-568,G6Pdh_13-BG,G6Pdh_14-488,G6Pdh_14-BG,G6Pdh_14-568,G6Pdh_14-BG,G6Pdh_15-488,G6Pdh_15-BG,G6Pdh_15-568,G6Pdh_15-BG,G6Pdh_16-488,G6Pdh_16-BG,G6Pdh_16-568,G6Pdh_16-BG,G6Pdh_17-488,G6Pdh_17-BG,G6Pdh_17-568,G6Pdh_17-BG,G6Pdh_18-488,G6Pdh_18-BG,G6Pdh_18-568,G6Pdh_18-BG,G6Pdh_19-488,G6Pdh_19-BG,G6Pdh_19-568,G6Pdh_19-BG,G6Pdh_20-488,G6Pdh_20-BG,G6Pdh_20-568,G6Pdh_20-BG,G6Pdh_21-488,G6Pdh_21-BG,G6Pdh_21-568,G6Pdh_21-BG,G6Pdh_22-488,G6Pdh_22-BG,G6Pdh_22-568,G6Pdh_22-BG
47.477,0.16,35.918,0.049,53.075,0.16,34.335,0.049,93.704,0.16,57.475,0.049,41.154,0.045,22.997,0.024,52.82,0.045,29.642,0.024,23.674,0.01,24.259,0.01,23.909,0.007,33.075,0.007,15.915,0.007,16.229,0.007,25.698,0.014,32.04,0.007,73.977,0.021,75.084,0.003,27.42,0.01,32.828,0.017,23.615,0.008,24.627,0.008,42.736,0.008,45.944,0.008,47.958,0.008,50.049,0.008,29.162,0.025,21.126,0.006,32.971,0.052,26.588,0.033,40.189,0.052,34.494,0.033,72.544,0.233,53.489,0.145,32.534,0.233,24.287,0.145,56.055,0.066,54.649,0.035,35.528,0.07,29.74,0.045,74.814,0.07,57.355,0.045
48.373,0.191,35.895,0.056,53.692,0.191,34.554,0.056,94.522,0.191,57.756,0.056,40.133,0.038,22.443,0.007,51.62,0.038,29.01,0.007,23.951,0.014,24.762,0.007,24.068,0.014,32.559,0.01,15.841,0.014,15.966,0.01,24.966,0.014,31.16,0,74.083,0.017,75.001,0.017,27.609,0,32.92,0.014,23.595,0.021,24.27,0.006,42.751,0.021,45.97,0.006,47.962,0.021,50.004,0.006,30.038,0.037,21.682,0.008,33.098,0.033,26.588,0.021,40.251,0.033,34.103,0.021,72.447,0.289,53.11,0.18,32.394,0.289,24.43,0.18,55.135,0.054,53.602,0.052,35.18,0.062,29.64,0.027,73.641,0.062,56.763,0.027
47.884,0.188,35.384,0.059,53.312,0.188,34.091,0.059,93.868,0.188,57.63,0.059,39.728,0.014,22.189,0.017,51.114,0.014,28.638,0.017,23.714,0.014,24.419,0.028,24.391,0.014,32.617,0.017,15.822,0.014,16.258,0.017,24.96,0,31.211,0.01,73.922,0.024,74.461,0.021,27.658,0.007,32.884,0.007,23.538,0.012,24.406,0.006,42.711,0.012,45.81,0.006,47.851,0.012,49.893,0.006,31.64,0.025,22.738,0.023,32.503,0.06,26.054,0.033,40.413,0.06,34.147,0.033,71.849,0.244,53.064,0.169,31.514,0.244,23.664,0.169,54.568,0.043,53.315,0.039,36.221,0.056,30.236,0.045,76.147,0.056,58.317,0.045
49.476,0.198,36.214,0.045,54.269,0.198,34.764,0.045,95.028,0.198,57.742,0.045,39.779,0.021,22.237,0.014,51.32,0.021,28.628,0.014,23.553,0.007,24.521,0.007,24.674,0.01,32.728,0.024,15.756,0.01,16.202,0.024,25.289,0.007,31.592,0.017,73.627,0.038,74.109,0.01,27.59,0.021,33.057,0.024,23.376,0.019,23.986,0.014,42.555,0.019,45.551,0.014,47.319,0.019,49.512,0.014,31.391,0.027,22.503,0.01,32.291,0.025,25.931,0.025,40.288,0.025,34.219,0.025,71.354,0.262,52.849,0.103,31.192,0.262,23.356,0.103,56.514,0.06,54.989,0.031,35.565,0.054,29.669,0.037,75.241,0.054,57.779,0.037
49.206,0.215,35.635,0.059,54.129,0.215,34.369,0.059,95.109,0.215,57.716,0.059,40.032,0.01,22.481,0.014,52.056,0.01,29.052,0.014,23.454,0.01,24.414,0.024,24.943,0.014,32.671,0.024,15.851,0.014,16.191,0.024,25.697,0.014,31.95,0.017,74.258,0.028,74.551,0.007,27.846,0.007,33.256,0.014,23.264,0.012,23.867,0.014,42.314,0.012,45.55,0.014,47.944,0.012,49.759,0.014,30.383,0.033,21.694,0.017,32.118,0.023,25.834,0.017,40.103,0.023,34.195,0.017,71.06,0.281,52.803,0.167,31.204,0.281,23.379,0.167,60.753,0.076,58.565,0.043,36.418,0.074,30.141,0.045,76.628,0.074,58.657,0.045
49.165,0.219,35.312,0.059,54.022,0.219,34.242,0.059,95.173,0.219,57.551,0.059,40.839,0.038,22.732,0.01,52.514,0.038,29.184,0.01,23.377,0.014,23.845,0.014,25.135,0.007,32.613,0.014,15.844,0.007,16.035,0.014,25.243,0.007,31.799,0.014,75.835,0.021,76.018,0.028,28.604,0.014,33.377,0.017,23.219,0.012,23.923,0.017,42.226,0.012,45.389,0.017,48.012,0.012,49.682,0.017,31.572,0.012,22.593,0.012,32.28,0.031,25.849,0.023,40.555,0.031,34.249,0.023,70.866,0.242,52.533,0.161,30.68,0.242,23.298,0.161,58.572,0.041,56.663,0.045,36.616,0.068,30.454,0.037,77.715,0.068,59.104,0.037
50.207,0.188,35.971,0.056,54.734,0.188,34.639,0.056,96.078,0.188,57.757,0.056,40.796,0.035,22.798,0.017,52.782,0.035,29.261,0.017,23.587,0.003,24.034,0.021,25.153,0.014,32.676,0.01,15.269,0.014,16.204,0.01,19.776,0,31.754,0.003,75.748,0.017,75.971,0.014,28.392,0.01,33.268,0.007,23.359,0.019,23.984,0.01,42.544,0.019,45.512,0.01,48.167,0.019,49.369,0.01,30.357,0.021,21.639,0.01,32.183,0.031,25.598,0.025,40.76,0.031,34.336,0.025,70.64,0.279,52.349,0.155,30.645,0.279,23.016,0.155,58.096,0.045,56.088,0.045,36.88,0.043,30.682,0.035,78.098,0.043,60.002,0.035
50.182,0.201,35.954,0.031,54.598,0.201,34.457,0.031,96.011,0.201,57.755,0.031,40.082,0.028,22.265,0.014,52.022,0.028,28.749,0.014,24.128,0.01,24.614,0.014,23.081,0.028,32.519,0.017,11.837,0.028,15.769,0.017,11.888,0.01,29.966,0.01,76.993,0.028,76.872,0.017,29.005,0.01,33.703,0.007,22.875,0.021,23.305,0.01,41.835,0.021,44.683,0.01,47.467,0.021,49.264,0.01,30.483,0.027,21.778,0.002,31.899,0.029,25.543,0.027,40.588,0.029,34.376,0.027,70.304,0.267,52.122,0.163,30.055,0.267,22.797,0.163,61.437,0.048,58.822,0.048,37.285,0.079,30.947,0.035,79.334,0.079,60.301,0.035
49.902,0.229,35.286,0.049,54.236,0.229,34.226,0.049,95.567,0.229,57.679,0.049,40.36,0.049,22.437,0.017,52.267,0.049,28.879,0.017,23.899,0,24.594,0.01,19.752,0.014,32.569,0.01,8.621,0.014,15.753,0.01,7.845,0.014,31.681,0.01,76.28,0.024,76.979,0.01,28.368,0.021,33.911,0.01,22.954,0.012,23.708,0.01,42.114,0.012,45.22,0.01,47.773,0.012,49.578,0.01,30.3,0.031,21.59,0.012,32.036,0.025,25.509,0.023,40.485,0.025,34.264,0.023,70.228,0.291,52.037,0.167,30.098,0.291,22.807,0.167,57.675,0.064,55.695,0.045,37.182,0.05,30.92,0.041,79.023,0.05,60.39,0.041
50.464,0.201,35.362,0.062,54.732,0.201,34.351,0.062,96.134,0.201,57.595,0.062,38.708,0.038,22.67,0.021,50.769,0.038,29.196,0.021,23.491,0.017,23.755,0.01,15.855,0.017,32.011,0.021,6.284,0.017,15.58,0.021,5.209,0.01,29.905,0.014,66.568,0.014,74.607,0.01,25.685,0.014,33.287,0.01,22.403,0.017,23.82,0.031,40.083,0.017,45.287,0.031,46.102,0.017,49.943,0.031,30.499,0.021,21.811,0.017,32.385,0.033,25.769,0.014,40.663,0.033,34.332,0.014,70.309,0.258,52.001,0.178,30.574,0.258,23.052,0.178,56.199,0.062,54.785,0.05,35.517,0.054,29.811,0.027,74.975,0.054,58.033,0.027
50.099,0.167,35.126,0.056,54.197,0.167,34.074,0.056,96.039,0.167,57.599,0.056,29.372,0.017,22.416,0.031,41.925,0.017,28.996,0.031,22.503,0,23.425,0.01,12.7,0.007,31.762,0.021,4.874,0.007,15.339,0.021,4.203,0.014,29.708,0.014,53.92,0.024,71.155,0.007,21.413,0.021,33.135,0.014,21.345,0.033,23.536,0.008,38.687,0.033,45.128,0.008,44.64,0.033,49.698,0.008,29.531,0.039,21.309,0.006,32.124,0.031,25.561,0.017,40.915,0.031,34.413,0.017,69.966,0.248,51.546,0.155,30.067,0.248,22.599,0.155,53.501,0.054,56.082,0.056,35.476,0.041,30.258,0.037,73.047,0.041,59.1,0.037
51.359,0.226,35.804,0.073,54.995,0.226,34.67,0.073,94.377,0.226,57.839,0.073,21.014,0.038,21.786,0.017,32.549,0.038,28.497,0.017,20.751,0.01,23.066,0.021,10.425,0.01,31.295,0.014,3.933,0.01,15.123,0.014,3.757,0.007,30.967,0.007,43.56,0.028,69.174,0.014,17.319,0.021,32.73,0.014,21.05,0.01,23.837,0.014,38.244,0.01,45.767,0.014,43.731,0.01,50.114,0.014,26.683,0.033,21.725,0.012,31.144,0.021,25.334,0.014,39.954,0.021,34.224,0.014,66.644,0.227,51.557,0.151,27.721,0.227,22.52,0.151,48.021,0.072,56.187,0.029,33.284,0.066,29.867,0.033,65.027,0.066,58.253,0.033
46.094,0.233,34.893,0.059,49.564,0.233,33.978,0.059,82.139,0.233,57.193,0.059,15.34,0.035,21.464,0.021,23.584,0.035,27.984,0.021,18.628,0.014,22.695,0.003,8.658,0.003,31.112,0.017,3.448,0.003,15.12,0.017,3.325,0.014,30.206,0.003,37.178,0.007,69.188,0.014,14.312,0.014,32.814,0.01,20.724,0.012,24.14,0.012,37.627,0.012,46.038,0.012,42.749,0.012,50.626,0.012,21.395,0.021,21.275,0.014,27.799,0.031,25.001,0.027,36.714,0.031,33.928,0.027,58.348,0.246,51.086,0.155,22.93,0.246,22.31,0.155,40.914,0.037,54.254,0.035,30.257,0.039,29.693,0.043,55.941,0.039,58.037,0.043
40.297,0.163,35.094,0.062,44.341,0.163,33.981,0.062,69.317,0.163,57.044,0.062,12.987,0.021,21.493,0.031,19.106,0.021,28.265,0.031,16.7,0.007,22.284,0.01,7.507,0.021,30.859,0.021,3.096,0.021,15.123,0.021,3.188,0.007,30.046,0.007,32.453,0.028,70.226,0.017,12.181,0.014,32.994,0.017,20.356,0.025,24.12,0.014,37.051,0.025,46.089,0.014,41.852,0.025,50.716,0.014,17.395,0.023,21.425,0.008,24.208,0.012,24.96,0.023,33.288,0.012,34.248,0.023,49.73,0.246,50.825,0.167,18.677,0.246,22.035,0.167,36.716,0.037,54.42,0.041,27.427,0.043,29.945,0.033,48.176,0.043,58.84,0.033
33.79,0.205,34.445,0.073,38.089,0.205,33.534,0.073,57.294,0.205,56.807,0.073,11.329,0.024,21.035,0.021,15.993,0.024,27.707,0.021,14.489,0.024,21.745,0.014,6.575,0.003,30.45,0.017,2.851,0.003,15.055,0.017,3.046,0.003,29.901,0,29.003,0.024,70.972,0.014,10.295,0.003,32.918,0.014,20.175,0.012,24.426,0.004,36.554,0.012,46.237,0.004,41.053,0.012,50.871,0.004,13.784,0.033,20.533,0.012,21.286,0.029,24.864,0.019,28.914,0.029,33.93,0.019,41.354,0.298,50.303,0.167,15.016,0.298,21.862,0.167,32.693,0.05,53.885,0.045,22.499,0.039,27.725,0.039,38.376,0.039,54.546,0.039
27.971,0.201,34.348,0.056,31.984,0.201,33.411,0.056,47.68,0.201,56.572,0.056,10.549,0.028,20.978,0.031,14.287,0.028,27.745,0.031,12.781,0.01,21.446,0.01,5.901,0.014,30.175,0.021,2.729,0.014,14.894,0.021,2.879,0.007,28.747,0.007,26.517,0.017,71.691,0.017,9.129,0.007,33.006,0.021,19.705,0.017,24.098,0.012,35.889,0.017,46.057,0.012,40.227,0.017,50.769,0.012,11.107,0.039,19.655,0.01,18.21,0.025,24.74,0.027,24.545,0.025,33.798,0.027,34.532,0.267,50.021,0.147,12.562,0.267,21.505,0.147,30.257,0.048,54.376,0.033,20.185,0.037,27.689,0.058,35.146,0.037,54.922,0.058
23.623,0.233,34.173,0.073,27.054,0.233,33.262,0.073,40.416,0.233,56.461,0.073,9.789,0.024,20.771,0.045,12.957,0.024,27.219,0.045,11.263,0,21.168,0.01,5.488,0.003,29.76,0.021,2.584,0.003,14.739,0.021,2.926,0.007,29.667,0.014,24.792,0.035,72.881,0.024,8.376,0.017,33.517,0.024,19.346,0.008,23.849,0.017,35.622,0.008,46.078,0.017,39.532,0.008,50.757,0.017,9.741,0.029,19.661,0.021,15.91,0.021,24.74,0.012,20.801,0.021,33.475,0.012,29.339,0.308,49.433,0.167,10.893,0.308,21.21,0.167,28.733,0.045,55.504,0.058,17.84,0.07,27.163,0.037,31.941,0.07,53.642,0.037
20.403,0.194,34.132,0.059,23.004,0.194,33.217,0.059,35.137,0.194,56.44,0.059,9.171,0.017,20.281,0.024,12.028,0.017,26.858,0.024,10.054,0.017,20.875,0.01,5.074,0.024,29.714,0.038,2.537,0.024,14.875,0.038,2.821,0.007,28.981,0.01,22.777,0.021,72.024,0.01,7.788,0.017,33.237,0.003,19.107,0.01,23.736,0.025,35.313,0.01,45.857,0.025,39.264,0.01,50.884,0.025,9.097,0.027,20.501,0.008,13.794,0.023,24.576,0.025,17.909,0.023,33.136,0.025,25.757,0.281,49.283,0.169,9.529,0.281,20.999,0.169,25.614,0.052,52.839,0.029,16.939,0.052,27.678,0.05,31.17,0.052,55.01,0.05
18.273,0.226,34.615,0.069,20.534,0.226,33.568,0.069,31.755,0.226,56.873,0.069,9.323,0.038,21.073,0.01,11.991,0.038,27.829,0.01,9.072,0.021,20.808,0,4.879,0.01,29.549,0.024,2.454,0.01,14.934,0.024,2.916,0.007,30.087,0.003,21.7,0.028,72.107,0.014,7.342,0.007,33.105,0.007,19.261,0.023,23.919,0.023,35.756,0.023,46.161,0.023,39.187,0.023,50.887,0.023,8.019,0.041,19.611,0.014,12.146,0.025,24.434,0.019,15.646,0.025,33.291,0.019,23.437,0.254,49.278,0.178,8.803,0.254,20.739,0.178,25.219,0.041,54.47,0.045,16.155,0.045,28.08,0.025,30.933,0.045,56.097,0.025
16.909,0.163,35.181,0.069,18.794,0.163,34.096,0.069,29.568,0.163,57.409,0.069,9.037,0.038,20.505,0.031,11.348,0.038,26.94,0.031,8.423,0.014,20.783,0.014,4.669,0.017,29.517,0.017,2.416,0.017,14.829,0.017,2.889,0.014,29.861,0.017,21.049,0.021,73.092,0.007,6.966,0.024,33.375,0.014,19.095,0.004,23.881,0.01,35.92,0.004,45.965,0.01,39.129,0.004,51.039,0.01,7.63,0.031,20.054,0.01,10.975,0.029,24.268,0.012,14.154,0.029,33.102,0.012,21.621,0.229,49.021,0.12,8.279,0.229,20.482,0.12,26.328,0.076,58.353,0.037,15.297,0.043,27.924,0.054,30.162,0.043,56.028,0.054
15.301,0.26,34.518,0.035,16.75,0.26,33.384,0.035,27.297,0.26,57.057,0.035,8.772,0.035,20.37,0.024,11.097,0.035,27.011,0.024,8.002,0.01,21.01,0.017,4.508,0.01,29.417,0.014,2.393,0.01,14.943,0.014,2.8,0.003,29.081,0.014,20.275,0.017,72.402,0.021,6.747,0.007,33.608,0.007,19.299,0.012,23.708,0.006,36.185,0.012,46.189,0.006,39.172,0.012,51.103,0.006,7.116,0.025,19.253,0.01,10.003,0.01,24.1,0.025,12.885,0.01,33.051,0.025,20.314,0.269,48.696,0.159,7.804,0.269,20.314,0.159,25.396,0.041,58.168,0.039,14.902,0.052,28.274,0.035,30.083,0.052,56.985,0.035
14.133,0.222,33.947,0.049,15.36,0.222,32.987,0.049,25.615,0.222,56.624,0.049,8.496,0.028,20.024,0.014,10.684,0.028,26.508,0.014,8.213,0.024,22.449,0.014,4.343,0,29.203,0.003,2.415,0,14.865,0.003,2.817,0,29.075,0.01,20.441,0.021,74.599,0.017,6.672,0.01,33.776,0.014,19.575,0.023,24.121,0.012,36.666,0.023,46.549,0.012,39.605,0.023,51.409,0.012,6.973,0.039,19.761,0.01,9.276,0.021,23.757,0.025,11.955,0.021,32.998,0.025,19.338,0.227,48.992,0.161,7.613,0.227,20.217,0.161,25.083,0.056,58.694,0.064,13.896,0.05,27.281,0.043,28.467,0.05,54.782,0.043
13.228,0.247,33.965,0.049,14.31,0.247,32.846,0.049,24.175,0.247,56.565,0.049,8.486,0.017,20.25,0.01,10.607,0.017,26.79,0.01,7.927,0.01,21.683,0.017,4.261,0.007,29.028,0.003,2.359,0.007,14.79,0.003,2.773,0.003,28.87,0.017,20.293,0.014,75.593,0.007,6.491,0.014,33.793,0.014,19.939,0.019,24.433,0.008,37.186,0.019,47.202,0.008,40.04,0.019,51.943,0.008,6.681,0.037,19.839,0.017,8.714,0.025,23.761,0.017,11.129,0.025,32.894,0.017,18.804,0.248,48.491,0.159,7.362,0.248,20.084,0.159,24.127,0.033,57.594,0.039,13.754,0.06,27.536,0.052,28.694,0.06,55.629,0.052
12.423,0.253,33.688,0.059,13.557,0.253,32.745,0.059,23.11,0.253,56.305,0.059,8.429,0.038,20.429,0.017,10.564,0.038,26.946,0.017,7.556,0.017,21.544,0.017,4.201,0.031,29.066,0.021,2.341,0.031,14.79,0.021,2.785,0.007,28.937,0.007,19.454,0.01,73.765,0.014,6.251,0.01,33.239,0.021,20.423,0.021,24.962,0.023,37.912,0.021,47.851,0.023,40.572,0.021,52.469,0.023,6.523,0.045,19.99,0.012,8.392,0.031,23.589,0.019,10.744,0.031,32.609,0.019,18.139,0.242,48.492,0.176,7.094,0.242,19.807,0.176,23.449,0.048,56.965,0.048,13.567,0.037,27.645,0.033,28.74,0.037,55.751,0.033
11.84,0.219,33.304,0.062,12.759,0.219,32.465,0.062,22.043,0.219,56.302,0.062,8.406,0.031,20.33,0.01,10.453,0.031,26.726,0.01,7.312,0.014,21.599,0.021,4.16,0.017,28.889,0.014,2.334,0.017,14.859,0.014,2.822,0.017,29.643,0.017,18.787,0.01,72.639,0.024,6.213,0.014,33.241,0.003,20.442,0.006,25.13,0.017,37.944,0.006,47.833,0.017,40.553,0.006,52.257,0.017,6.456,0.035,20.243,0.008,7.977,0.029,23.232,0.023,10.252,0.029,32.724,0.023,17.692,0.24,48.531,0.155,6.986,0.24,19.548,0.155,22.019,0.048,54.657,0.037,13.16,0.045,27.144,0.041,28.107,0.045,54.579,0.041
11.268,0.188,33.19,0.059,12.208,0.188,32.325,0.059,21.439,0.188,56.023,0.059,8.336,0.014,20.16,0.031,10.342,0.014,26.628,0.031,7.467,0.059,22.733,0.042,4.12,0.017,28.863,0.021,2.362,0.017,14.934,0.021,2.847,0.014,29.605,0.007,18.982,0.007,74.104,0.017,6.204,0.017,33.531,0.003,20.018,0.017,24.438,0.01,37.121,0.017,46.985,0.01,40.301,0.017,51.606,0.01,5.885,0.029,18.896,0.021,7.769,0.029,23.317,0.019,9.857,0.029,32.557,0.019,17.444,0.26,48.36,0.143,6.815,0.26,19.647,0.143,22.208,0.058,55.36,0.05,13.383,0.043,27.857,0.043,28.855,0.043,56.471,0.043
11.103,0.229,33.237,0.066,11.863,0.229,32.344,0.066,20.963,0.229,56.108,0.066,8.157,0.024,19.928,0.014,10.178,0.024,26.409,0.014,7.718,0.056,23.726,0.045,4.025,0.021,28.587,0.007,2.344,0.021,14.771,0.007,2.853,0,29.273,0.01,18.104,0.035,71.099,0.017,5.988,0.007,33.015,0.007,17.226,0.014,22.92,0.014,31.619,0.014,44.572,0.014,37.003,0.014,50.04,0.014,5.494,0.027,17.92,0.004,7.489,0.037,23.412,0.021,9.42,0.037,32.615,0.021,17.155,0.227,48.146,0.167,6.745,0.227,19.6,0.167,22.335,0.05,56.038,0.041,13.668,0.033,28.183,0.029,29.566,0.033,57.177,0.029
11.091,0.201,33.944,0.062,11.748,0.201,32.824,0.062,20.777,0.201,56.657,0.062,8.228,0.028,20.054,0.017,10.144,0.028,26.341,0.017,7.91,0.01,24.72,0.017,3.992,0.014,28.559,0.014,2.372,0.014,14.872,0.014,2.895,0.007,30.156,0.01,17.975,0.017,71.43,0.01,6.023,0.014,33.034,0.003,13.544,0.012,22.364,0.014,25.541,0.012,44.209,0.014,26.868,0.012,48.991,0.014,5.386,0.021,17.778,0.017,7.373,0.023,23.28,0.017,9.412,0.023,33.153,0.017,16.873,0.298,48.466,0.151,6.615,0.298,19.642,0.151,21.813,0.048,54.983,0.043,13.504,0.052,28.029,0.031,29.324,0.052,56.896,0.031
10.579,0.191,32.581,0.087,11.141,0.191,31.907,0.087,20.049,0.191,55.833,0.087,8.148,0.021,20.035,0.028,10.118,0.021,26.224,0.028,7.889,0.01,24.848,0.035,3.918,0.01,28.071,0.021,2.328,0.01,14.717,0.021,2.752,0.014,28.577,0.01,17.677,0.031,71.338,0.007,5.925,0.017,33.097,0.024,10.678,0.023,22.303,0.01,20.915,0.023,44.085,0.01,20.148,0.023,49.033,0.01,5.135,0.012,17.145,0.035,7.229,0.027,23.158,0.025,9.152,0.027,32.766,0.025,16.637,0.242,48.124,0.138,6.443,0.242,19.22,0.138,21.317,0.048,54.176,0.054,13.029,0.041,27.391,0.039,28.272,0.041,55.438,0.039
10.462,0.215,32.939,0.076,11.094,0.215,32.385,0.076,20.137,0.215,56.21,0.076,8.197,0.021,20.147,0.021,10.045,0.021,25.971,0.021,7.813,0,24.944,0.007,3.885,0.014,27.902,0.021,2.329,0.014,14.649,0.021,2.699,0.003,28.213,0.01,17.565,0.024,70.667,0.014,5.865,0.007,33.046,0.014,8.512,0.014,21.893,0.019,17.447,0.014,43.765,0.019,16.079,0.014,48.589,0.019,5.523,0.037,18.576,0.01,7.019,0.025,22.992,0.019,9.035,0.025,32.719,0.019,16.443,0.188,47.951,0.149,6.508,0.188,19.254,0.149,21.266,0.041,54.35,0.039,12.779,0.066,27.1,0.031,27.875,0.066,54.707,0.031
10.377,0.212,32.962,0.052,11.047,0.212,32.464,0.052,20.022,0.212,56.271,0.052,8.098,0.042,19.894,0.01,9.975,0.042,25.87,0.01,7.785,0.007,24.959,0.014,3.901,0.017,27.846,0.01,2.343,0.017,14.733,0.01,2.811,0.014,28.64,0.024,17.301,0.024,70.4,0.007,5.926,0.007,33.043,0.014,7.414,0.012,21.731,0.014,15.249,0.012,43.54,0.014,13.713,0.012,48.396,0.014,5.42,0.012,18.32,0.021,6.9,0.012,22.644,0.023,8.878,0.012,32.882,0.023,16.512,0.25,48.033,0.155,6.331,0.25,18.829,0.155,21.793,0.05,55.43,0.035,13.527,0.045,28.372,0.039,29.73,0.045,57.711,0.039
10.073,0.212,32.787,0.056,10.756,0.212,32.092,0.056,19.548,0.212,55.889,0.056,7.893,0.042,19.406,0.024,9.829,0.042,25.456,0.024,7.877,0.01,25.156,0.01,3.888,0.01,27.757,0.017,2.354,0.01,14.777,0.017,2.793,0.01,28.965,0.007,17.794,0.035,71.866,0.01,5.992,0.007,33.309,0.017,6.405,0.012,21.593,0.019,13.421,0.012,43.028,0.019,12.3,0.012,47.969,0.019,5.685,0.021,19.25,0.004,6.817,0.031,22.684,0.017,8.887,0.031,32.48,0.017,16.287,0.219,47.881,0.159,6.366,0.219,19.076,0.159,21.205,0.048,54.425,0.029,13.006,0.045,27.515,0.054,28.623,0.045,55.785,0.054
