Pgd_1-488,Pgd_1-BG,Pgd_1-568,Pgd_1-BG,Pgd_2-488,Pgd_2-BG,Pgd_2-568,Pgd_2-BG,Pgd_3-488,Pgd_3-BG,Pgd_3-568,Pgd_3-BG,Pgd_4-488,Pgd_4-BG,Pgd_4-568,Pgd_4-BG,Pgd_5-488,Pgd_5-BG,Pgd_5-568,Pgd_5-BG,Pgd_6-488,Pgd_6-BG,Pgd_6-568,Pgd_6-BG,Pgd_7-488,Pgd_7-BG,Pgd_7-568,Pgd_7-BG,Pgd_8-488,Pgd_8-BG,Pgd_8-568,Pgd_8-BG,Pgd_9-488,Pgd_9-BG,Pgd_9-568,Pgd_9-BG,Pgd_10-488,Pgd_10-BG,Pgd_10-568,Pgd_10-BG,Pgd_11-488,Pgd_11-BG,Pgd_11-568,Pgd_11-BG,Pgd_12-488,Pgd_12-BG,Pgd_12-568,Pgd_12-BG,Pgd_13-488,Pgd_13-BG,Pgd_13-568,Pgd_13-BG,Pgd_14-488,Pgd_14-BG,Pgd_14-568,Pgd_14-BG,Pgd_15-488,Pgd_15-BG,Pgd_15-568,Pgd_15-BG,Pgd_16-488,Pgd_16-BG,Pgd_16-568,Pgd_16-BG,Pgd_17-488,Pgd_17-BG,Pgd_17-568,Pgd_17-BG,Pgd_18-488,Pgd_18-BG,Pgd_18-568,Pgd_18-BG,Pgd_19-488,Pgd_19-BG,Pgd_19-568,Pgd_19-BG,Pgd_20-488,Pgd_20-BG,Pgd_20-568,Pgd_20-BG,Pgd_21-488,Pgd_21-BG,Pgd_21-568,Pgd_21-BG,Pgd_22-488,Pgd_22-BG,Pgd_22-568,Pgd_22-BG,Pgd_23-488,Pgd_23-BG,Pgd_23-568,Pgd_23-BG,Pgd_24-488,Pgd_24-BG,Pgd_24-568,Pgd_24-BG
24.18,1.987,37.067,0.712,21.992,1.987,41.562,0.712,33.569,0.222,59.682,0.078,29.6,0.222,65.575,0.078,16.676,0.47,15.019,0.102,31.399,0.47,25.215,0.102,29.544,0.361,24.327,0.066,28.004,0.361,21.844,0.066,17.63,0.015,26.464,0.016,18.724,0.017,44.423,0.004,23.939,0.017,50.534,0.004,22.17,0.017,44.863,0.004,20.786,0.228,36.917,0.06,49.067,0.228,72.002,0.06,36.465,0.228,60.109,0.06,56.364,0.017,57.574,0.014,46.218,0.017,46.839,0.014,37.217,0.245,40.343,0.188,8.855,0.016,49.658,0.012,13.28,0.075,20.035,0.025,14.276,0.025,39.004,0.017,30.333,0.096,53.893,0.068,49.623,0.016,48.714,0.015,64.691,0.016,72.46,0.015
24.389,1.908,37.143,0.676,22.005,1.908,41.321,0.676,34.148,0.23,59.957,0.091,29.362,0.23,65.792,0.091,16.827,0.475,15.028,0.102,30.222,0.475,24.25,0.102,30.056,0.351,24.766,0.071,28.22,0.351,21.852,0.071,17.609,0.016,26.468,0.015,18.885,0.015,44.129,0.013,24.077,0.015,50.336,0.013,22.483,0.015,44.9,0.013,20.734,0.232,36.937,0.065,49.43,0.232,72.187,0.065,36.632,0.232,59.963,0.065,56.415,0.017,57.483,0.018,46.268,0.017,46.777,0.018,36.944,0.247,39.979,0.22,8.84,0.026,50.012,0.01,13.288,0.074,19.929,0.02,14.463,0.028,38.979,0.012,30.467,0.077,54.07,0.061,49.871,0.01,48.582,0.003,64.967,0.01,72.648,0.003
24.223,1.977,36.647,0.666,21.689,1.977,40.547,0.666,34.707,0.199,59.389,0.074,28.503,0.199,65.876,0.074,16.466,0.453,14.713,0.102,30.57,0.453,24.513,0.102,29.188,0.36,24.1,0.055,27.87,0.36,21.601,0.055,17.791,0.017,26.638,0.016,18.767,0.008,43.505,0.006,23.834,0.008,49.369,0.006,22.27,0.008,44.559,0.006,20.873,0.204,36.876,0.069,49.844,0.204,72.177,0.069,36.882,0.204,60.072,0.069,52.044,0.026,53.626,0.01,43.475,0.026,44.082,0.01,33.585,0.226,36.12,0.196,8.717,0.018,49.659,0.007,13.382,0.059,19.975,0.033,14.615,0.031,39.007,0.018,30.04,0.074,53.193,0.048,46.962,0.017,45.755,0.014,63.284,0.017,70.498,0.014
24.22,1.861,36.69,0.673,21.676,1.861,40.22,0.673,35.218,0.201,59.593,0.09,28.385,0.201,66.146,0.09,17.156,0.436,15.236,0.087,31.304,0.436,24.99,0.087,29.554,0.347,24.186,0.072,28.319,0.347,21.832,0.072,17.695,0.012,26.332,0.014,18.8,0.015,43.248,0.029,23.747,0.015,49.387,0.029,22.333,0.015,44.903,0.029,20.856,0.221,37.025,0.074,50.225,0.221,72.213,0.074,37.075,0.221,60.106,0.074,51.337,0.018,52.731,0.013,43.51,0.018,43.431,0.013,33.246,0.226,35.267,0.174,8.751,0.015,49.124,0.009,13.446,0.058,19.903,0.032,14.718,0.023,39.005,0.01,30.143,0.061,53.011,0.074,47.723,0.01,46.638,0.012,63.749,0.01,70.952,0.012
24.665,1.895,36.831,0.657,22.31,1.895,40.89,0.657,36.429,0.196,60.104,0.092,28.536,0.196,65.518,0.092,17.005,0.453,15.091,0.093,30.928,0.453,24.723,0.093,29.244,0.378,23.776,0.065,28.426,0.378,21.829,0.065,17.761,0.007,26.399,0.016,18.994,0.008,43.547,0.006,23.881,0.008,49.482,0.006,22.435,0.008,44.781,0.006,20.74,0.236,36.383,0.045,50.197,0.236,72.474,0.045,36.946,0.236,59.636,0.045,51.652,0.028,52.606,0.015,44.267,0.028,43.481,0.015,33.476,0.212,35.094,0.191,8.749,0.029,49.074,0.016,13.618,0.058,19.974,0.029,14.68,0.023,38.831,0.012,29.857,0.074,52.499,0.065,50.245,0.014,49.243,0.013,65.697,0.014,73.059,0.013
24.813,1.883,36.717,0.686,22.416,1.883,40.718,0.686,36.821,0.218,60,0.078,28.142,0.218,65.481,0.078,16.805,0.454,14.799,0.109,31.442,0.454,25.05,0.109,29.796,0.329,24.165,0.059,28.184,0.329,21.78,0.059,17.393,0.021,25.983,0.014,19.347,0.025,43.63,0.011,24.284,0.025,49.634,0.011,22.84,0.025,45.31,0.011,20.563,0.227,36.206,0.055,50.895,0.227,72.943,0.055,36.856,0.227,59.645,0.055,52.315,0.017,52.762,0.008,45.121,0.017,43.608,0.008,34.039,0.2,35.565,0.187,8.795,0.021,49.617,0.015,13.646,0.062,19.905,0.028,14.822,0.029,38.672,0.021,29.931,0.07,52.611,0.073,46.194,0.015,45.172,0.012,62.92,0.015,70.047,0.012
25.605,1.901,36.713,0.651,22.804,1.901,40.32,0.651,38.365,0.196,59.557,0.082,27.808,0.196,65.715,0.082,17.01,0.454,14.985,0.119,30.544,0.454,24.274,0.119,29.572,0.341,24.013,0.073,28.231,0.341,21.582,0.073,17.356,0.016,25.777,0.01,19.279,0.013,43.275,0.008,24.173,0.013,49.05,0.008,22.81,0.013,45.095,0.008,20.481,0.232,35.876,0.062,51.127,0.232,72.984,0.062,36.96,0.232,59.393,0.062,53.387,0.02,53.194,0.016,45.787,0.02,43.913,0.016,34.68,0.221,35.76,0.221,8.787,0.022,49.79,0.014,13.753,0.077,19.873,0.029,14.934,0.02,38.514,0.013,29.754,0.068,52.435,0.052,45.044,0.012,43.665,0.012,62.075,0.012,68.853,0.012
27.924,1.9,36.747,0.682,24.887,1.9,40.195,0.682,42.086,0.193,59.979,0.074,28.153,0.193,65.927,0.074,17.229,0.451,15.265,0.093,31.058,0.451,24.565,0.093,30.173,0.396,24.364,0.062,28.628,0.396,21.934,0.062,16.984,0.013,25.246,0.014,19.345,0.021,42.933,0.004,24.089,0.021,49.29,0.004,23.026,0.021,44.907,0.004,20.966,0.233,36.477,0.051,51.228,0.233,72.812,0.051,37.644,0.233,60.095,0.051,54.313,0.021,53.801,0.012,46.462,0.021,44.131,0.012,34.787,0.211,35.552,0.2,8.843,0.021,49.534,0.007,13.821,0.065,19.881,0.026,15.056,0.03,38.418,0.013,29.696,0.091,52.12,0.074,46.681,0.021,45.423,0.012,63.587,0.021,69.992,0.012
30.709,1.93,36.34,0.651,27.146,1.93,39.851,0.651,47.878,0.19,59.704,0.074,28.632,0.19,66.488,0.074,17.367,0.458,15.124,0.096,30.279,0.458,23.895,0.096,29.765,0.378,23.853,0.078,28.64,0.378,21.729,0.078,17.439,0.01,25.714,0.011,19.523,0.027,42.928,0.008,24.257,0.027,48.915,0.008,22.977,0.027,44.849,0.008,21.543,0.222,35.795,0.047,52.652,0.222,73.086,0.047,38.669,0.222,59.669,0.047,54.364,0.02,52.92,0.008,47.155,0.02,43.631,0.008,35.25,0.224,35.136,0.187,8.815,0.023,49.535,0.008,14.002,0.068,19.96,0.028,15.282,0.026,38.552,0.015,29.952,0.084,52.227,0.058,46.939,0.009,45.643,0.009,63.739,0.009,70.419,0.009
34.133,1.949,36.612,0.735,29.971,1.949,39.982,0.735,54.834,0.203,60.193,0.087,29.509,0.203,66.617,0.087,18.388,0.462,16.161,0.122,32.496,0.462,25.242,0.122,31.15,0.331,24.765,0.068,28.811,0.331,21.687,0.068,17.622,0.011,25.426,0.014,20.384,0.021,42.954,0.008,26.049,0.021,49.036,0.008,24.678,0.021,45.003,0.008,23.499,0.175,35.704,0.047,55.61,0.175,73.591,0.047,41.731,0.175,59.632,0.047,55.641,0.013,52.746,0.025,47.871,0.013,43.571,0.025,35.38,0.221,34.883,0.168,8.701,0.025,49.065,0.012,14.011,0.065,19.771,0.021,15.452,0.013,38.678,0.017,30.264,0.074,52.701,0.044,48.281,0.017,46.105,0.012,64.964,0.017,70.607,0.012
36.941,1.972,36.345,0.643,32.823,1.972,39.794,0.643,61.244,0.174,60.272,0.07,30.193,0.174,66.708,0.07,18.926,0.33,14.49,0.101,36.583,0.33,24.485,0.101,34.738,0.304,24.025,0.069,31.296,0.304,21.35,0.069,19.535,0.021,25.677,0.018,25.376,0.017,43.16,0.021,32.687,0.017,48.892,0.021,29.891,0.017,45.036,0.021,25.555,0.199,35.663,0.071,59.451,0.199,73.799,0.071,45.266,0.199,59.857,0.071,56.466,0.014,52.815,0.01,47.611,0.014,43.576,0.01,35.294,0.219,34.482,0.204,8.887,0.014,48.567,0.013,14.443,0.066,19.874,0.023,15.922,0.021,38.437,0.013,32.46,0.074,53.008,0.06,48.366,0.009,42.798,0.008,66.428,0.009,68.399,0.008
40.215,1.971,36.763,0.671,35.846,1.971,40.131,0.671,67.637,0.22,60.809,0.078,31.881,0.22,66.6,0.078,21.681,0.275,15.27,0.092,41.6,0.275,25.352,0.092,38.346,0.339,23.978,0.086,34.388,0.339,21.575,0.086,20.596,0.015,25.593,0.011,30.023,0.015,42.307,0.008,37.995,0.015,48.307,0.008,34.701,0.015,44.756,0.008,27.016,0.189,35.712,0.059,63.218,0.189,74.022,0.059,48.644,0.189,60.394,0.059,55.175,0.012,51.97,0.018,46.117,0.012,43.13,0.018,34.385,0.219,33.813,0.169,9.419,0.023,48.489,0.007,15.649,0.053,20.01,0.014,17.329,0.031,38.368,0.009,37.924,0.084,53.742,0.058,52.185,0.009,43.412,0.005,72.295,0.009,69.141,0.005
42.438,1.934,36.504,0.669,38.314,1.934,39.79,0.669,73.798,0.168,60.958,0.089,33.159,0.168,66.934,0.089,21.164,0.293,13.954,0.096,40.272,0.293,23.101,0.096,38.701,0.343,22.739,0.085,36.651,0.343,21.258,0.085,21.215,0.02,25.312,0.016,33.462,0.015,41.943,0.013,41.28,0.015,47.932,0.013,38.08,0.015,45.269,0.013,28.33,0.203,36.046,0.046,66.713,0.203,74.596,0.046,51.18,0.203,60.925,0.046,54.728,0.017,51.896,0.01,45.022,0.017,42.976,0.01,33.973,0.215,33.512,0.196,10.5,0.023,49.478,0.016,17.216,0.073,20.154,0.021,19.393,0.022,38.591,0.018,41.864,0.085,53.523,0.053,59.843,0.018,47.974,0.008,80.591,0.018,72.572,0.008
44.842,1.896,36.692,0.663,40.627,1.896,39.884,0.663,78.887,0.185,61.03,0.069,34.55,0.185,66.851,0.069,22.576,0.266,14.172,0.087,43.791,0.266,24.464,0.087,40.943,0.355,23.685,0.068,38.48,0.355,21.284,0.068,21.644,0.018,24.924,0.012,35.605,0.006,42.05,0.008,42.901,0.006,48.095,0.008,40.119,0.006,45.239,0.008,28.826,0.219,35.817,0.059,69.225,0.219,74.857,0.059,52.674,0.219,60.978,0.059,52.934,0.017,51.151,0.024,43.522,0.017,42.447,0.024,33.11,0.2,32.794,0.191,11.529,0.017,48.995,0.012,18.747,0.048,20.25,0.016,21.472,0.031,38.81,0.015,44.47,0.1,52.842,0.065,55.844,0.015,43.607,0.009,80.839,0.015,69.618,0.009
45.972,1.871,36.161,0.676,41.698,1.871,38.838,0.676,82.662,0.187,60.649,0.066,36.215,0.187,66.992,0.066,22.793,0.27,13.997,0.098,44.871,0.27,24.677,0.098,41.886,0.307,23.766,0.06,39.224,0.307,21.087,0.06,21.703,0.014,24.641,0.016,36.814,0.011,42.005,0.011,43.153,0.011,47.823,0.011,40.997,0.011,45.783,0.011,29.216,0.205,35.938,0.062,71.39,0.205,74.946,0.062,54.13,0.205,61.224,0.062,52.858,0.012,51.502,0.013,43.588,0.012,42.784,0.013,33.338,0.213,33.305,0.183,12.926,0.017,49.038,0.012,20.185,0.047,20.371,0.023,23.372,0.024,38.636,0.01,46.129,0.088,52.539,0.07,59.048,0.014,45.628,0.015,85.566,0.014,71.059,0.015
47.566,1.915,36.272,0.679,43.757,1.915,39.163,0.679,87.07,0.19,61.254,0.074,38.008,0.19,67.744,0.074,22.777,0.29,13.59,0.105,44.673,0.29,24.458,0.105,41.286,0.31,23.166,0.07,39.306,0.31,20.87,0.07,22.098,0.018,24.835,0.016,37.012,0.021,41.586,0.006,42.831,0.021,47.544,0.006,40.996,0.021,45.586,0.006,29.76,0.196,36.075,0.05,72.665,0.196,75.171,0.05,55.183,0.196,61.527,0.05,52.236,0.01,51.419,0.01,43.305,0.01,42.596,0.01,33.145,0.245,33.263,0.187,14.814,0.022,49.753,0.013,21.446,0.056,20.446,0.016,25.021,0.038,38.338,0.014,47.132,0.083,52.325,0.06,62.307,0.02,47.865,0.013,89.344,0.02,72.743,0.013
49.012,1.863,36.473,0.701,45.324,1.863,39.315,0.701,90.035,0.225,61.122,0.08,39.914,0.225,67.205,0.08,22.679,0.297,13.539,0.095,47.097,0.297,25.582,0.095,42.718,0.277,23.719,0.064,39.301,0.277,20.528,0.064,22.063,0.014,24.597,0.012,37.231,0.019,41.638,0.008,43.222,0.019,47.648,0.008,42.073,0.019,46.176,0.008,30.322,0.219,36.476,0.055,73.445,0.219,74.691,0.055,56.055,0.219,62.123,0.055,51.054,0.023,50.707,0.018,42.435,0.023,42.135,0.018,32.255,0.233,32.592,0.174,16.554,0.024,49.605,0.014,22.586,0.046,20.711,0.024,26.515,0.036,38.154,0.01,47.848,0.086,52.474,0.056,58.077,0.016,44.289,0.003,87.567,0.016,70.393,0.003
49.096,1.867,35.928,0.651,45.291,1.867,38.432,0.651,91.554,0.204,60.835,0.079,41.706,0.204,67.752,0.079,23.05,0.286,13.697,0.101,45.51,0.286,24.414,0.101,42.889,0.324,23.647,0.073,39.912,0.324,20.709,0.073,22.268,0.018,24.627,0.011,37.911,0.013,42.16,0.017,43.89,0.013,48.139,0.017,42.601,0.013,46.349,0.017,30.558,0.221,36.605,0.051,74.048,0.221,75.214,0.051,56.298,0.221,62.192,0.051,49.91,0.017,50.304,0.026,41.754,0.017,41.594,0.026,31.367,0.226,31.785,0.192,18.414,0.024,49.664,0.01,23.483,0.051,20.744,0.023,28.098,0.028,38.466,0.009,47.981,0.089,52.075,0.055,60.954,0.009,46.475,0.006,90.534,0.009,72.208,0.006
50.207,1.813,36.105,0.702,46.311,1.813,38.369,0.702,92.478,0.19,60.42,0.069,43.672,0.19,67.509,0.069,22.707,0.287,13.379,0.104,46.234,0.287,25.021,0.104,42.76,0.297,23.482,0.066,40.013,0.297,20.784,0.066,22.1,0.015,24.293,0.018,37.987,0.025,42.276,0.013,43.849,0.025,48.396,0.013,42.895,0.025,47.191,0.013,30.977,0.196,36.984,0.059,74.233,0.196,75.078,0.059,56.965,0.196,62.756,0.059,48.786,0.022,49.435,0.009,40.957,0.022,41.126,0.009,30.889,0.2,31.365,0.185,20.265,0.013,49.574,0.012,24.204,0.079,20.845,0.022,29.653,0.037,38.572,0.006,47.846,0.092,51.812,0.065,55.946,0.017,42.58,0.01,86.99,0.017,69.175,0.01
51.333,1.819,36.292,0.681,47.469,1.819,38.709,0.681,94.482,0.175,60.623,0.06,46.265,0.175,67.729,0.06,23.47,0.287,13.671,0.097,46.578,0.287,25.096,0.097,43.2,0.291,23.828,0.071,39.84,0.291,20.647,0.071,22.465,0.014,24.531,0.009,37.93,0.017,42.235,0.006,43.734,0.017,48.342,0.006,42.9,0.017,47.317,0.006,31.585,0.224,37.436,0.058,74.207,0.224,74.804,0.058,57.725,0.224,63.299,0.058,49.178,0.021,49.724,0.01,41.476,0.021,41.46,0.01,31.144,0.237,31.721,0.202,22.187,0.02,49.728,0.008,24.824,0.06,20.896,0.02,30.734,0.025,38.47,0.013,48.133,0.088,52.138,0.065,59.497,0.015,45.439,0.01,90.073,0.015,71.016,0.01
51.531,1.708,36.014,0.664,47.499,1.708,38.239,0.664,95.206,0.181,60.813,0.067,48.314,0.181,67.57,0.067,22.926,0.267,13.239,0.099,45.638,0.267,24.504,0.099,43.468,0.306,23.794,0.064,39.672,0.306,20.523,0.064,22.713,0.021,24.694,0.017,37.943,0.023,42.501,0.021,44.003,0.023,48.577,0.021,43.026,0.023,47.296,0.021,31.572,0.229,37.283,0.073,74.703,0.229,75.076,0.073,57.665,0.229,63.067,0.073,48.911,0.017,49.641,0.013,41.358,0.017,41.434,0.013,31.005,0.184,31.563,0.2,24.125,0.02,49.895,0.007,25.304,0.062,21.024,0.023,31.889,0.028,38.598,0.014,47.777,0.079,51.757,0.041,56.39,0.008,43.22,0.009,87.765,0.008,69.58,0.009
52.32,1.702,36.237,0.663,48.511,1.702,38.49,0.663,96.917,0.179,61.184,0.074,50.818,0.179,67.376,0.074,22.566,0.276,13.041,0.095,46.793,0.276,25.125,0.095,40.539,0.315,22.065,0.065,39.955,0.315,20.543,0.065,22.508,0.012,24.485,0.016,38.062,0.013,42.665,0.006,44.253,0.013,48.826,0.006,43.219,0.013,47.786,0.006,31.314,0.204,36.844,0.071,75.069,0.204,75.407,0.071,57.489,0.204,62.845,0.071,48.956,0.018,49.678,0.013,41.269,0.018,41.311,0.013,30.778,0.22,31.413,0.203,26.161,0.018,50.375,0.006,25.799,0.045,21.072,0.013,33.013,0.026,38.345,0.013,47.104,0.109,51.036,0.09,58.693,0.013,45.043,0.012,89.75,0.013,70.838,0.012
52.646,1.725,36.205,0.634,48.999,1.725,38.508,0.634,97.708,0.183,60.931,0.057,53.103,0.183,67.636,0.057,23.251,0.28,13.312,0.089,44.465,0.28,23.762,0.089,42.28,0.335,22.898,0.065,40.168,0.335,20.622,0.065,22.753,0.017,24.579,0.011,37.753,0.023,42.456,0.006,44.032,0.023,48.957,0.006,43.324,0.023,47.786,0.006,31.275,0.202,36.643,0.061,75.284,0.202,75.467,0.061,57.337,0.202,62.451,0.061,48.402,0.014,49.195,0.015,40.856,0.014,41.014,0.015,30.361,0.222,30.879,0.197,27.676,0.025,50.174,0.013,26.091,0.052,21.236,0.026,33.778,0.035,38.195,0.013,46.875,0.112,50.827,0.077,59.141,0.014,45.028,0.008,90.293,0.014,70.892,0.008
52.763,1.65,36.152,0.67,49.036,1.65,38.194,0.67,97.743,0.171,61.014,0.08,55.1,0.171,67.62,0.08,23.425,0.299,13.381,0.106,47.297,0.299,25.213,0.106,43.698,0.294,23.865,0.053,40.101,0.294,20.603,0.053,22.673,0.016,24.575,0.011,37.825,0.019,42.44,0.013,44.285,0.019,49.115,0.013,43.376,0.019,48.051,0.013,31.208,0.228,36.472,0.055,75.213,0.228,75.262,0.055,57.495,0.228,62.573,0.055,48.7,0.017,49.517,0.016,41.233,0.017,41.163,0.016,30.927,0.241,31.5,0.19,29.493,0.022,50.609,0.009,26.37,0.055,21.096,0.014,34.999,0.024,38.469,0.021,46.73,0.073,50.897,0.065,59.116,0.013,45.053,0.01,90.078,0.013,70.883,0.01
52.911,1.572,35.987,0.666,49.011,1.572,37.797,0.666,98.454,0.189,60.837,0.069,57.241,0.189,67.651,0.069,23.641,0.333,13.488,0.108,46.919,0.333,25.007,0.108,44.84,0.327,24.48,0.07,40.434,0.327,20.758,0.07,22.472,0.017,24.341,0.011,37.5,0.006,42.211,0.011,44.303,0.006,49.096,0.011,43.503,0.006,48.258,0.011,31.863,0.225,37.339,0.071,75.442,0.225,75.219,0.071,58.058,0.225,63.077,0.071,48.135,0.015,49.082,0.007,40.92,0.015,40.803,0.007,30.358,0.215,30.854,0.21,30.773,0.026,50.234,0.006,26.6,0.056,21.217,0.017,35.814,0.025,38.189,0.022,46.375,0.086,50.609,0.05,54.201,0.016,41.051,0.006,85.604,0.016,68.181,0.006
53.525,1.608,36.111,0.676,49.308,1.608,37.864,0.676,98.575,0.174,60.52,0.073,59.259,0.174,67.754,0.073,23.346,0.319,13.368,0.112,46.618,0.319,24.819,0.112,43.198,0.326,23.462,0.073,40.199,0.326,20.563,0.073,22.479,0.023,24.241,0.018,36.463,0.015,40.773,0.004,43.705,0.015,47.262,0.004,42.869,0.015,47.073,0.004,31.466,0.217,36.872,0.068,75.476,0.217,75.191,0.068,57.77,0.217,62.668,0.068,48.478,0.013,49.159,0.014,41.044,0.013,40.814,0.014,30.578,0.219,31.102,0.212,32.143,0.03,50.384,0.012,26.918,0.038,21.268,0.021,36.624,0.021,38.153,0.01,45.922,0.076,50.052,0.068,54.777,0.008,41.813,0.018,86.406,0.008,68.66,0.018
53.934,1.599,36.071,0.653,49.771,1.599,37.994,0.653,99.803,0.19,60.995,0.068,61.246,0.19,67.576,0.068,23.393,0.317,13.335,0.11,47.247,0.317,25.213,0.11,44.215,0.303,24.024,0.058,40.088,0.303,20.471,0.058,22.333,0.014,24.083,0.021,37.049,0.025,40.349,0.013,44.523,0.025,47.339,0.013,43.457,0.025,46.988,0.013,31.015,0.203,36.149,0.07,75.838,0.203,75.314,0.07,57.276,0.203,61.926,0.07,48.269,0.022,49.036,0.015,40.992,0.022,40.739,0.015,30.379,0.218,30.909,0.2,33.275,0.023,50.635,0.008,26.966,0.047,21.241,0.023,37.25,0.023,37.907,0.013,45.659,0.078,49.833,0.084,55.46,0.016,42.637,0.01,87.004,0.016,69.024,0.01
53.18,1.561,35.538,0.673,48.317,1.561,36.802,0.673,99.333,0.165,60.212,0.063,62.893,0.165,67.792,0.063,23.501,0.322,13.338,0.079,47.08,0.322,25.018,0.079,43.764,0.297,23.7,0.05,39.989,0.297,20.421,0.05,22.21,0.019,24.019,0.017,37.403,0.019,40.648,0.004,45.108,0.019,47.499,0.004,44.11,0.019,47.16,0.004,30.517,0.213,35.699,0.056,76.069,0.213,75.866,0.056,56.856,0.213,61.388,0.056,47.486,0.016,48.329,0.012,40.262,0.016,40.224,0.012,29.64,0.248,29.934,0.215,34.165,0.023,50.354,0.012,27.056,0.062,21.388,0.012,37.569,0.022,37.76,0.016,45.547,0.103,49.488,0.084,57.083,0.016,43.404,0.009,87.946,0.016,69.902,0.009
53.47,1.543,35.495,0.675,48.835,1.543,37.112,0.675,100.367,0.179,60.43,0.058,64.978,0.179,67.82,0.058,23.533,0.314,13.304,0.099,46.592,0.314,24.676,0.099,45.174,0.334,24.419,0.078,40.014,0.334,20.417,0.078,22.321,0.016,24.226,0.014,37.18,0.011,40.378,0.006,45.001,0.011,46.888,0.006,44.167,0.011,46.67,0.006,30.984,0.194,36.048,0.059,75.861,0.194,75.845,0.059,57.467,0.194,61.959,0.059,47.051,0.023,47.898,0.018,40.018,0.023,39.967,0.018,29.673,0.217,30.118,0.181,35.052,0.029,49.977,0.006,27.133,0.041,21.261,0.017,38.216,0.03,37.657,0.013,45.253,0.093,49.264,0.07,55.926,0.018,42.445,0.007,86.518,0.018,69.037,0.007
55.882,1.489,36.805,0.679,51.443,1.489,39.039,0.679,102.623,0.207,61.596,0.083,66.956,0.207,67.459,0.083,22.842,0.271,12.752,0.093,46.091,0.271,24.444,0.093,40.424,0.33,21.578,0.06,39.867,0.33,20.335,0.06,22.519,0.014,24.272,0.016,37.411,0.025,40.061,0.015,45.104,0.025,47.015,0.015,44.254,0.025,47.163,0.015,31.199,0.211,36.036,0.082,75.922,0.211,75.745,0.082,57.562,0.211,62.071,0.082,47.072,0.03,47.825,0.012,39.786,0.03,39.84,0.012,29.496,0.204,29.885,0.194,35.998,0.014,49.895,0.012,27.159,0.036,21.289,0.021,38.702,0.028,37.422,0.013,45.042,0.09,49.055,0.069,52.537,0.015,40.012,0.013,84.114,0.015,67.287,0.013
